travel_type,rating,label,covid,is_local,aspect_sentiment,topic_2,topic_0,topic_1,topic_3,overall_textblob_polarity
,5.0,Positive,Covid,0,"[[room, good, 0]]",,0.7,,,0.5125
,5.0,Positive,Covid,0,"[[room, great, 0], [room, bigger, 0], [room, grand, 0]]",,0.43333333333333335,,,0.30785714285714294
,5.0,Positive,Covid,0,"[[stay, comfortable, 3]]",,,,0.4,0.3010204081632653
,5.0,Positive,Covid,1,"[[room, great, 0], [hotel, clean, 2], [room, clean, 0]]",0.3666666666666667,0.5833333333333334,,,0.5458333333333333
,5.0,Positive,Covid,1,"[[room, ready, 0]]",,0.2,,,0.1660714285714286
,5.0,Positive,Covid,0,"[[stay, great, 3], [room, good, 0], [room, good, 0], [area, 'overall room', 1], [staff, delicious, 3], [hotel, whole, 2]]",0.2,0.7,0.0,0.9,0.3493589743589744
,5.0,Positive,Covid,1,"[[use, little, 1], [check, amazing, 3], [check, 'super amazing', 3]]",,,-0.1875,0.5333333333333334,0.31239177489177494
,5.0,Positive,Covid,1,"[[staff, amazing, 3], [room, good, 0], [room, simple, 0], [hotel, amazing, 2]]",0.6000000000000001,0.35,,0.6000000000000001,0.4833333333333333
,4.0,Positive,Covid,0,"[[area, nice, 1], [staff, great, 3], [room, delicious, 0], [room, great, 0], [staff, great, 3]]",,0.9,0.6,0.8,0.5847402597402597
,5.0,Positive,Covid,1,"[[bathroom, comfortable, 1], [room, decorate, 0]]",,0.0,0.4,,0.32571428571428573
,5.0,Positive,Covid,1,"[[night, wonderful, 0], [bed, comfortable, 1]]",,1.0,0.4,,0.4106493506493507
,5.0,Positive,Covid,0,"[[room, extra, 0], [room, sweet, 0]]",,0.175,,,0.3229166666666667
,4.0,Positive,Covid,0,"[[room, cosy, 0], [room, comfortable, 0], [shower, scented, 1], [room, high, 0]]",,0.18666666666666668,0.0,,0.5657142857142857
,5.0,Positive,Covid,0,"[[room, small, 0], [size, good, 0]]",,0.22499999999999998,,,0.47833333333333333
couple,5.0,Positive,Covid,0,"[[check, smooth, 3], [staff, friendly, 3]]",,,,0.3875,0.29583333333333334
friends,5.0,Positive,Covid,1,"[[stay, comfortable, 3], [stay, 'wonderful comfortable', 3]]",,,,0.55,0.265
,5.0,Positive,Covid,1,"[[night, late, 0], [room, compact, 0], [night, good, 0]]",,0.13333333333333333,,,0.32476190476190475
couple,4.0,Positive,Covid,0,"[[day, special, 3], [stay, enjoyable, 3], [stay, memorable, 3]]",,,,0.4523809523809524,0.2757936507936508
family,5.0,Positive,Covid,0,"[[time, second, 3]]",,,,0.0,0.24500000000000002
couple,4.0,Positive,Covid,0,"[[check, informative, 3], [room, smooth, 0], [staff, lovely, 3], [breakfast, friendly, 2], [breakfast, downside, 2], [stay, great, 3]]",0.1875,0.4,,0.43333333333333335,0.4107142857142857
couple,3.0,Neutral,Covid,0,"[[bed, fine, 1]]",,,0.4166666666666667,,0.24931972789115647
business,5.0,Positive,Covid,0,"[[room, warm, 0]]",,0.6,,,0.3
business,3.0,Neutral,Covid,0,"[[stay, small, 3], [stay, comfortable, 3]]",,,,0.07500000000000001,0.24
,5.0,Positive,Covid,0,"[[room, cosy, 0]]",,0.0,,,0.35000000000000003
,5.0,Positive,Covid,1,"[[check, friendly, 3]]",,,,0.375,0.16071428571428573
,5.0,Positive,Covid,1,"[[hotel, small, 2], [time, enough, 3], [time, 'late enough', 3]]",-0.25,,,-0.075,0.01000000000000002
,5.0,Positive,Covid,1,"[[hotel, lovely, 2], [check, early, 3], [check, late, 3]]",0.5,,,-0.09999999999999999,0.3940476190476191
,5.0,Positive,Covid,0,"[[time, personal, 3], [stay, pleasant, 3]]",,,,0.36666666666666664,0.3
,5.0,Positive,Covid,0,"[[night, peaceful, 0], [bed, spacious, 1]]",,0.25,0.0,,0.2263888888888889
,5.0,Positive,Covid,1,"[[check, impromptu, 3], [floor, higher, 1], [room, awesome, 0], [room, whole, 0], [staff, friendly, 3]]",,0.6,0.25,0.1875,0.442948717948718
couple,5.0,Positive,Covid,0,"[[room, 'warmly checked', 0], [room, professional, 0], [room, red, 0], [stay, lovely, 3], [stay, enjoyable, 3], [time, next, 3]]",,0.2333333333333333,,0.3333333333333333,0.3765625
,5.0,Positive,Covid,0,"[[night, exceptional, 0], [room, bobby, 0], [room, front, 0], [check, ready, 3], [check, early, 3], [room, thoughtful, 0], [stay, overall, 3]]",,0.26666666666666666,,0.10000000000000002,0.4509803921568627
,5.0,Positive,Covid,0,"[[staff, great, 3]]",,,,0.8,0.55
couple,4.0,Positive,Covid,1,"[[room, good, 0], [room, clean, 0], [room, friendly, 0], [room, good, 0], [room, inside, 0], [food, good, 2], [size, awesome, 0], [bed, super, 1], [bed, single, 1]]",0.7,0.5236111111111111,0.13095238095238093,,0.4836309523809524
solo,5.0,Positive,Covid,0,"[[time, awesome, 3], [staff, great, 3], [staff, 'definitely great', 3]]",,,,0.8666666666666667,0.4
couple,5.0,Positive,Covid,1,"[[room, exceptional, 0], [room, spacious, 0], [check, 'even extended', 3], [check, late, 3]]",,0.3333333333333333,,-0.15,0.25916666666666666
,5.0,Positive,Covid,0,"[[room, single, 0], [room, bigger, 0]]",,-0.03571428571428571,,,0.07817460317460319
solo,5.0,Positive,Covid,0,"[[stay, friendly, 3], [stay, 'g friendly', 3], [room, future, 0]]",,0.0,,0.375,0.2625
couple,5.0,Positive,Covid,0,"[[night, good, 0]]",,0.7,,,0.47410714285714284
,5.0,Positive,Covid,0,"[[room, 'much faster', 0], [room, last, 0], [room, fabulous, 0]]",,0.20000000000000004,,,0.2571428571428572
,5.0,Positive,Covid,0,"[[staff, friendly, 3], [check, late, 3], [hotel, nice, 2], [hotel, complementary, 2]]",0.3,,,0.037500000000000006,0.315
,5.0,Positive,Covid,0,"[[room, secure, 0]]",,0.4,,,0.2828373015873016
,5.0,Positive,Covid,1,"[[room, happy, 0], [day, convenient, 3]]",,0.8,,0.0,0.35180952380952385
,5.0,Positive,Covid,0,"[[room, 'conveniently restaurant', 0], [room, good, 0], [room, 'really good', 0], [staff, cozy, 3], [staff, clean, 3]]",,0.4666666666666666,,0.08333333333333336,0.23869047619047618
,5.0,Positive,Covid,0,"[[room, friendly, 0], [room, cozy, 0], [room, friendly, 0], [room, efficient, 0]]",,0.1375,,,0.3203914141414141
,5.0,Positive,Covid,0,"[[staff, friendly, 3]]",,,,0.375,0.396875
,5.0,Positive,Covid,0,"[[breakfast, cosy, 2]]",0.0,,,,0.5
,5.0,Positive,Covid,0,"[[staff, pleasant, 3], [thank, natural, 3], [thank, 'really natural', 3], [thank, accommodative, 3]]",,,,0.2333333333333333,0.6416666666666666
,5.0,Positive,Covid,1,"[[hotel, simple, 2], [hotel, cozy, 2], [hotel, 'yet cozy', 2], [hotel, small, 2], [hotel, unique, 2], [bed, hard, 1], [staff, lumpy, 3], [staff, soft, 3]]",-0.05499999999999998,,-0.2916666666666667,0.05,0.17954545454545454
,5.0,Positive,Covid,0,"[[room, nice, 0], [check, late, 3], [check, voucher, 3], [check, complimentary, 3]]",,0.6,,0.0,0.27999999999999997
,5.0,Positive,Covid,1,"[[hotel, perfect, 2], [water, hot, 1]]",1.0,,0.25,,0.33782051282051284
,5.0,Positive,Covid,0,"[[stay, perfect, 3], [stay, short, 3], [staff, friendly, 3]]",,,,0.4583333333333333,0.43488095238095237
,5.0,Positive,Covid,1,"[[staff, wonderful, 3]]",,,,1.0,0.6499999999999999
,4.0,Positive,Covid,1,"[[check, informed, 3], [check, 'well informed', 3], [check, hurried, 3], [check, friendly, 3], [check, 'extremely friendly', 3], [check, thoughtful, 3], [check, practical, 3]]",,,,0.16428571428571428,0.22592592592592592
,5.0,Positive,Covid,1,"[[room, 'even us', 0], [room, many, 0]]",,0.25,,,0.20801282051282055
,5.0,Positive,Covid,0,"[[staff, friendly, 3], [breakfast, cozy, 2]]",-0.19999999999999998,,,0.375,0.3446296296296296
,5.0,Positive,Covid,1,"[[time, great, 3], [room, friendly, 0], [room, clean, 0]]",,0.37083333333333335,,0.8,0.4677083333333334
,5.0,Positive,Covid,1,"[[staff, great, 3]]",,,,0.8,0.4407407407407408
,4.0,Positive,Covid,0,"[[room, clean, 0], [breakfast, good, 2], [hotel, spacious, 2], [hotel, comfortable, 2]]",0.3666666666666667,0.3666666666666667,,,0.3705555555555556
,5.0,Positive,Covid,1,"[[room, satisfied, 0], [room, 'extremely satisfied', 0], [room, entire, 0], [room, cozy, 0]]",,0.2,,,0.246875
,5.0,Positive,Covid,0,"[[staff, fantastic, 3]]",,,,0.4,0.46333333333333326
,5.0,Positive,Covid,0,"[[food, many, 2], [food, 'also many', 2], [staff, sumptuous, 3], [time, great, 3], [time, 'overall great', 3], [time, enjoyable, 3]]",0.5,,,0.42500000000000004,0.2946969696969697
,5.0,Positive,Covid,0,"[[room, professional, 0], [room, friendly, 0], [food, good, 2]]",0.7,0.2375,,,0.4780303030303031
,5.0,Positive,Covid,0,"[[shower, strong, 1], [room, good, 0], [staff, 'especially one', 3]]",,0.7,0.4333333333333333,0.0,0.4529411764705883
,5.0,Positive,Covid,0,"[[staff, great, 3], [staff, great, 3]]",,,,0.8,0.49687500000000007
,4.0,Positive,Covid,0,"[[stay, nice, 3], [room, helpful, 0], [room, friendly, 0], [time, next, 3]]",,0.1875,,0.3,0.31249999999999994
,5.0,Positive,Covid,0,"[[check, pleasant, 3]]",,,,0.7333333333333333,0.24416666666666664
,5.0,Positive,Covid,0,"[[room, tidy, 0], [room, great, 0]]",,0.7,,,0.5751515151515151
,5.0,Positive,Covid,1,"[[hotel, high, 2], [hotel, accessible, 2], [room, great, 0]]",0.2675,0.8,,,0.24474999999999997
,5.0,Positive,Covid,1,"[[bed, clean, 1], [floor, friendly, 1], [floor, helpful, 1], [floor, second, 1], [floor, high, 1]]",,,0.18033333333333335,,0.35397435897435897
,5.0,Positive,Covid,1,"[[check, great, 3], [room, great, 0], [room, furious, 0], [room, great, 0], [staff, sure, 3], [staff, special, 3]]",,0.5333333333333333,,0.5523809523809524,0.5396825396825398
,5.0,Positive,Covid,0,"[[food, good, 2]]",0.7,,,,0.3907407407407408
,5.0,Positive,Covid,1,"[[room, good, 0], [help, excellent, 3], [help, willing, 3]]",,0.7,,0.625,0.48701298701298695
,5.0,Positive,Covid,1,"[[time, great, 3], [time, first, 3], [room, good, 0], [room, cozy, 0], [water, complete, 1]]",,0.25,0.1,0.525,0.40238095238095234
,5.0,Positive,Covid,1,"[[hotel, small, 2], [use, many, 1]]",-0.25,,0.5,,0.19477124183006536
,4.0,Positive,Covid,1,"[[room, short, 0], [room, good, 0], [book, single, 0], [room, good, 0], [room, biggest, 0], [day, available, 3], [check, complimentary, 3], [room, single, 0]]",,0.20952380952380953,,0.35,0.22755102040816322
,5.0,Positive,Covid,1,"[[hotel, excellent, 2], [hotel, cosy, 2], [room, fast, 0], [room, smooth, 0], [hotel, little, 2], [hotel, small, 2], [room, enjoyable, 0]]",0.140625,0.3666666666666667,,,0.28851190476190475
,5.0,Positive,Covid,0,"[[room, good, 0], [night, additional, 0], [time, happy, 3]]",,0.35,,0.8,0.328030303030303
,5.0,Positive,Covid,0,"[[night, good, 0], [room, fast, 0], [room, free, 0], [bed, small, 1], [bed, cosy, 1], [bed, 'yet cosy', 1], [bed, clean, 1], [hotel, soft, 2], [hotel, 'really soft', 2]]",0.1,0.4333333333333333,0.029166666666666674,,0.22261904761904766
,5.0,Positive,Covid,0,"[[room, clean, 0], [stay, overall, 3]]",,0.3666666666666667,,0.0,0.4533333333333333
,3.0,Neutral,Covid,0,"[[room, pleasant, 0], [day, next, 3]]",,0.7333333333333333,,0.0,0.3333333333333333
,5.0,Positive,Covid,1,"[[room, basic, 0]]",,0.0,,,0.2248677248677249
,5.0,Positive,Covid,1,"[[stay, comfortable, 3], [stay, entire, 3]]",,,,0.2,0.42244897959183675
,5.0,Positive,Covid,1,"[[food, many, 2]]",0.5,,,,0.41325757575757577
,5.0,Positive,Covid,1,"[[room, compact, 0], [bed, comfortable, 1], [check, friendly, 3]]",,0.0,0.4,0.375,0.2902777777777778
,5.0,Positive,Covid,1,"[[check, long, 3]]",,,,-0.05,0.1574074074074074
,5.0,Positive,Covid,1,"[[time, great, 3], [time, 'always choice', 3], [time, second, 3], [help, happy, 3], [help, 'still happy', 3], [help, swift, 3]]",,,,0.4000000000000001,0.45079365079365086
,5.0,Positive,Covid,0,"[[staff, comfortable, 3], [staff, friendly, 3], [time, second, 3]]",,,,0.25833333333333336,0.190625
,5.0,Positive,Covid,1,"[[room, good, 0], [space, smaller, 1], [room, enough, 0], [area, efficient, 1], [area, 'fast efficient', 1], [area, many, 1]]",,0.35,0.175,,0.0962962962962963
,5.0,Positive,Covid,0,"[[hotel, good, 2], [hotel, helpful, 2], [hotel, comfortable, 2], [hotel, clean, 2]]",0.3666666666666667,,,,0.4277777777777778
solo,5.0,Positive,Covid,0,"[[hotel, good, 2]]",0.7,,,,0.5
solo,5.0,Positive,Covid,0,"[[stay, good, 3], [staff, helpful, 3]]",,,,0.35,0.5625
couple,5.0,Positive,Covid,0,"[[food, good, 2], [room, good, 0], [staff, 'nearby room', 3], [staff, friendly, 3]]",0.7,0.7,,0.1875,0.5385416666666667
couple,5.0,Positive,Covid,0,"[[time, first, 3]]",,,,0.25,0.43000000000000005
friends,5.0,Positive,Covid,1,"[[staff, friendly, 3], [hotel, great, 2]]",0.8,,,0.375,0.3633928571428572
friends,5.0,Positive,Covid,0,"[[time, great, 3], [one, memorable, 0]]",,0.5,,0.8,0.61875
friends,5.0,Positive,Covid,0,"[[stay, great, 3]]",,,,0.8,0.3361607142857143
friends,5.0,Positive,Covid,0,"[[staff, friendly, 3], [check, spontaneous, 3]]",,,,0.4875,0.27499999999999997
,5.0,Positive,Covid,0,"[[hotel, great, 2], [hotel, 'absolutely great', 2], [time, helpful, 3], [time, friendly, 3], [time, general, 3], [time, great, 3]]",0.8,,,0.30625,0.3791666666666667
,5.0,Positive,Covid,0,"[[staff, first, 3]]",,,,0.25,0.5611111111111111
,4.0,Positive,Covid,0,"[[food, awesome, 2], [area, separate, 1]]",1.0,,0.0,,0.2375
,5.0,Positive,Covid,1,"[[bed, friendly, 1], [bed, nice, 1], [bed, comfortable, 1], [bed, 'super comfortable', 1]]",,,0.4354166666666667,,0.5069444444444445
,5.0,Positive,Covid,1,"[[room, special, 0], [night, pleasant, 0], [stay, great, 3]]",,0.5452380952380952,,0.8,0.4841269841269841
,3.0,Neutral,Covid,1,"[[hotel, amazing, 2], [walk, several, 2], [night, late, 0], [help, amazing, 3], [help, super, 3]]",0.30000000000000004,-0.3,,0.4666666666666667,0.3287878787878788
,1.0,Negative,Covid,0,"[[hotel, 'long living', 2], [hotel, interesting, 2]]",0.225,,,,0.1272727272727273
,5.0,Positive,Covid,1,"[[hotel, little, 2], [food, cozy, 2], [food, comfortable, 2]]",0.004166666666666689,,,,0.4095588235294118
,5.0,Positive,Covid,1,"[[room, great, 0], [room, 'still great', 0], [size, small, 0]]",,0.45,,,0.3763888888888889
,5.0,Positive,Covid,0,"[[hotel, overall, 2]]",0.0,,,,0.44333333333333336
,5.0,Positive,Covid,0,"[[size, solo, 0], [time, next, 3]]",,0.0,,0.0,0.1726666666666667
,5.0,Positive,Covid,1,"[[staff, 'well trained', 3], [staff, modern, 3], [staff, attractive, 3]]",,,,0.3333333333333333,0.25
,5.0,Positive,Covid,1,"[[room, excellent, 0], [room, simple, 0], [thank, memorable, 3]]",,0.5,,0.5,0.4740740740740741
,5.0,Positive,Covid,1,"[[time, second, 3]]",,,,0.0,0.38333333333333336
,5.0,Positive,Covid,0,"[[check, long, 3]]",,,,-0.05,0.3472222222222222
,5.0,Positive,Covid,0,"[[stay, pleasant, 3], [room, nice, 0], [room, clean, 0], [room, cosy, 0], [food, great, 2]]",0.8,0.32222222222222224,,0.7333333333333333,0.40781249999999997
,5.0,Positive,Covid,0,"[[room, great, 0]]",,0.8,,,0.40416666666666673
,5.0,Positive,Covid,0,"[[stay, enjoyable, 3]]",,,,0.5,0.31333333333333335
,5.0,Positive,Covid,0,"[[stay, 'promptly corrected', 3]]",,,,0.0,0.55
,4.0,Positive,Covid,0,"[[staff, enjoyable, 3], [staff, front, 3], [check, professional, 3], [hotel, courteous, 2], [breakfast, quiet, 2], [breakfast, strong, 2]]",0.3444444444444444,,,0.19999999999999998,0.3641414141414141
,5.0,Positive,Covid,1,"[[hotel, wonderful, 2], [hotel, wonderful, 2], [staff, great, 3], [night, helpful, 0], [night, 'friendly helpful', 0], [night, late, 0]]",1.0,0.025000000000000005,,0.8,0.18690476190476188
,4.0,Positive,Covid,0,"[[time, second, 3], [room, giant, 0], [room, 'always giant', 0], [room, first, 0], [stay, affordable, 3], [time, hard, 3], [night, middle, 0], [check, early, 3], [check, late, 3]]",,0.0625,,-0.09833333333333334,0.16411564625850344
,5.0,Positive,Covid,0,"[[room, overall, 0]]",,0.0,,,0.41944444444444445
,5.0,Positive,Covid,1,"[[hotel, fine, 2], [hotel, nice, 2]]",0.5083333333333333,,,,0.5314583333333333
,4.0,Positive,Covid,0,"[[hotel, positive, 2]]",0.22727272727272727,,,,0.04199134199134198
,5.0,Positive,Covid,1,"[[room, greater, 0], [room, hospitable, 0], [room, 'really hospitable', 0], [day, big, 3], [day, 'thankfully rain', 3]]",,0.2333333333333333,,0.0,0.4277777777777778
,5.0,Positive,Covid,1,"[[stay, delightful, 3], [hotel, comfortable, 2], [stay, memorable, 3]]",0.4,,,0.75,0.4226190476190476
,5.0,Positive,Covid,0,"[[room, many, 0]]",,0.5,,,0.2882440476190476
,5.0,Positive,Covid,1,"[[hotel, decent, 2], [food, accessible, 2]]",0.2708333333333333,,,,0.5229166666666667
,5.0,Positive,Covid,1,"[[room, greater, 0]]",,0.5,,,0.4354166666666667
,5.0,Positive,Covid,0,"[[room, reasonable, 0]]",,0.2,,,0.45000000000000007
,5.0,Positive,Covid,1,"[[check, 'solo handling', 3]]",,,,0.0,0.22095238095238096
,5.0,Positive,Covid,0,"[[check, late, 3]]",,,,-0.3,0.1527777777777778
,5.0,Positive,Covid,0,"[[staff, friendly, 3]]",,,,0.375,0.33452380952380956
,5.0,Positive,Covid,1,"[[staff, attentive, 3], [staff, approachable, 3], [check, systemic, 3], [check, systemic, 3], [time, first, 3], [book, helpful, 0], [book, comfortable, 0], [book, 'always comfortable', 0], [bed, current, 1]]",,0.26666666666666666,0.0,0.13,0.3487179487179487
,5.0,Positive,Covid,0,"[[stay, excellent, 3], [stay, wonderful, 3]]",,,,1.0,0.7261904761904763
,3.0,Neutral,Covid,1,"[[hotel, compact, 2], [room, cosy, 0]]",0.0,0.0,,,-0.03432539682539682
,4.0,Positive,Covid,0,"[[time, first, 3], [hotel, affordable, 2], [room, good, 0], [check, peak, 3], [check, 'especially peak', 3], [check, ready, 3]]",0.0,0.7,,0.1125,0.24758522727272728
,5.0,Positive,Covid,0,"[[stay, comfortable, 3], [stay, 'clean comfortable', 3], [night, late, 0], [water, miscellaneous, 1], [stay, pleasant, 3], [stay, 'really pleasant', 3]]",,-0.3,0.0,0.5625,0.24464285714285716
,5.0,Positive,Covid,1,"[[hotel, whole, 2], [staff, 'highly service', 3]]",0.2,,,0.16,0.3605982905982906
,4.0,Positive,Covid,1,"[[check, short, 3], [check, enjoyable, 3], [room, smooth, 0], [room, friendly, 0], [room, attentive, 0], [hotel, express, 2], [stay, great, 3]]",0.0,0.39166666666666666,,0.43333333333333335,0.2609848484848485
couple,1.0,Negative,Covid,0,"[[room, next, 0], [night, sound, 0], [hotel, 'least one', 2], [hotel, worst, 2]]",-0.65,0.2,,,-0.12368421052631577
friends,4.0,Positive,Covid,0,"[[room, hustle, 0], [water, thankful, 1]]",,0.0,0.0,,0.14479166666666668
family,5.0,Positive,Covid,0,"[[stay, long, 3]]",,,,-0.05,0.41416666666666674
couple,3.0,Neutral,Covid,0,"[[staff, nice, 3], [shower, helpful, 1], [water, hot, 1]]",,,0.125,0.6,0.08636363636363636
,4.0,Positive,Covid,0,"[[hotel, informed, 2], [room, accessible, 0], [day, available, 3], [day, 'unfortunately available', 3]]",0.0,0.375,,0.4,0.12142857142857141
couple,5.0,Positive,Covid,1,"[[breakfast, available, 2]]",0.4,,,,0.24833333333333335
couple,4.0,Positive,Covid,0,"[[time, back, 3], [room, new, 0], [room, new, 0], [night, first, 0], [room, new, 0], [hotel, 'first experience', 2], [room, new, 0], [breakfast, warm, 2], [good, simple, 2], [staff, front, 3], [day, good, 3], [day, 'really good', 3], [day, unlucky, 3], [day, second, 3]]",0.39999999999999997,0.1590909090909091,,0.2333333333333333,0.05777833277833279
family,4.0,Positive,Covid,1,"[[hotel, 'normally rediscover', 2], [hotel, voucher, 2], [room, nice, 0], [room, clean, 0], [room, tiny, 0], [room, bigger, 0], [hotel, clean, 2], [hotel, 'nice clean', 2], [room, overall, 0]]",0.25,0.19333333333333333,,,0.1875
,5.0,Positive,Covid,0,"[[check, good, 3], [check, fast, 3]]",,,,0.44999999999999996,0.1700892857142857
,4.0,Positive,Covid,0,"[[room, helpful, 0], [room, excellent, 0], [bed, little, 1], [bed, small, 1], [bed, good, 1], [bed, small, 1]]",,0.5,0.003124999999999989,,0.32731481481481484
,4.0,Positive,Covid,0,"[[room, good, 0]]",,0.7,,,0.48083333333333333
,4.0,Positive,Covid,0,"[[area, great, 1], [size, little, 0], [size, disappointed, 0]]",,-0.46875,0.8,,0.3097222222222223
,5.0,Positive,Covid,1,"[[room, spacious, 0], [food, good, 2], [food, middle, 2], [breakfast, voucher, 2], [staff, professional, 3], [room, good, 0], [bed, comfortable, 1]]",0.2333333333333333,0.35,0.4,0.1,0.41428571428571426
,5.0,Positive,Covid,0,"[[room, good, 0], [room, great, 0], [hotel, friendly, 2], [hotel, helpful, 2], [staff, front, 3]]",0.1875,0.75,,0.0,0.6020833333333333
,5.0,Positive,Covid,0,"[[bed, nice, 1], [bed, comfortable, 1], [hotel, thoughtful, 2], [hotel, little, 2], [hotel, average, 2], [breakfast, nice, 2]]",0.165625,,0.5,,0.37840909090909086
,4.0,Positive,Covid,1,"[[room, small, 0], [bed, front, 1]]",,-0.25,0.0,,0.07936507936507937
,5.0,Positive,Covid,0,"[[room, fuss, 0], [breakfast, justifiable, 2], [hotel, adequate, 2], [hotel, cool, 2], [staff, great, 3], [staff, young, 3], [staff, possible, 3]]",0.22777777777777777,0.0,,0.3,0.4258333333333334
,5.0,Positive,Covid,0,"[[staff, enough, 3], [staff, local, 3]]",,,,0.0,0.07619047619047618
,5.0,Positive,Covid,1,"[[time, long, 3], [stay, great, 3]]",,,,0.375,0.38333333333333336
,1.0,Negative,Covid,1,"[[hotel, 'anywhere even', 2], [hotel, closed, 2], [hotel, closed, 2], [room, non, 0]]",-0.06666666666666667,0.0,,,-0.021428571428571432
,5.0,Positive,Covid,0,"[[room, nice, 0], [floor, easier, 1], [floor, 'much easier', 1], [floor, key, 1]]",,0.6,0.06666666666666667,,0.45
,5.0,Positive,Covid,1,"[[hotel, preferred, 2], [room, good, 0], [hotel, new, 2], [hotel, friendly, 2]]",0.17045454545454544,0.7,,,0.492003367003367
,5.0,Positive,Covid,0,"[[room, smooth, 0], [room, excellent, 0], [room, 'fast excellent', 0], [room, friendly, 0], [room, 'really friendly', 0], [stay, overall, 3], [room, 'soon dream', 0]]",,0.4583333333333333,,0.0,0.4284722222222222
,5.0,Positive,Covid,1,"[[time, second, 3], [time, first, 3], [use, cute, 1]]",,,0.5,0.125,0.23500000000000001
,5.0,Positive,Covid,1,"[[check, good, 3], [check, 'really good', 3], [day, mid, 3], [room, great, 0]]",,0.8,,0.4666666666666666,0.20297619047619048
,4.0,Positive,Covid,0,"[[hotel, proper, 2], [book, popular, 0], [book, 'super popular', 0]]",0.0,0.5333333333333333,,,0.29485294117647054
,4.0,Positive,Covid,0,"[[hotel, good, 2]]",0.7,,,,0.31111111111111106
,5.0,Positive,Covid,0,"[[time, cozy, 3]]",,,,-0.19999999999999998,0.28611111111111115
,3.0,Neutral,Covid,0,"[[check, free, 3]]",,,,0.4,0.11098484848484849
,5.0,Positive,Covid,0,"[[night, hustle, 0]]",,0.0,,,0.38030303030303025
,3.0,Neutral,Covid,0,"[[check, terrible, 3]]",,,,-1.0,-0.43611111111111106
,4.0,Positive,Covid,1,"[[hotel, second, 2], [time, first, 3], [bed, comfy, 1], [time, disappointing, 3]]",0.0,,0.0,-0.175,0.021212121212121227
,3.0,Neutral,Covid,0,"[[hotel, mid, 2], [room, nice, 0], [room, little, 0], [size, reasonable, 0]]",0.0,0.2041666666666667,,,0.2607638888888889
,5.0,Positive,Covid,0,"[[time, great, 3]]",,,,0.8,0.4707482993197279
,2.0,Negative,Covid,0,"[[staff, pretentious, 3], [night, late, 0], [check, late, 3], [day, next, 3]]",,-0.3,,-0.19999999999999998,0.005952380952380947
,5.0,Positive,Covid,0,"[[room, good, 0], [room, peaceful, 0], [room, 'even peaceful', 0], [room, 'rather peaceful', 0]]",,0.3625,,,0.21364583333333334
,4.0,Positive,Covid,1,"[[staff, nice, 3], [area, good, 1], [area, 'also water', 1]]",,,0.35,0.6,0.26750000000000007
,4.0,Positive,Covid,1,"[[room, many, 0], [food, comfy, 2], [food, 'well booked', 2]]",0.0,0.5,,,0.35000000000000003
,5.0,Positive,Covid,0,"[[hotel, good, 2], [hotel, great, 2]]",0.75,,,,0.3348484848484849
,5.0,Positive,Covid,0,"[[hotel, clean, 2], [hotel, cosy, 2], [staff, friendly, 3], [staff, 'real friendly', 3]]",0.18333333333333335,,,0.46875,0.28583333333333333
,3.0,Neutral,Covid,0,"[[room, good, 0], [room, short, 0], [room, overall, 0], [room, happy, 0], [room, great, 0], [hotel, certain, 2], [hotel, 'better star', 2]]",0.35714285714285715,0.45999999999999996,,,0.359672619047619
,5.0,Positive,Covid,0,"[[hotel, cool, 2], [hotel, comfy, 2], [hotel, first, 2], [room, clean, 0], [area, accessible, 1], [area, 'easily accessible', 1], [room, pretty, 0], [area, small, 1], [stay, short, 3]]",0.19999999999999998,0.30833333333333335,0.16666666666666666,0.0,0.2268518518518519
,5.0,Positive,Covid,0,"[[breakfast, great, 2], [room, cosy, 0], [day, long, 3], [breakfast, 'heavenly day', 2]]",0.4,0.0,,-0.05,0.3583673469387755
,4.0,Positive,Covid,0,"[[room, covid, 0], [room, pandemic, 0]]",,0.0,,,0.20555555555555552
,3.0,Neutral,Covid,1,"[[room, complimentary, 0], [room, bigger, 0], [room, 'slightly bigger', 0], [stay, overall, 3], [stay, short, 3]]",,0.09999999999999999,,0.0,0.21666666666666667
,3.0,Neutral,Covid,0,"[[staff, friendly, 3], [staff, helpful, 3]]",,,,0.1875,-0.008333333333333323
,5.0,Positive,Covid,1,"[[room, super, 0], [room, comfy, 0]]",,0.16666666666666666,,,0.13333333333333333
,5.0,Positive,Covid,0,"[[food, excellent, 2]]",1.0,,,,0.4363095238095238
,5.0,Positive,Covid,1,"[[staff, acceptable, 3], [staff, 'still acceptable', 3], [staff, compare, 3]]",,,,0.0,0.15227272727272725
,5.0,Positive,Covid,1,"[[room, convenient, 0], [room, 'super convenient', 0], [room, close, 0]]",,0.1111111111111111,,,-0.016666666666666625
,4.0,Positive,Covid,0,"[[staff, clean, 3]]",,,,0.3666666666666667,0.4916666666666667
,5.0,Positive,Covid,0,"[[room, great, 0], [room, interior, 0], [staff, friendly, 3], [staff, lovely, 3]]",,0.4,,0.4375,0.545
,4.0,Positive,Covid,1,"[[floor, second, 1], [room, industrial, 0], [room, good, 0]]",,0.35,0.0,,0.3482142857142857
,5.0,Positive,Covid,0,"[[room, cool, 0]]",,0.35,,,0.43636363636363634
