date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: September 2018,breneef,"Nice room, dissapointing badroom","The staff was very friendly, it is in a good location to explore the  city and Bencoolen metro station was very close to the hotel..the badroom is a little dissapointing for a tready hotel like this. you must wash your hands in the sleeping area instead of badroom. It looks a bit cheap. Also there are no light buttons near the bed so you have to go out to turn of the lights when you want to go to sleep which is a bit inconvenient. ",,"Kuala Lumpur, Malaysia",1 ,,4.0,
Date of stay: September 2018,danieleberetta,singapore trip,"Nice hotel , room are very minimalist but nice, breakfast is very good. Personnel is available for every requirement, you can ask the reception.The bar is located at lobby floor and here you can find ant cocktail, the staff is nice and always available",,,1 ,,4.0,
Date of stay: August 2018,Ruth Ades S,Relaxing and fun stay at this hip hotel,"Ambience of the hotel was on point. The decor and the overall look was stylish and hip. Breakfast was good also!What was lacking were the room essentials - soap, other toiletries, slippers, etc. The room was good for two and the provided essentials was just for one. Hoping to improve on this.Overall, our stay here was superb! Kudos to the Hotel G team!",,,1 ,,4.0,
Date of stay: September 2018,Wang095,Comfortable and well-facilitated room,"Great location, convenient to find food and it is close to the MRT station. The room is provided with an Internet access cellphone which enables us to search for the map and reach our destination smoothly.    It worth the price and we will definitely be back!",,Malaysia,2 ,5 ,4.0,
Date of stay: September 2018,eruherm,"Comfortable and cozy rooms, located in a very central location close to many amenities","Hotel location is excellent, at the corner of Bencoolen Street and Middle Road. 5 minutes walk away from exit A of Bencoolen MRT station, 8 minutes walk to Bugis MRT and Bugis Junction and located close to Albert Street and Sim Lim Square. 24 hour eateries just beside the hotel. First/ground floor of hotel has the Ginett Wine Bar and 25 deg Burger Bar for those looking for some excellent food and drink options.Rooms were small but cozy, with storage space for luggage cleverly positioned in a cove below the bed. Room I stayed in was tastefully decorated and cleanliness was OK. Sink and showers were quite small, however, will be a squeeze for larger sized guests.Would strongly recommend this hotel for those looking to stay in Central Singapore for a decent price.",,"Singapore, Singapore",9 ,3 ,5.0,
Date of stay: September 2018,2017sccannatadokoro,Stylish and cozy,"The room was not really spacious but well cleaned and comfortable with lovely deco. Its location is good, just 5 min walking to MRT station. Also I was happy with the breakfast at the nice bar space. I appreciate for keeping our luggage after check out.",,,1 ,,4.0,
Date of stay: September 2018,kerryandnoel,Avoid,"Noisiest hotel we stayed in on our 5 week trip overseas. Housekeeping staff have 2 way radios turned up at 8 in the morning. Doors keep out zero noise from the hallways. King bed sits in an alcove, so inside person has to climb over the other to get out of bed. Bathroom has glass walls, so turning on the light in the night lights up the whole room. Hand basin is in the main part of the room, not the bathroom, so floors need bath mat to keep the floor dry.Poor design overall. Breakfast is only saving grace, although things that should be hot were often cold. If you arrive any other way than car, have to enter via back alley as hotel has nowhere to stop out front.",,"Brisbane, Australia",13 ,12 ,1.0,
Date of stay: July 2018,Enrico Ceri,Lights and shadows,More shadows than lights for this design hotel; location and continental breakfast are fine.But the rooms are really narrow and you have problem even to find space to open your luggage. The pictures that you see in same web sites are misleading. Smokers are not welcome and you cannot find any smoking area inside the hotel but only outside. I dont recommend it.,,"Florence, Italy",82 ,78 ,2.0,
Date of stay: September 2018,zzz_meow,Clean room,"Clean room with nice cozy setting, even though it is small (the shower area is really tiny). Reception area is cramped, and not as directly accessible if not arriving in a car/cab. Breakfast spread is just okay, a mix of western and Chinese food, the cooked dory fish on that day was extremely salty, probably to complement the porridge.",,"Singapore, Singapore",2 ,,5.0,
Date of stay: September 2018,Rajiv3166,Feedback,Very cosy and comfortable hotel. Just add different asian meals for more attraction. Do you make arrangements for Singapore Sightseeing for a day or so.Service was excellent.Will recommend to my friends.,,"Mumbai, India",1 ,,5.0,
Date of stay: September 2018,takashitsuchie,Very polite,"Though I was not good at English, your staff were very polite. I is very appreciated. In addition, the design of the room is a little bit different from the other hotel, and it is comfortable and enjoyable for me.  ",,,1 ,,4.0,
Date of stay: August 2018,angelsenina,family trip,Trip with family went well.   Hassle is the tour pick up that we always have to go downstairs since the van cannot go up the reception area.  Room was not cleaned on time on my last day. A little inconvenience of going up and down during breakfast buffet,,,1 ,,4.0,
Date of stay: September 2018,luvimp,Wow! I love it!,"This hotel look exactly like the pic shown. I like their design and size of the room is just good enough. Bed was comfy and check-in was easy. Only issue for this hotel is the parking and if you drive, you need to pay Sgd2 per hour.",,"Kuala Lumpur, Malaysia",194 ,60 ,4.0,
Date of stay: September 2018,Pia S,G for Great place to stay,"Wonderful varied breakfast, close to shopping and the metro, friendly and helpful staff.  The only downside is the hotel rooms are small, hard to put the luggage and move about the room freely.  The breakfast had different hot food selection everyday which is wonderful. They do end promptly at 10:00am. ",,"Park Ridge, United States",8 ,2 ,4.0,
Date of stay: August 2018,lgesto86,Modern and good location,"The strong points of the hotel are the cleaning, the location and the fact that is is very trendy, very modern.On the other hand, reception is very small and it's full of people at the check-in time. Additionally, the room and bath was very very small",,"La Coruna, Spain",1 ,,4.0,
Date of stay: September 2018,hoerandnerverena,Nice Hotel in Good Location,"Good location, great breakfast with international kitchen, friendly people and clean hotel. Mobile phone in each room with internet connection was very helpful throughout the day. Clean and nice room but no room for storage which was a bit difficult with our backpacks. All in all a very nice stay. ",,,2 ,2 ,4.0,
Date of stay: August 2018,tnhan1985,"Good Hotel,near MRT Station",This Hotel is near 3 MRT Station and there are 2-3 Malls nearby. The hotel bar serves good cocktails and the burger restaurant right next to is delicious and good. The lobby is on the second floor and the personal were friendly and helpful. Would book it anytime again,,,1 ,,5.0,
Date of stay: August 2018,joywong0615,Good location and modern decoration. Pleasant stay,highly recommend the hotels for solo travellers.Good location - close to MRT stations and the national museum of Singapore. Convenient: easy to get food around.Great decorations: nice designsBreakfast buffet was nice.,,"Hong Kong, China",2 ,,5.0,
Date of stay: September 2018,l0ttili,Nice stay,"We had a very small room. Not enough space to open both suitcases at the same time. And we had some trouble managing the air conditioning. But good shower. Nice breakfast. Nice stuff. Near to metro, so everything was good to reach.",,,1 ,,4.0,
Date of stay: September 2018,Tom,"Top value, short on staff!",One of best value for money hotel in Singapore. Conveniently located near 3 train stations and just a 20 minutes taxi ride from airport. The bar is lively with great wine food and cocktails although closing time of 11.30 Sunday to Thursday is a bit disappointing. Quick bites at 25 degrees burger and snack bar is highly recommended. Low point is staffing as Hotel was fairly full and my room was not cleaned for two days despite leaving the clean room sign for many hours. They did clean the room quickly after a complaint call.Nonetheless will return and still recommended to all. ,,"Bangkok, Thailand",2 ,2 ,4.0,
Date of stay: September 2018,andytsui0715,Nice experience,"Location is good (nearby the MRT station), room size is reasonable, nice buffet breakfast. Also the floor provide the ice, hot and cold water machine which is a nice arrangement since our room doesn't have mini bar ",,,1 ,,4.0,
Date of stay: August 2018,Rod M,Overpriced,The Hotel's marketing is extremely good.  We booked this on what the website stated.. Unfortunately it was a massive disappointment.  i would classify the hotel as an overpriced backpackers.  The check in foyer is in a carpark.  Checking in were were greeted in the foyer (which is tiny) by about 6/7 people with backpacks on the ground sorting out their suitcases!   The room is extremely small - If you are travelling as a couple do not book this hotel.  The bed is not built for you taller persons and you feet will touch the wall.  The room is an over-sized capsule.  Breakfast is mayhem as expected with so many people and not much room.  We ended up foregoing the rest of our stay at Hotel G and checking into another hotel with normal sized rooms at the same price.  The website,,"Brisbane, Australia",38 ,14 ,2.0,
Date of stay: September 2018,J. Ronald,Quiet and comfortable,"The room is amazingly comfortable and clean. It maybe a bit on the small side, but I'm not bothered by that at all.The breakfast is fine and covers the essentials. And they have this big coffee machine and it ain't half bad.Definitely will stay with them again.",,"Denpasar, Indonesia",2 ,,5.0,
Date of stay: July 2018,margaretpetty,Interesting experience,"Room was incredibly small.  Not really suitable for older and larger size people. Difficulty getting into bed as one of us had to clamber over the other.  When in bed our heads touched one wall and feet the other wall. Believe these rooms are suitable for the younger, smaller people and not bigger European people.  The shuttle bus was only able to drop us off in the back street, so we entered by passing by the recycle bins and had to find out way up to reception, which was very small.",,"Auckland, New Zealand",1 ,1 ,3.0,
Date of stay: September 2018,Nedko1971,"Not bad, good area, slightly overpriced","Central location, very close to Bugis market. Hidden hotel entrance/reception area. Good bed, small room, very small shower box and sink, not enough light for proper shaving. No drawers, few hungers only. No fridge un room. Staff - polite and helpful, with no much personal involvement. For arriving from Europe around 9am and check in immediately, I had to pay fully for that night although I was in the plane. Check in in most hotels is available since about 11am, so for 2 hours only I was expecting to be charged some part of the room price, but not full amount, or even not to be charged for couple of ours only. Such details make a difference for business travellers, in this case not particularly in favour of the hotel policy. True, they preferred getting the money and possibly",,"Barcelona, Spain",176 ,28 ,,3.0
Date of stay: August 2018,malaka34,Excellent Hotel,Staff is friendly and helpful. Room was very clean and stunning. Breakfast was very tasty and rich. Everyday they did cleaned the room. It is very near to all landmark places. Two MRT stations are located withing walking distance. Shopping malls and restaurants located within walking distance.  ,,"Kalutara, Sri Lanka",3 ,,5.0,
Date of stay: September 2018,dharshana22018,A convenient location with very good service,"Friendly staff. The front desk was extremely helpful and always open for assistance even in the busy hours of the day. Secure handling and storage of luggage. Although we waited slightly longer than expected for our room, it was worth it as it was a cozy little space.I loved how the location made it so easy to get around the city without a hassle.",,"Colombo, Sri Lanka",1 ,,4.0,
Date of stay: August 2018,Rana Hameer Sinhji,"Stay in Singapore, Hotel G","Good Hotel and friendly staff indeed. I only wish the rooms were bigger. Stayed in the good king room for 3 nights. The rooms are clean and the staff are very attentive and courteous. However, as previously mentioned, the rooms are rather small and if you are not happy in cramped places, you might struggle a bit. They do have larger rooms but not by much from what I have seen. ",,"Dubai, United Arab Emirates",6 ,2 ,4.0,
Date of stay: August 2018,AlW,Excellently-located and well-designed,"A well-located hotel with thoughtful, modern design flourishes across the rooms and common areas (though strangely: no drawers in the rooms!) Seemed rather busy when I was there, with frustrating crowding at reception and in the breakfast area, but this was a minor quibble.",,"Singapore, Singapore",16 ,9 ,5.0,
Date of stay: July 2018,Phuclol L,Improving school in thailand,I would like to introduce this hotel to people that are interested in going to Singapore.The hotel even provide a iPhone on your stay in Singapore!Not many hotel would do that.Once again I would like to introduce this hotel to people that are coming to Singapore for holiday.,,,6 ,1 ,,5.0
Date of stay: August 2018,jackyyang10,Good hotel.,"I have a great staying experience, it's very nice hotel. The hotel locaition is very great, environment and near the metro station and ya kun breakfast totast. Only one weak point is room space too small. ",,"Taipei, Taiwan",1 ,1 ,5.0,
Date of stay: August 2018,hjoo5758,Nice to rest,There is a bar and cafe nearby hotel. They gave us free drink with non alcohol wine. We can walk to the mrt station. By5-7minute. And people also very nice. Especially I like a dream capture in my room. I want to stay again thank you again. ,,,1 ,1 ,5.0,
Date of stay: August 2018,Andyoct,Short Stay and solo traveller,In general its a pleasant stay at your hotel and overall experiences is quite good.  Just some comments below :-1. insufficient staffing during peak breakfast period and thus longer waiting time for small requests like a cup for tea or coffee2. the lighting is a bit too dark in your gym room3. will be great if your hotel get a small  swimming pool,,"Hong Kong, China",1 ,,4.0,
Date of stay: September 2018,Jein,Quaint and lovely.,"The room looks exactly as shown in the photos. It gave off a slight victorian feel. The bed was amazingly comfortable, the wifi and air conditioner were both working really good. There's no fridge but they have ice machines available on the floor. The only downside was probably that I could sometimes hear from next door or when people walk past the corridor but it wasn't such a big issue. The shower room's a little small but again, no biggy to me. They have a bar/restaurant on the first floor but I didn't get to try it. There's also a 24-hour coffee shop and 7-11 stores around the corner. I think the location's really good.",,"Singapore, Singapore",4 ,1 ,5.0,
Date of stay: August 2018,mlee15,Beer Festival 2018 Stay,"We were locked out of our room on the day of check out.  Check out being 1pm and apparently card does not let you in the room after 12pm.  Was such an inconvenience for us.  Suggestion to change it to 12.30pm?  I had to push inline to get out cards reinstated so we could pack!We stayed there for 3 nights - I asked the girl at counter whether we have room service, she said no.  Luckily a guy there caught up with me to let me know they do service the rooms.",,,1 ,,4.0,
Date of stay: August 2018,Roberto P,Superb,"Everything was perfect, the service, the cleanliness and the quality of the rooms. The breakfast was abundant and high quality. The hotel is near the metro station and 20 minutes by walking to the Marina Bay. Totally recommended.",,"Verona, Italy",7 ,2 ,5.0,
Date of stay: September 2018,Ashlin C,Cleanliness and services.,2 guest stay in that room but Only 1set tooth brush was prepared for guest. I wasn't satisfied with the bathroom because  if bath too long time water will leak to outside. Bed sheet contain blood stain. Price this room was value. ,,"Singapore, Singapore",2 ,,3.0,
Date of stay: August 2018,robbertschalke,Singapore hotspot,We arrived at hotel G for a stay of 4 nights. Although the room is not to big for someone my height it was still a very nice decorated and clean room. The breakfast that was offered was wide in assortment and quality wise very good.The restaurant that is below the hotel called ginett has good food and nice wines for a good price.We had a pleasant stay and would recommend the hotel for sure ,,"The Hague, The Netherlands",1 ,,5.0,
Date of stay: August 2018,nataschah367,Good stay,"The Hotel is modern, clean and the staff is very friendly. These are very important criteria! the gym is also good. Maybe the air conditioning should be renew or  something, because it is very stuffy. All in all a very good stay. I will come back.",,,1 ,,5.0,
Date of stay: August 2018,terry879,good experience,Service is good.But if you can provide twin bed will be better because sometime we have 2 people to share one good.You have pick up some music to automatic play and the song is quite well.But some time there will missing some tower or shampoo.,,"Taichung, Taiwan",1 ,,4.0,
Date of stay: August 2018,andrewme2018,"Always ""G""reat","Perfect location, helpful staff, great rooms! 10/10Love the new bar and restaurant downstairs - definitely an upgrade from BIG hotel the elevators could be a bit quicker, however there's worse things that could happen.",,,1 ,,5.0,
Date of stay: August 2018,Jackie Y,Great experience,Room is a bit small for the price but everything is provided and all new and tidy. Staff are incredibly friendly and helpful. Free mocktail coupon is nice but cocktail instead would be waaaaay nicer ;P Overall very good experience and I'll consider the same hotel for my next visit.,,Taipei,3 ,,5.0,
Date of stay: August 2018,gverma2018,Hotel G Review,"I really enjoyed my stay. Everything was taken care of very well. The rooms were nice and clean, and the staff were courteous. The food at the restaurant was great as well. I shall definitely recommend this hotel to my colleagues as well.",,"Bengaluru, India",1 ,,5.0,
Date of stay: August 2018,Davor M,Ginnet restaurant = petit Alain Ducasse execution ,"I have stayed at the hotel several times. Indeed rooms are small but who spends time in the room while in Singapore? Excellent location and fast 20 min Grab ride to Changi. However, if you are particularly business traveler it has one of the best breakfast offerings in the town Cor the price. This is French crew run restaurant and I encourage you to try particularly mean from the menu. It is simple but sublime and molten chocolate cake is worth the wait. Book as after 7pm till 9pm it is has to get table only bar spot. If you are after European food at professional French execution level this is the place and you will not be paying Top dollar. ",,"Melbourne, Australia",45 ,31 ,,5.0
Date of stay: August 2018,md16-77,Pros and cons ,"Third time staying here. Pros: Easy access About 45 minutes by MTR from airport to Bencoolen station taking downtown line. The room is clean, big and comfortable bed,  breakfast also pretty good. Toiletries with shampoo, conditioner, and body soap.  Cons: very tiny rooms. But the worst is the tiny sink, really tiny. After  you shower the floor will get all wet.  No closet.  ",,"Tokyo, Japan",34 ,71 ,3.0,
Date of stay: August 2018,Voyage134249,good location,"good locality, very clean, great for solo traveler!!the front desk needs improvement in their service. wished they have complimentary car space for one day or a few hours.they have great selection of tv channels, i can catch up with the news from around the world (eg. CNN, BBC)",,,1 ,,4.0,
Date of stay: July 2018,Jack S,Amazing Hotel in Singapore,"My favourite hotel in Southeast Asia! A very enjoyable 2 night stay here to explore Singapore. I booked the Good Queen Room (12m^2) and it was small, but after all, space is a premium in the city and i was travelling solo. The room was equipped with adequate storage space for my luggage and an in-room safe was provided for valuables.  The décor of the hotel has a hip vibe and is the kind of place I love!  Breakfast is wonderful (however very busy!) with a large range of Asian, Continental and cooked options. The breakfast here rivals the very best 5* hotels i have stayed in on my travels. Super impressive.  Within 30 minutes walk of Merlion Square (believe me, to get a good value hotel in Singapore, this is a short walk), Hotel G is perfectly poised to explore the city. The",,"Amsterdam, The Netherlands",407 ,236 ,5.0,
Date of stay: August 2018,nmaglic,Central located hotel,The hotel is nice and very modern. The room was very fancy. You can reach almost any location in 30 minutes walking. The cleaness of the bathrom should be improved. The bad was short for the person taller than 186cm.,,"Vienna, Austria",1 ,,4.0,
Date of stay: August 2018,ag_soob,Nice hotel but could improve service !,"Beautifully designed. nicely located !!! rooms are small but very comfortable.. but Jacob at the reception was not very welcoming when doing our checked in.. no smile, no eye contact, nothing. he took my deposit, i signed the bill and i was given my room key .... that's it !!! when arriving in the room, the room was clean except the toilet which was not cleaned !!! and we were two in a queen double room but all amenities were for one guest only. We did not felt very welcomed and awaited !!! but fortunately, when going back to the reception to ask to remedy, it was done very quickly. ",,Mauritius,2 ,1 ,3.0,
Date of stay: August 2018,FrancescaTorin,Cool place where to stay in Singapore,"Very nice hotel with cozy rooms, perfect for a few days stay in Singapore. Good location with some restaurants around and 2 tube stations very close to the hotel. Rooms are small but clean and functional.",,"Milan, Italy",52 ,6 ,5.0,
Date of stay: August 2018,Craig B,Organised and Friendly!,"I recently had the pleasure of staying in this hotel whilst working in Singapore.  The staff are super friendly and helpful, I want to give a special mention to Gabriel! He was so helpful and so friendly you just instantly warm to him. I didn't meet one staff member who didn't smile and say hello when walking around the hotel.  As for the rooms, they are very well kept and have regular cleaning done and have such comfortable beds!  Very easy to get around from the hotel as they are able to get a car within 5 mins on average sometimes less.  Also, I decided to extend my stay by a day and walked down at 2 am and they had it sorted that I could stay in the same room within 10 mins.  Would definitely stay here again.",,,1 ,2 ,5.0,
Date of stay: August 2018,Peter M,Crizel will go out of his way to ensure you are Satisfied,"Quite a funky little place with a great bar below. The rooms are quite small but didn’t really bother me. I was greeted by Crizel who was just incredible. I dropped my bags and ran off to a meeting. When I returned he ensured I had everything I needed and even though my bags were misplaced, he was quick to let me get to my room, find them and deliver them to me. It’s little things like this that make you appreciate what’s important and to write this review :) thanks Crizel",,,1 ,,5.0,
Date of stay: August 2018,Daniel Low,Not for travelers with very high expectations,"I travel quite frequently to these parts of the world especially Singapore. Close friend recommended Hotel G for my next trip and i decided to check this hotel out as it was of very convenient distance to my place of meeting, the convention center at Suntec City. My first impression of the hotel was not impressive. It was not the sort of hotel that i expected, the lobby was small and tucked away somewhere on the 2nd floor and i was pretty confused. The room was pretty cozy,  and had a nice small premium inn sort of feeling, the ones you would find in the UK. The rooms are certainly not for people with too many bags or luggage due to space constraint so i wouldn't recommend someone with tons of bags checking into this hotel. There are no bath tubs or swimming pools so be",,,4 ,4 ,4.0,
Date of stay: August 2018,AndrewGeh,Solo Business Traveller,"Good Breakfast, Clean Room, good location.TV could be bigger, but its quality id good. Staff is friendly and helpful.The water machine on my floor is not working, else it would have been great. Otherwise it has been a good experience.Don't think it is very child friendly",,,1 ,,4.0,
Date of stay: August 2018,SSSBBBbbb,mattress needs to be changed,"overall good hotel in good location... easy access to most of the city centre areas, courteous staff , good service but mattress are old and needs to be replaced as it made my backache worst... till then probably will not stay here",,,1 ,,2.0,
Date of stay: August 2018,Annet J,Good stay central in Singapore,"Clean room with very creative solutions to fitting everything necessary into a small space. Great comfortable bed, great rainfall shower, great airconditioning, mostly clean, and friendly staff. Centrally located very close to Bencoolen Metro station. ",,"Manly, Australia",28 ,8 ,4.0,
Date of stay: August 2018,kmc290,Room Photo,"Room categories between ""Great Room"" and ""Good Room"" and photos not what it seems to be. Photo of Great Room is more spacious with space between bed and wall vs Good Room with no space between bed and wall. Booked a Great Room and found the room to be the same as Good Room with no space between bed and wall. Categories and photos is confusing and do not match.",,,2 ,,3.0,
Date of stay: August 2018,Nick_Cheung,Noisy air con,The room decor is chic and modern. There’s a mobile phone acts as a computer to show you tourist info. Smart tv. But the air con is noisy from time to time when it operates. There’s a bar and restaurant and a gym in the hotel.,,"Hong Kong, China",4 ,1 ,4.0,
Date of stay: August 2018,Captain D,Experience at hotel G,"Everything was good.But let me kepo abit.There was a cute female receptionist besides Bernice, dont get me wrong,she cute too but the other one ha mik mia? 😉 if can say then say, if cannot say then nvm. Besides that, keep up the good service and standard at hotel G",,,1 ,1 ,5.0,
Date of stay: August 2018,snemanden99,Terrible service,Terrible service with unhelpful staffWas not getting late check-out. Was not allowed to borrow PC access for urgent case. Several staff members on duty but took forever to get helpI would like my money back,,"Moscow, Russia",1 ,2 ,1.0,
Date of stay: August 2018,Chongfuicheng,VERY GOOD LOCATION AND SERVICE,"I like this boutique hotel located at bugis very close to subway station and restaurants are near by too. Hotel crew are friendly ( Thanks to all housekeeper to clean up my room, tumb up for you all ) and bed are comfortable. for sure I will be back^^ ",,Singapore,5 ,3 ,5.0,
Date of stay: August 2018,jpp712,Quaint and great area,Have not been back to Singapore in 5 years. Surprised how hotel prices have increased from before and the room sizes decrease. This hotel however is easy on the eyes as well as the budget. It has a restaurant and bar on the ground floor which comes alive at night. The Bugis area is also refreshed and I loved walking around the area which had a nice vibe. MRT is also close by the hotel.,,,31 ,37 ,5.0,
Date of stay: August 2018,Saakshar T,Disappointing room,"Room size is very tiny. No ventilation in the washroom, no exhaust fan even and just look at the washroom its almost a size of 3x3 feet.  Soo disappointed by the room size. And i booked GOOD KING SIZE ROOM. I am amazed how does even government passed this hotel with this much size room. I am having a stay of 3 nights and i am planning to go away tomorrow. Worthless room. Not at all good. So disappointed.",,,3 ,1 ,,1.0
Date of stay: August 2018,Roland M,"Nice idea, less than perfect implementation","My wife and I enjoyed some aspects of our stay at Hotel G, but there were some serious concerns as well.Positives;- Nice decor / overall design- 25 degrees makes an excellent burger- Breakfast buffet was good- room is nice- good central locationNegatives;- The shower alternated repeatedly between warm and boiling hot, my wife burned herself a few times before we figured out that there was a sound change when the cold water pressure dropped 2-3 seconds before the water became scalding - customer service, when I raised this issue with the front desk, the reaction was, 'oh ok' with no explanation or problem solving done.- poor bathroom design, shower stall has no lip to the rest of the bathroom which quickly becomes soakedOverall, I'd say it was a decent night's stay, not as nice",,"Cambridge, Canada",25 ,3 ,3.0,
Date of stay: August 2018,careythian,My last stay!,"Countless stay in G Hotel. Mum love G Hotel because shes a vegetarian and easy access to every where as well as meals for her. Arrived at arnd 1am on 22 Aug due to a flight delayed in Hong Kong. Were travelling with old folks and we were worn out by then. Feeling so relief to finally reach the hotel but was treated badly by one of the male staff. There is 3 of us and was told that if we do not mind the tiny room, we are able to squeeze in as they do not have a room for 3. Later then, i was told that I am not allowed to do that!! Been staying here and you told me that I cant do that? Fine, I am renting another hotel which has family room then. What a regret but no choice. ",,"Kuching, Malaysia",1 ,2 ,1.0,
Date of stay: August 2018,rafaviana26,Super cool,"We loved the hotel atmosphere, the rooms are very small but at the same time very cool! The breakfast is also good, with a lot of choices. If we have to go again to Singapore, this hotel would be our choice again.",,"Porto, Portugal",1 ,,5.0,
Date of stay: August 2018,Yiu Hei K,Nothing works....,"AC/blowdryer/HDMI/TV all broke down at some point during my stay, cleaning lady walked in my room on a Sunday morning at 10... Staff was very friendly and helpful though. However it was just annoying that all the stuff simply didn't work.",,,1 ,,3.0,
Date of stay: August 2018,Nadya R,superb!,"great budget hotel with best location near rochor mrt, bencolen mrt and bugis mrt..comfy bedroom but the room is tiny for standard room but no prob since the hotel close to bugis market and halal food..",,"Surabaya, Indonesia",5 ,1 ,4.0,
Date of stay: August 2018,deltagolf38,Small but big in service,Rooms are pretty small but very arty place. Cool for short visits or perfect place backpackers who dont want dingy dirty hotels. Probably gotta come out with more but its worth it. Front office smooth checkout great service esp the super friendly luggage guy Gabriel who helped us with our very heavy bags!  Thank you!!!!,,"Denpasar, Indonesia",1 ,2 ,5.0,
Date of stay: August 2018,majyo1204,Great location and vibe,"Awesome location, walking distance to malls and food. Hotel has a cool vibe and the 24h gym is great with water supply and towels and fruit. The  room was spacious but the bathroom is a little tight. There was a dripping noise in the day but became quiet enough for s good sleep at night.",,Singapore,3 ,,5.0,
Date of stay: August 2018,Alberto A,Very nice,"We spent 4 days in Singapore. Hotel G was a very good deal for our stay. We choose the deluxe room, just a little bit bigger than the standard and was good enough for 2 people. Only the bathroom result not to much comfortable because the shower doesn’t have a door but just a simple curtain that let the water goes everywhere. Another thing :the sink is really to small for occidental standards. The breakfast is really good and a best way to start the day in a good mood. Very kind and helpful the staff!",,"Torino, Italia",179 ,64 ,4.0,
Date of stay: August 2018,bangjayen,Good place to rest in the middle of the city,"Compact, clean rooms, nice amenities, clean toilet, friendly staff, located in a strategic place (near 3 MRT Station: Bugis, Bencoolen & Rochor), great acces to food vendor, very nice breakfast.I really enjoy the room atmosphere, the dreamcatcher is wonderful.",,"Bandung, Indonesia",3 ,,4.0,
Date of stay: August 2018,gashzack,decent stay,"we booked a queen sized bed, naturally that means two people. there were only toiletries for one person.the first thing we saw when thinking of using the indoor slippers were the nicely labelled bags, but each of them had a price tag. that made us think, are these supposed to be free? are the contents free for use? turns out the bags were for sale, not the contents. very misleading.the washbasin is outside of the toilet (facing the room/hallway). it was the first time seeing it, and i think the design is poor. it's too easy to wet the corridor by accident, and some people prefer to shave/brush their teeth in the washroom, not outside of it.speaking of the bath/toilet, the door is a simple sliding door with no lock or a proper way to secure the door. if you're a couple who",,"Kuala Lumpur, Malaysia",1 ,,3.0,
Date of stay: August 2018,Luc-Pyron,Simple yet chic hotel in the heart of the city.,"Hotel G is standing in a premium location,  at walking distance of places of interest, shopping malls, souvenirs, eateries and bus or trains. It can boast a very friendly and efficien staff, clean rooms and an awesome breakfast option. The rooms can feel a bit claustrophobic for a long stay but are neat. ",,,1 ,1 ,4.0,
Date of stay: August 2018,Voyage577604,VACATION IN SINGAPORE,"I had an unpleasant experience while staying as a guest at your hotel. First of all, the check-in took too long before I was assigned a room. When the room was eventually assigned, I was shocked to see the size of the room (Room 0702). It barely fit my personal belongings. This was a far cry from the four star hotel that I was promised when I booked my reservation with expedia. I was just too exhausted and disappointed with my experience that I decided not to raise any fuss while I was a guest.",,,1 ,,2.0,
Date of stay: August 2018,mdoyle260746,Just ok,"Towels smell bad, as though they have not been washed properly after previous use.Reception area cramped and claustrophobic especially at check-out time.Comfortable bed.Poor accessibility from street level.Should cross-check facilities advertised on booking.com since not all is present such as ironing facilities.Nice location.  Quiet room.",,,1 ,,3.0,
Date of stay: August 2018,Sonic S,Worst room experience ever,"My husband and I were given room number 1328. I usually don’t share such details on TA but I would like to warn future guests of Hotel G to stay away from it. The moment we entered the room the smell of mould and dampness hit us quite hard. We thought this is due to the weather conditions in Singapore and my husband and I were too exhausted after a long flight so we just went to bed. Second thing was the size of the room - ridiculously small!!!      The next morning we woke up surprisingly tired, short-breathed and stiff. The AC btw was blowing directly towards our heads. After coming back to the room the next day after a walk in the city my husband noticed an appliance underneath the desk which turned out to be a dehumidifier. That was a clear sign the  room ventilation was not",,,33 ,16 ,,1.0
Date of stay: July 2018,chenhang2018,Rooms,"I found no where to wash my clothes.We two persons lived in the room but only one bed,that is terrible.The hotel provided only one toiletries for us even though we called the receiption many times.The room space is too small ans so is the desk.",,"Wuhu, China",1 ,1 ,2.0,
Date of stay: August 2018,Zeal V,Good Hotel but can be better.,"Overall the stay was good. I found other hotels like Hilton or Mercure much more better. Vegetarian options is very limited for breakfast. Lobby being on 2nd floor, one has to enter through the ground floor bar.",,,3 ,3 ,3.0,
Date of stay: August 2018,odriwong,Love everything but ...,Love my room Love the locationLove the concept HoweverIt is the worse breakfast time I ever experiencedNot about the food Not about  the set upNot about there's only one coffee makerBut 2 very rude and inefficient waitresses.,,"Kota Kinabalu, Malaysia",1 ,,4.0,
Date of stay: August 2018,Annykhow,Good Experience,Location very goods because long time I ever go to singapore not ever stay in this location this surprise more traveler and very goods for facility is full option from other hotel nearly but reception long time for waiting.,,Bangkok,2 ,,4.0,
Date of stay: August 2018,Grace C,Modern and clean in central location,"The hotel was easy to get to from the airport - 45 mins on the train and very close to Bencoolan station. The room was compact, but still enough room for two large suitcases. The room was clean and was cleaned daily. Check in and out was simple. The bar on site was reasonably priced. Easy to walk to get to most places by train or short taxi ride.",,"Sydney, Australia",16 ,10 ,5.0,
