date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: October 2013,ltterry,low price but great hotel,"one point i don't like is the noise insulation is a little bit poor.
you can listen the people walking and whisper in the corridor

nice hotel with a low price. staff are nice and very helpful to answer your enquiry",Trip type: Travelled solo,"Hong Kong, China",4 ,34 ,4.0,
Date of stay: October 2013,Johannita Ratnaningtyas,Nice and great hotel,"This is another good place to stay in Singapore. Walking distance to any kind of food and stuffs (7 elevenm guardian, restaurant is near). There are a lot of churchs near the hotel. If we want to explore Singapore with MRT, just go to Bugis Junction and it is connected to the MRT station. so we do not have to walk alot the street to find MRT station. The room is clean and comfortable, nice staffs, and very helpfull.",Trip type: Travelled with family,"Surabaya, Indonesia",196 ,39 ,4.0,
Date of stay: October 2013,Pilada L,"Nice room, location and helpful staff","Love this hotel nice location near shopping area, local food court.
room s clean , Lovely and helpful staffs.

Easy to travel to attractions place by MRT or Bus.
Dont miss bugis street, kwan imm temple",Trip type: Travelled with friends,"Nonthaburi, Thailand",149 ,33 ,5.0,
Date of stay: October 2013,CMBTraveller_85,Convenient location,"We enjoyed our stay at the Ibis. The hotel is central, walking distance to Bugis and Orchard. The rooms were clean and pleasant though a little on the small side. The hotel doesnt have a pool. There is no room service, at one point I wanted a fork and had to go down the restaurant to get one, they said there was no one to deliver to the room.

Take the shuttle to get to the hotel from the airport at the Ground Transport Desk for $9. Getting back to the airport cab costs $16-17.

No one seems to be able to give you directions neither are they very helpful, this is not the country to go looking for warm hospitality!",Trip type: Travelled with friends,"Colombo, Sri Lanka",72 ,31 ,4.0,
Date of stay: October 2013,Marcus Lim,Great staff and location,"This is a good comfortable hotel with friendly staff who will go out of their way to make your stay comfortable. My family and I arrived early at the hotel about 11.30am to be greeted by a Mr. Wai. We wanted a room on the 16th floor but since there were no rooms available yet on that floor, he offered to allocate a room on the 14th floor instead. Reluctantly we agreed. As we waited for the room to be cleaned, he came and informed us that a guest had just vacated a room on the 16th and offered the room to us. It was simple gestures such as this that we appreciated and which makes us return to this hotel whenever we are in Singapore.

The room was clean and bright with all the basic amenities you would expect to find in a hotel of this standard. What we have to truly highlight is the bed and the pillows which were so comfortable and inviting. This really helped us to get a good night's sleep after a whole day of running around. We truly missed the bed, seriously!

The breakfast was very good with local and western food available. My wife really looked forward to the bacon slices every morning as well as the porridge which was just heavenly. I would like to suggest however that the hotel consider extending the breakfast time to 10.30am everyday instead of 10am for the benefit of guests who may sleep in a little late sometimes, given the comfortable bed and all!

Location is great with the Bugis MRT and Little India MRT stations just a short walk away. There is also a bus stop right in front of the hotel which is very convenient if you do not wish to walk to the MRT stations. Free WiFi is provided in the lobby and the guest rooms so staying connected to your loved ones is a breeze. For those who drive, there is a multi storey car park within the hotel with complimentary parking for guests.

We really enjoyed our stay in Ibis Bencoolen and this is down to the friendly staff from the front desk all the way to the housekeeping personnel. All the staff that we met had a ready smile and greeted us warmly. We look forward to our next visit.",Trip type: Travelled with family,Malaysia,49 ,87 ,4.0,
Date of stay: October 2013,Tony M,Been Coolin',"Being a smoker, a smoking room was the first priority - the second was a pool. In our desperation to find the first we overlooked the second, and were embarrassed and disappointed to find there wasn't one - it would have been nice at the end of a long hot day. Otherwise the hotel was great - the location is very good as a base for walking excursions, and will be better when the roadworks are finished. We saw most of the other hotels we had considered, and agreed the location of the Ibis was the best. All in all, a very good 10 day break.",Trip type: Travelled as a couple,"Newcastle, Australia",1 ,1 ,4.0,
Date of stay: October 2013,Blicup,Good location,"Small room but clean and good shower and toilet. Location hotel is near to shopping mall, 5 minutes walk to Bugis Street, 10 minutes walk to Brass Basah or Bugis MRT and queenstreet terminal to johor bahru. And excelent breakfast",Trip type: Travelled with family,Denpasar,13 ,2 ,4.0,
Date of stay: October 2013,Codygizzy,Great Stay,"First impressions of this hotel, I have to say were not that great.  Only due to our previous room being a studio apartment so when we walked in we felt the rooms were quite small.  However after getting used to the size (which is fair enough given the price in Singapore) we were so pleased we had stayed here.The breakfast is great, huge selection of food and great coffee.  The rooms are very clean and functional and have everything you need.  The hotels restaurant blew us away!! The food was amazing and so cheap!! We ate there for two nights and could not fault it at all so it's easy to see why they have won best budget hotel for the last 5 years in a row!  Staff were great and super friendly also.Area is very close to Bugis Street which has a huge selection of bargain shopping and its cheap to catch a taxi to every destination you wish to go to around Singapore. I would highly recommend this hotel, you don't need to spend a fortune on accommodation in Singapore, we will stay again!",Trip type: Travelled as a couple,"Sydney, Australia",14 ,7 ,5.0,
Date of stay: October 2013,JonesLee,New room good service for 3 stars,The hotel located in very good area which and access to MRT easily. The hotel still new and clean come with free Wifi. Total it just another ibis hotel but a bit more services from staff compare to other. I stay here for three days and like it pretty much.,Trip type: Travelled on business,"Singapore, Singapore",1 ,,4.0,
Date of stay: October 2013,PrashkiDuniya,Singapore Pleasant Stay at Ibis Bencoolen,"Location is very strategic and reachable. Very good for Business trips.
This is very near to Bugis MRT . Walking distance to MRT and Bus Stop adds more value to the hotel site. You just need to peep out of hotel entrance ; Cabs are available for your convenience.",Trip type: Travelled on business,"Mumbai, India",101 ,63 ,4.0,
Date of stay: October 2013,Peter G,"Ibis on Bencoolen, Singapore","The Ibis is very well situaued in Bugis, which has modern malls, a street market and plenty of eating places from all corners of the globe, not to mention the six floors of gadgets in Sim Lim Square just 200m away! The city area and bay are within walking distance (1/2 hour) or a short taxi ride away.

The hotel is always clean and tidy and is good value for money. The rooms are all to a common standard and, whilst quite basic and a bit small, they have everything you need for a good night's sleep, i.e. comfortable bed, en-suite, air-con, tea & coffee and a fridge. There is a maid service every day including change of towels and, best of all, all the showers work really well (I've stayed here many times)!

The staff are always helpful and friendly and the bar & restaurant are convenient if you're too tired to go futher afield (also a very comprehensive breakfast).

I would definitely recommend the Ibis on Bencoolen for business travellers or holiday makers wanting a solid base to set out from each day. If you want to stay in all day and use more facilities like swimming pool, gym or sauna then you need to look elsewhere (and probably spend much more!).

Quick tips on comms:
There is free WiFi in the rooms but I found it a bit slow and couldn't be bothered with the continual signing on so I bought a Mobile Broadband unit (MiFi) at Sim Lim Square and a prepaid mobile broadband SIM card at the Singtel shop in Bugis Junction (need your passport for this) and now have internet coverage wherever I go, works really well!
For cheap calls home, buy a prepaid Singtel phone SIM at the 7-11 next door (passport again) put it in your phone and dial 019 before your country code (missing out the two leading zeros, e.g. 01944 for UK) and the call costs next to nothing, deep joy!!",Trip type: Travelled on business,"Durham, United Kingdom",1 ,3 ,5.0,
Date of stay: August 2013,Gardner63,Asia Trip,"Very friendly staff upon arrival. Bar staff very welcoming and friendly. Rather welcome after the long flight. Good location of hotel for trains, buses and sight seeing spots etc. Very clean. Lovely bathroom, spacious. Not a massive bedroom though.",Trip type: Travelled as a couple,"Manchester, United Kingdom",102 ,80 ,4.0,
Date of stay: September 2013,Oluap Suetam,Very clean but basic hotel,"he hotel is very clean, and everything is well looked after. Basic and no luxury, but enough for spending a couple of nights. The elevators get a little overcrowded on some times, and this makes it very annoying to go out, as it can take several minutes waiting.",Trip type: Travelled on business,"Tres Cantos, Spain",133 ,66 ,4.0,
Date of stay: October 2013,Merlulus,Good value,"The hotel is up to the Ibis standards. It is nice and clean, but the rooms are quite small. We were allowed early check-in (8am), which was very appreciated after a long trip. The breakfast is very good in terms of quality and selection of food. The hotel is conveniently located near a Metro station. The only concern I would raise is that the staff was not very helpful, especially at the time of getting a taxi in the early morning to go to the airport.",Trip type: Travelled as a couple,"Dubai, United Arab Emirates",20 ,8 ,4.0,
Date of stay: October 2013,Septi C,Very Good,"The location is excellent.  It's near Bugis street.  The self-service laundry by using coins is very useful and I love it.  The problem is only the room size.  It's too small.  Another thing, I was disappointed when I hope to get free-shuttle to Sentosa Resort World, but the bus didn't come on time.  But I didn't blame it on Ibis Bencoolen.",Trip type: Travelled with family,Jakarta,2 ,2 ,4.0,
Date of stay: October 2013,Bernadette_Ruiz,One of the decent hotels in SG with good value.,"We had to check in early at our hotel then leave right away to catch up our WTS coach going to Legoland by 11am. WE arrived at Changi around 930am. We took a taxi going to Ibis Bencoolen. We decided to stay there (over V Hotel Lavender) since it’s near Bugis (a tourist spot for cheap souvenirs and Korean fashion). Though Lavender Station is just right across V Hotel Lavender, MRT is also a few walks away from Ibis via Bugis Station. Tripadvisor’s recommendation was also a factor in booking this hotel. It’s an approximately 20-minute travel from Changi Airport, which costs us around 20SGD.

I would give Ibis Bencoolen plus points. Prior to our arrival, I sent several requests via email for our room, i.e., should be located on a higher floor (they have 16 floors), non-smoking, away from the elevator, and facing the street with temples. Our room was arranged according to my requests except for the view, which, I didn’t actually mind as we just opened the curtains once in the morning to see the weather and that was it.

Check in was a breeze. We arrived at around 1030am and were told that our room was already available. Processing time for check in only took a maximum of 5 minutes. Ibis also has a SOP of addressing any of your concerns at a maximum time of 15 minutes.

Aesthetic wise, Ibis is smaller than V Hotel but more modern and cleaner. It’s similar to Marrison Hotel except for the quality of service. The hotel has no pool (but who’s staying there to swim?). Inside, there’s a flat screen TV, safety box, a refrigerator and closet with hangers. The room has side tables and a mini sofa integrated on the wall. There is also a table and chair facing the window. The bathroom is also small but complete with amenities: hot and cold shower, toiletries, towels, mirror, etc.

The included breakfast was also way better than V Hotel Lavender. It’s a buffet style with wide variety of dishes like cereals, bread, dimsum, rice, viands, and waffles, etc.

Most importantly, upon checking out, Ibis would ask feedback from its guests via email. It only shows how much it values guests’ comments to improve the quality of the hotel and services.

The not so good things I noticed about Ibis though: First. It has the same menu for breakfast for the 2 days we stayed there. The probability of repeated left overs is high, right? Second. No bell boy to assist us with our bags going up our room. Though they have staff to assist you in the lobby, they would only assist you up to the elevator. All in all, we had a good stay in Ibis.",Trip type: Travelled as a couple,"Quezon City, Philippines",244 ,23 ,4.0,
Date of stay: October 2013,Lourdes A,Stay at IBIS Bencoolen,"When looking for a hotel, my requirements are:
1. very clean
2. near the city center
3. reasonable price

I got all these from Ibis. They have all the basic amenities. The rooms are clean and comfortable. They also have friendly staff. I was able to use my Accor membership privileges. Will definitely stay there again.",Trip type: Travelled with family,"Manila, Philippines",3 ,1 ,4.0,
Date of stay: October 2013,Fijitravellers,Good Value,"The is very centrally located - near Orchard Road, Little India etc. Behind is a very good hawker market (I think its called Albert Street) - The hotel is very clean, has a launderette (bonus) - Give breakfast, lunch and Dinner a miss - NOT WORTH IT - very low quality.  Also check what you get charged. Staff are not familiar with Accor Card Holders entitlements. Plenty of good eats nearby. Staff are very friendly and helpful. Room was decent size and has free WIFI. If you want a cheap clean, modern hotel, this is your place - you will not go wrong - Taxi and bus stands are infront of the hotel - AGAIN CANT FAULT THE LOCATION",Trip type: Travelled with family,"Auckland, New Zealand",20 ,20 ,4.0,
Date of stay: October 2013,Rio B,good,"first time i got there, the costumer service is ""im learning"" so its a bit slow and really took some time to finish my check in..
the most awesome part of this hotel is its location. its in the town an mrt station is just 5 minutes away, its also near bugis which means a lot of delicious food, and quite cheap if u know what i mean..hahaha",Trip type: Travelled with family,"Solo, Indonesia",2 ,2 ,4.0,
Date of stay: October 2013,AussiesPerth,Nothing to Fault,This hotel was recommended to us and Im glad we stayed there. The staff were very friendly and helpful. The breakfast was amazing and certainly catered for every nationality. Two MRT train stations were 5-10mins walking distance and a bus stop right outside. There are 7/11 stores close by and plenty of cheap eating places too. But in Singapore everything you need is just a short train ride away.,Trip type: Travelled as a couple,Perth,54 ,26 ,5.0,
Date of stay: October 2013,VadimBelov73,"Great, but..","Amazing combination of good general expression with negative small problems.
The biggest was a cockroach in the bathroom and I got to know that I am not the only one to see that from other reviews (
Then empty minibar. There is a fridge, but nothing in it. Not a big deal for e personally, but..
What was a problem for me is no shoehorn! This is a first time I have this problem in the hotel and it really costs nothing, so surprized.
I also had a long black someone's hair on a new towel, but I guess this can happen.

Still, the location is good. The price is nice. The rooms are neat and you have a teapot in it. Breakfast is a little boring, but they have variaty, so if you stay short - it's good. But, yeah, coffee machines makes awful cappuchino.

I'd call it value for money. If they pay a little more time to details - would be great value for money!",Trip type: Travelled on business,"Ulyanovsk, Russia",2 ,,4.0,
Date of stay: October 2013,Kian Hoe Y,My home in Singapore,"Overall a pleasant hotel to stay in. Clean and modern. Wi-fi in the room seems a bit week this time making it difficult to online.. Should vary the selections in breakfast buffet. After a few stays,I only just discovered about the free shuttle sevice to Resort World Sentosa.",Trip type: Travelled with family,"Melaka,Malaysia",3 ,,4.0,
Date of stay: October 2013,Don M,Very Good,"Loved the Location central to everything, Access to the Tourist Bus about 10-15 minutes. Suggest the Breakfast ground floor just helps to start the Day on the right Foot. Rooms clean and shower hot...",Trip type: Travelled with friends,"Melbourne, Australia",1 ,1 ,4.0,
Date of stay: October 2013,RoyTA,Fulfill your basic needs,"Stayed there for three nights and there's nothing really to make my stay pleasant or disappointing. We all know what to expect at these room rates from this city. In between hostels and better hotels, I think it's fair to say that Ibis Bencoolen is a safe bet, an all-rounder.

Check-in on a Sunday afternoon was reasonably fast. I expected there would be queues given the sheer number of rooms but there were only one to two persons waiting in each line. The elevators (a total of four) could get congested at times but only at times, and waiting time was acceptable.

A lot has been said about their rooms and there is not much more I could add to, though unlike many others I found the softness of the bed just right for me. And the shower stall was truly tiny, but I'm waiting to be told there are tinier elsewhere.

The only brightspot I found about the hotel was actually the coins operated laundry machines on the third floor. There was a row of machines in the room and four of them (nearer to the door) were for washing and the other four for drying. It took 4 one-dollar coins to operate either the washing or drying machine, and (at least up the time of my stay) the coins had to be the ""older"" ones which are entirely bronze. The dollar coins in the latest issue which are in bi-metallic composition and slightly larger size wouldn't fit into the slot. So it would take 8 one-dollar coins for washing and drying. Each procedure took 40 minutes. You could just time the process, leave the machine running and return at a later time. For 8 local dollars you could wash and dry a machine of clothes and that's super value in Singapore in my opinion.",Trip type: Travelled solo,"Hong Kong, China",36 ,7 ,3.0,
Date of stay: October 2013,PZF616,Good location,"A solid option if you don't fancy a hostel but can't afford Marina Bay Sands. Close to Bugis station for the MRT, easy to get to the airport and to other locations around the city. Buffet breakfast is good but the coffee machines are a bit ropey.",Trip type: Travelled solo,"London, United Kingdom",4 ,4 ,4.0,
Date of stay: August 2013,8KKC8,My Favourite Hotel Travelling Solo......,"Had the opportunity to stay in Ibis Bencoolen again in August travelling solo.

As usual my flight landed at 07:40am so I was at the hotel around 08:15am... Again they provided me with a room around 09:45am.... Enough time for me to roam around and have breakfast at one of the hawker centre near by....

The room was clean and well maintained as usual.... What I like is there were sufficient power points in the room even though the rooms are small. And all the power points are universal which will take all kinds of plugs.

Had my lunch at the only cafeteria....I like the idea that they serve small portions of different local dishes at very low price....

This is still my favourite no-frill hotel in SG when travelling solo and looks like it will continue to be for sometime....",Trip type: Travelled solo,"Kota Kinabalu, Malaysia",772 ,263 ,5.0,
Date of stay: October 2013,Andy919,"Great Location, Value, and Connectivity in Singapore",The free Internet was great! Ibis is great value and has a wonderful staff! The hotel is an easy walk from the City Hall MRT station and Raffles City Mall. The breakfast buffet was tasty with variety. Ibis on Bencoolen is my hotel of choice in Singapore!              ,,"New York City, New York, Usa",2 ,1 ,5.0,
Date of stay: October 2013,Jonathan W,very good,"small but very clean, good location, good service. close to almost everywhere. only 500m walk through MRT station at bugis. close to 7 eleven, close to market.recommended for stay. close to marina.a lot of rooms.",,"Yogyakarta, Indonesia",4 ,5 ,4.0,
Date of stay: October 2013,Gayatri A,Good location + Nice staffs,"After finishing my job in Batam, Indonesia, I and my friends went to Singapore by ferry. It's my first time of going to Singapore by crossing on by ferry. It was enjoyable trip and I love it, moreover I stayed in the nice hotel : Ibis Bencoolen that was between many shopping malls and also many unique souvenirs on Bugis Street. There are many choices of public transportation in front of the hotel so I can go easily. The room is minimalist decoration type with many choices of breakfast food & beverage. I hope someday the hotel can give more choices of food and beverages for muslim visitors in hotel. Thanks Ibis Hotel Bencoolen Singapore.",,"Jakarta, Indonesia",19 ,4 ,4.0,
Date of stay: October 2013,Mippy,great stopover,"Second stay. Second time placed near the noisy lift until room changed. Great location. Spotless rooms. Excellent bedding and linen, soft fluffy towels.Bathroom good, water hot. Good small refrigerator Housekeeping very good and unobtrusive.. Friendly helpful staff at front desk, from helping connect to wifi, to assistance with printing online boarding pass. Breakfast just average, so a piece of fruit and a coffee in the room before an early lunch outside a good tip. Not paying breakfast in advance gives you the flexibility. Happy hour prices good, but meals only average. Close to MTR and Bugis Junction. ",,australia,18 ,6 ,4.0,
Date of stay: September 2013,NinoDal,4 night stay at Ibis Bencoolen,My wife and I decided to have a trip to Singapore.  I asked her to look for Accor hotels.  I wanted to use my Accor points and I wanted to use my privilege as an silver/connected le club accorhotels member.  We choose Ibis due to its price and we choose Ibis Bencoolen for its location.  I highly recommend the hotel for its location.  There is a free shuttle to Resorts World Sentosa (across the highway and in front of Summerview hotel).  It is very near to bugis shopping area.  At bugis shopping area you can also access the MRT.  In front of the hotel there is a bus station.  We used the bus station to get to orchard road (where my wife did all of her shopping).  We recommended Ibis Bencoolen to friends going to Singapore this October.  I hope they also enjoyed their stay.,,"Manila, Philippines",157 ,52 ,4.0,
Date of stay: September 2013,Aubelisa,Ibis makes BenCOOLen  look cool!,"Singapore is a very expensive place and to find a hotel that offers you a good size room, clean and a good location with a competitive price is difficult. But we have found the long lost treasure, the Holy Grail of  all affordable hotel- the Ibis Bencoolen.  The lobby area is modern, with a free internet area. The reception’s service was professional and they were very quick with check in and check out. I was most pleased, the fact that they took note of my request for a room on the quiet side of the hotel away from the lift. It is a nice touch for a chain hotel to listen to the customer’s needs.   The room itself is small, but it suffices the needs of a stopover in Singapore. The views were great, and importantly the room was very clean. The bathroom, again tight on space, but",,"London, United Kingdom",48 ,57 ,5.0,
Date of stay: October 2013,V7832MPJohn_H,IBIS Ben Coolen - Good Value,Overall a good central venue with all the amenities required for a business stay. Access to taxis and MRT made travelling around the city economic and effective. Staff were helpful and always on hand to answer queries,,"Cape Town Central, South Africa",3 ,1 ,4.0,
Date of stay: September 2013,Debbie_Koh,"Good accessibility, well located; functional","Stay here for the accessibility. Near Bugis MRT station, walking distance to shopping and food locales. Going to Universal Studio is a breeze and free! The free shuttle to and back from USS is available only to guests of certain hotels - get a printout or show your registration with the hotel as proof that you are staying at Ibis Bencoolen, cross the road and wait. You save quite a lot of time and $$.  Room is acceptable, clean. Quite small, everything is made to be functional, and to save space. No room to open big luggage bags.  Bring your own toiletries. They only provide the bare basics i.e. shower gel (nice one though), hand soap.",,"Kuala Lumpur, Malaysia",217 ,41 ,,4.0
Date of stay: October 2013,Asdf Q,The best budget hotel,"I have no complaints on this hotel. Receptionists are professional and room was just clean and functional. No iron and iron board are in room and I needed to go to launderette. That is only one downside for me staying there as business. If you want any gorgeousness or any special features, go other hotel and pay over 500 SGD. ",,"Bangkok, Thailand",3 ,2 ,4.0,
Date of stay: October 2013,Hendrawan Ong,Always have a good sleep,"I have been staying a few times in IBIS Bencoolen, the experience has always been very satisfactory. I always have a good sleep and proper rest. The food for breakfast was also just great, sufficient choices. ",,"Jakarta, Indonesia",18 ,5 ,4.0,
Date of stay: May 2013,Elaine W,Excellent neighborhood,"We stayed here for 3 nights and the location is good. Though 10 mins walk to metro, there are lots of small shops, a large local market (selling different kinds of souvenirs, clothing, food, shoes, etc), restaurants/food stalls, and shopping malls.

If you are a vegetarian, it's an excellent place to stay as there are lots of vegetarian restaurants too!

Another merit is that there's a free shuttle bus to/from Universal Studio just opposite the hotel ! (Have your passport ready and wait outside Summer View Hotel)",Trip type: Travelled as a couple,HK,68 ,30 ,4.0,
Date of stay: October 2013,JulieDarren,Clean and comfortable,We stayed for two nights and would stay here again.  The rooms are well priced especially for Singapore.  The rooms whilst a little cosy were quiet and very clean.  Wi fi worked well and staff very friendly.  Breakfast was adequate for us but would probably not eat dinnner in the restaurant again.  Bar staff and range of drinks were very good.  Great location.,Trip type: Travelled as a couple,"Nt, Australia",21 ,31 ,4.0,
Date of stay: September 2013,WillisSin,Sub standard services,"The hotel is fair with breakfast and wifi included, but one thing that bothered me is the customer services. Upon arrival at around 1900, I asked a member of staff at the check-in counter to break down my dollar note into smaller values, she told me to ask them tmw again during office hours as the ""cashier office"" has already close. However, on the next day during office hour, I asked them again, another lady actually just opened the drawer saying that ""sorry, we don't have enough cash for you, you can break it down by yourself in the money exchange shops!!!!
So, obviously one of them were trying to fool me around, it is either not necessary to wait for the ""cashier office"" or the lady just refused to help me by going to the ""cashier office"".
This hotel not be my choices next time.",Trip type: Travelled on business,"Hong Kong, China",3 ,2 ,2.0,
Date of stay: June 2013,Aisquash,Typical Ibis- spic and span,"Other than a bit of waiting time for check in on a couple of instances out of several stays I've had at this hotel, I can find any fault with this hotel. Location is very good for visitors with work in this area- hotel is 5-7 minutes walk from Bugis MRT station. Burger King and 7 eleven stores are next door, and the Bencoolen market has many eating options. I've stayed at Single Accessible rooms and regular rooms, and both are tidy, with requisite amenities. There are no remarkable views from rooms on either side of the hotel, so any room is fine.

The buffet breakfast, and meals are great, though quantity in dishes served could be more substantial.",Trip type: Travelled solo,"Mumbai, India",433 ,125 ,5.0,
Date of stay: October 2013,Kishore K,Great Place!,"Great Place, very clean, excellent staff, value for money!!! the front office staff is extremely friendly and efficient. Joey at the restaurant / bar is an amazong person and very helpful. the location is also fantastic!",Trip type: Travelled as a couple,"Hyderabad, India",2 ,,5.0,
Date of stay: October 2013,abdullatif_yahaya,Ibis on Bencoolen,"Location was very good, close to trains, food, shopping, and shows in the city centre. Hotel service in terms of check-in, check-out, etc was good. Room was standard and alright in terms of cleanliness and basic facilities. However, the air condition was not good and was hardly cold  even at the lowest  set temperature. In addition, the wifi, while complimentary, was very poor and could not be connected.",Trip type: Travelled as a couple,"Kuala Lumpur, Malaysia",4 ,10 ,3.0,
Date of stay: October 2013,PoliPerth,Great stay in a Single Accessible Room,"When I booked the hotel online months ago, directly on the hotel website, the best option for a single person was a Single Accessible Room, including breakfast, and I am so glad I did.  I arrived at the hotel at 4.30am, and was able to check-in straight away, which was good, and very much appreciated. The room is really for a person with a disability, although I didn't realise that at the time I booked it, but it is a much better option for the simple reason there is SPACE, LOTS OF SPACE!!!  Especially in the bathroom, no feeling of being shut in a small glass box as there aren't any sliding shower doors, just a wide curtain (not that I needed it for privacy, but still used it just to stop water going everywhere).  Fantastic water pressure in the shower, and it was very nice being able to sit down in the shower on the little fold-down bench seat after a day's walking. The entry door is wide, for wheelchair access, and opens straight into the bathroom.  The bedroom is in another room, and I can call it another room because there is a sliding door to separate the bathroom from the bedroom.  The single bed is actually the size of a single and a half bed.  Snow white bedding, with lovely fluffy pillows, 2 to choose from, 1 softer than the other, but neither hard.  The bed is the comfiest I have ever slept on!  Firm mattress, with 2 softeners under the sheet.  Great air conditioning, which can be turned down at night if it's too noisy.The hotel is in a brilliant location, only a 10 minute walk to the MRT, through the Bugis market, and plenty of buses directly outside the front of the hotel on Bencoolen Street, going to most places of interest to tourists.  Plenty of taxis available at any time, and all cheap.  A 7-11 is next door, also a pharmacy (but not for prescriptions).  Plenty of food options everywhere! Little India is only a 10 minute walk away too, via a shortcut.The nicest thing about the hotel is the staff.  Without exception, they are incredibly helpful, and always smiling :-)  Nothing seems to be too much trouble for them, and they are all very knowledgeable.  I had a little problem, in that some medication went missing, and the Duty Manager Simon and his assistant personally undertook to accompany me to the pharmacy, and the hotel actually paid for the replacement for me, which was such an amazing gesture.  Thank you.  There is a post box on the main Reception counter, which is good, as post boxes are hard to find!I would definitely recommend this hotel to anyone looking for a clean and comfortable stay which won't break the bank!  Breakfasts are excellent, with a good variety of food to choose from.  I enjoyed a tapas meal on my first evening, huge portions!Very busy hotel, but efficient, clean, central and comfortable.  I'll be back!",Trip type: Travelled solo,"Perth, Australia",303 ,47 ,,5.0
Date of stay: October 2013,seanlee112,"Comfort, Location","I have always love Ibis motto for room setting. Simple, environmentally friendly and minimalism. Location is great with the tourist sites are next door/walking distance. They could improve on more TV channels.",Trip type: Travelled solo,"Sydney, Australia",64 ,41 ,5.0,
Date of stay: October 2013,Djunaryo,interesting hotel in Bugis and nice food area,"Nice room, and great hotel in the Bugis Area... easy to find foods and cheap shopping centre make this hotel very suitable to stay. Near the mrt station, easy to reach every parts of Singapore..............",Trip type: Travelled as a couple,"Surabaya, Indonesia",16 ,25 ,4.0,
Date of stay: September 2013,tykang,Excellent budget hotel,"Hotel is fantastically located making it a short and simple trip from the airport by taxi (SGD$18) and sights in Singapore. Room is of a decent sized with a strong air conditioner and the bathroom is adequate and clean. The lobby staff can get busy sometimes so many take a while to check-in and out.

The location is the best aspect of this hotel. There are buses from the door steps and a short walk to the Bugis MRT. There is a Hawker food centre nearby as well as Bugis Junction with plenty of shops.",Trip type: Travelled as a couple,"London, United Kingdom",3 ,2 ,4.0,
Date of stay: October 2013,Laura G,Singapore Stay,"This hotel was well situated, and good value for money. The rooms are not spacious, but comfortable. The staff were friendly. The breakfast was very good with a lot of variety. We especially enjoyed the Asian Tapas for dinner.                     ",,"Sydney, Australia",1 ,,4.0,
Date of stay: October 2013,Neeraj Ajmani,Budget can't get any better !,"I booked this on the recommendation of a friend without much research , since this was a sudden and short business trip . Budget cant get any better ! Inspite of a 2 pm Check in , I got a room within a half hour of my 9 AM arrival . That too , the check in staff apologised profusely for giving me a room with twin beds instead of the Queen that I indicated in my booking . The room was small and basic but very clean , and complete with all amenities .  The neighborhood is great ! A 7 -11 just below the hotel is a big convenience . Burger King across the street . Hordes of street side eateries round one block , and the famous Bugis Street Mall a 10 minute walk away . After finishing my business , I could actually walk to the neighbourhood and shop . If you want to stay and eat at",,"Gurugram (Gurgaon), India",104 ,62 ,4.0,
Date of stay: October 2013,Bambang H,very good place and good for everyting,"Very good place and good for everyting ... near food place, shooping , culinery, suttle bus , and everybody happy ........... and thanks for accor management ..... thank you very much .... terima kasih                                                 ",,"Surabaya, Indonesia",1 ,3 ,5.0,
Date of stay: October 2013,Emz M,Convenient and Comfortable stay :),"Overall is good. Hotel is well located, around 10 mins walk to Bugis MRT station. From Marina Bay Sand back to hotel with taxi is roughly 5-6$. There is a 7-11 beside the hotel.  Room is clean and pretty standard, not big but just nice for 2 people. Free WiFi but the WiFi reception was kinda BAD inside the room. Outside of the room was okay but hardly receive the wireless connection inside. If you're lucky, able to get 1 bar of signal. (Room #1403)  Would recommend this hotel and would definitely stay there again.",,"Kuala Lumpur, Malaysia",4 ,3 ,4.0,
Date of stay: August 2013,Bec J,In The Heart of Singapore,"I stayed here on my TAFE trip to Singapore- we stayed 4 nights in twin rooms and I must say the hotel is ideally located. Bugis Markets and the Bugis Shopping mall (including MRT stop) are only 2-3 blocks away, and there is a bus stop out the front. Within short walking distance you will also find Sim Lim Square and Little India, taxis are easily available with help from Boss the fun and friendly door man.  You are smack bang in the middle of culture clash Singapore- temples and hawker markets are right by the hotel and you really get to experience this amazing country.  Regarding rooms- wonderful view, the rooms were easily spacious enough for 2 people. Bathrooms were well lit, reasonably sized and cleaned well daily. My only complaint was I personally found the mattresses very",,"Melbourne, Australia",16 ,10 ,4.0,
Date of stay: June 2013,Pachrocles,Two thumbs up!,(Room) My cousin and I got the standard room with the 2 single beds. We entered a very clean and well-lit room. The sheets were new and the pillows were soft and fluffy.  (Bathroom) The bathroom was just right for us with a working hot and cold shower.   (Facilities) The lobby was always full of people but the staff were accommodating and friendly.   (Location) The hotel was very convenient for us because right across it is a bus stop where a free shuttle for foreigners arrive every 30mins to take us to Marina Bay and Sentosa Island -- just don't forget to bring your passport with you :) It was also a 10-minute walk to Bugis Station and very near Capita Mall and Bugis Mall.  ,,"Daly City, California",9 ,5 ,4.0,
