date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: July 2017,GreenLV,"Nice location, will stay again","I had the impression that this was a very old hotel, so I hesitated when I was making reservation.  But the experience staying there turns out very good.  It seems to have gone through renovation in recent years ( or at least since I last time visit it),  I stayed at advantage room.  It is a spacious, and nice. I got free wifi, not sure whether it is routinely for every guest.  Right next to Clark Quay, Clark Central, and MRT.  Very convenient.  All taxi drivers know about it.   Will stay again!",,"Sydney, Australia",243 ,125 ,4.0,
Date of stay: July 2017,Bryant C,Even not yet visit but hotel team made us feel home,"Thank you again, The hotel itself made us like fell home sweet home.  From the E-mail and phone take care by Chady and  Krishnan   Can't wait to see you next week. We really recommend this hotel to every one best service and good team  Thank you to Jessica Kwek , well done ",,"Singapore, Singapore",99 ,27 ,5.0,
Date of stay: July 2017,blueebug,"Excellent hotel, excellent location","Situated right next to Clarke Quay and train station and plenty of food options across the road and along the river. Hotel rooms spacious and service excellent. Quite a large hotel and even though our room was on the street side, you could hardly hear the traffic noise. Bed very comfortable and room cool. Would definitely stay again.",,"Melbourne, Australia",6 ,3 ,5.0,
Date of stay: June 2017,PhoebeNJ,Relaxing ,"We wanted to stay somewhere relaxing for a few days before heading to Europe. Shopping was not on our agenda during the outbound trip, and we wanted to visit Universal Studios.  The MRT station is only a couple of stops from Sentosa Island on the same line. Easy!  The hotel is well situated with MRT station next door and Clarke Quay just across the water. Fabulous facilities especially the gym, 3 tiers and top level overlooks Clarke Quay. Beautiful way to work out.",,Australia,4973 ,1344 ,,5.0
Date of stay: July 2017,YveLoves,AWesome First Birthday Celebration,"I held my daughter's first birthday at the Ellenborough Market Cafe on Sunday and the high tea party was a great success! We had about 50 odd guests in total, including several kids and everyone had a good time.  The food selection was plentiful and replenished often, the setting was nice and i love the area they cordoned off for my party.   I want to extend huge thanks to Linda for coordinating the booking and planning for me. She was extremely patient and lovely over the phone and was very prompt with her follow ups.   A big thanks too the staff on duty on Sunday, especially Serena, Benjamin and Peter Yong.  Feedback from my guests was that service was very efficient, polite, plates cleared, water glasses refilled, and the staff were very pleasant, especially Serena and",,"Singapore, Singapore",16 ,22 ,5.0,
Date of stay: July 2017,toureverywhere,Good position and Nice hotel,"Hotel is nice positon, MRT station, Chinatown and another Singapore visiting place is near. During our staying the hotel, we feel so good. We will select this hotel on next visit. I recommend this hotel.",,"Daejeon, South Korea",4 ,1 ,5.0,
Date of stay: July 2017,FELICIA T,Good customer service,"The rooms were a little old.. the air-conditioning in the room wasn't working, even after the engineer came up to fix it.. when the heat became unbearable at midnight, we got the staff up to check and that's when they offered a room change + a late check out, which was a rly nice gesture and much appreciated..  As an aside though, we were really disturbed by how the housecleaning person barged into our room when we were sleeping.. he pressed the bell insistently 3 times (without pauses) and barged in right after.. it was quite a shock and very unpleasant.. the hotel staff said it was their protocol for their staff to come in if there were no answers after three rings.. which doesn't sound quite right to me. (I honestly don't know what is there to housekeep when we have just",,,28 ,22 ,3.0,
Date of stay: July 2017,Jodi W,"Great hotel, lovely staff & excellent location.","We had a great stay at Swissotel Merchant Court. Excellent location - Clarke Quay and MRT at your doorstep and mall across the road for breakfast if you don't want to dine at the hotel. The staff were very kind and helpful, our hotel room was clean, modern and well maintained and the pool area was great for a swim with the kids after a busy day sightseeing. Would definitely recommend this hotel. ",,"Perth, Australia",1 ,,5.0,
Date of stay: June 2017,Kenji0710,Ellenborough cafe,"It has been a while since i last visited Ellenborough.  In it's hey days, like 10 years back, you will probably have to beg and steal to get a table at this premise. Their Durian penyet and Fried Crayfish is their signature (and now as well), and people come all over to have a taste of it.  My previous review of Ellenborough was nothing more than worthless. It was filled with poorly managed stalls, mediocre staff performance and bad management.   Things have changed. I came back after series of positive word of mouth.  Firstly, cafe has been renovated (quite a while back) and it looks fresher and more spacious.   Secondly, there are designated desert counters and live cooking station (i have had foie gras, Fried Kway Teow during my recent visits).   Thirdly, it is so much better",,"Singapore, Singapore",528 ,151 ,5.0,
Date of stay: July 2017,Gemma V,"Great location, very comfortable room, food and drinks overpriced","Perfect location close to Clarke Quay, China Town and within walking distance to lots of major attractions.   Room decor very good and bed comfortable.   Great pool and poolside bar but drinks very pricey for nothing particularly special.  Would be happy to stay again.  ",,"Canberra, Australia",16 ,2 ,4.0,
Date of stay: July 2017,Gustavo G,Great location for business and pleasure,"My go-to hotel when traveling for business in Singapore. Great location, nice facilities and great service! The hotel is close enough to downtown and it is just next to Clark Quay where you can find lots of night life options.",,"Zug, Zug, Switzerland",2 ,,5.0,
Date of stay: July 2017,Sanchara9,"Good, if not for quality of food","I have stayed in this hotel before, probably twice. Main reason for selecting this hotel is the early morning 3km walk along the river. I stopped coming because the rooms were poorly decorated. Last 4 or 5 visits I selected higher category hotels in the business district.  I decided to come back because the hotel has gone through a major refirbishing. On the face of it I was very impressed with the room. There are a few issues the management should seriously consider. 1. There is only one chair in the room and that was most uncomfortable, though the design was good. The seat has sunk and as a result no lumber support. It should have been replaced at least an year ago. The second day of my stay the left armrest broke and the chair was replaced. The replacement chair was better",,"Colombo, Sri Lanka",89 ,102 ,4.0,
Date of stay: July 2017,rosemariew246,Great stay,"Comfortable and Clean . Lovely for a 5 Day stopover. Great place to come back to after day trips out in Singapore. Breakfast was quite extensive and thoroughly enjoyed. Staff very helpful and friendly, particularly Mike the Concierge",,"Perth, Australia",1 ,,4.0,
Date of stay: June 2017,Kristinpepe,Best breakfast in the world!,We are a family of four with two teenage sons (18 years old and 16 years old) they stated that this hotel has the best breakfast in the world. All staff were absolutely friendly and helpful. The fitness room is also top notch. We enjoyed the pool also. The hotel is in an ideal location as it is next to the river walk. Rooms clean and comfy.,,"Phoenix, United States",7 ,,5.0,
Date of stay: July 2017,jessica4711,Excellent place to stay,"On arrival at hotel at 2am ..very lovely welcome, staff very attentive and helpful. Our room was very comfortable ,beautifully appointed and spotlessly clean. Food both in restaurant and room service was of excellent standard.. Hotel centrally located to shops  in landscaped garden setting around pool. Highly recommended",,"Perth, Australia",13 ,9 ,5.0,
Date of stay: July 2017,vickew2016,Great location,A really nice hotel in a very good location. Unfortunately they were not able to give us a double bed as requested and gave us singles. When we told them we were not happy they said that they would move us the next day. We checked with reception twice the next day and rang several times but got nowhere with moving. Finally I got angry and explained that this was spoiling the start to our holiday and wasting part of our time in Singapore. We then got 3 people to our very small room to help us move to a bigger room with a double bed. We were not the only couple with this problem we talked to another couple who were also not given the room they booked. We are in the hotel the first night as too tired to explore and found the seafood buffet very expensive for very average food,,"Middle Swan, Australia",53 ,53 ,4.0,
Date of stay: July 2017,Superman391,Nice stay in downtown Singapore,"I liked my stay here as the hotel is well located to Chinatown, Boat Quay and shopping, bars and restaurants. My room was nice, comfortable and well appointed. Comfy bed mean't I got a great sleep. Best thing though was the friendly and welcoming staff. I'd recommend this hotel for location, facilities and comfort of stay.",,"Wellington, New Zealand",4 ,,4.0,
Date of stay: July 2017,mattwcasey,"Clean, welcoming, friendly and first class","We has a lovely time, the hotel is well situated the amenities were first class and the service was top rate.  Thoroughly enjoyed staying and will come again.  We particularly enjoyed the club where we could meet other guests from different parts of the world ",,"Goulburn, Australia",2 ,,4.0,
Date of stay: June 2017,Sheena B,"Good location. happy, polite staff",Checked in after midnight. Staff very friendly and polite.  Room slept two adults and two teenage children. Bit of a squeeze as there was an extra bed at our request.  Still comfortable.  Room service was great and staff very helpful and polite.  Had a balcony which was nice.  No noise in room day or night.  Room cleaned well each day. Only small issue was my height and the bath entry to the shower.  Was a bit awkward.  If you are short then maybe ask about shower entry.  Overall a great place to stay and staff extremely helpful and polite.  Nice welcome fruit drink available on returning to hotel in the afternoons.,,Caversham,5 ,1 ,5.0,
Date of stay: July 2017,paulteo888,Good staycation location,"This is my third staycation and so far its the best hotel, very convenient, clean and very comfortable room, with good supply of quality beverages. Nice environment. I would definitely recommend to my local and foreign friends. ",,,1 ,,4.0,
Date of stay: July 2017,trisSydney,Great hotel for toddler who walks around a lot,"We chose this hotel with our 1.5 year old in mind & also because Singapore can be hot & humid right under the sun. It's located on the pedestrianised tree shaded areas along the water (good with pram). Across Clarke quay Central train station which means we can go quickly to other destinations. The mall building across was great for shopping and lunch.  We got a cot guaranteed when booking & cute swissotel doll with it.  The big highlight is the multi pool area on the podium and the fish pond. The cafe next to the pool is large and has fans, great for winding down.  Take the rooms which are on the upper floors, they are renovated with yellow flowers carpet. It looks nicer.",,sydney,12 ,3 ,5.0,
Date of stay: June 2017,remod946,Good location - poor customer service.,"Convenient location to Clarke Quay on the doorstep. Pool area was nice. Rooms are fairly small with nowhere to sit other than bed or desk chair. Concierge staff were fantastic and couldn't have been more helpful. Reception staff very average. Food and beverage staff were significantly lacking in any customer service skills. Room service food was atrocious in price, quality and quantity and breakfast buffet was expensive ($85 per day for two of us) very average food. ",,"Perth, Australia",4 ,1 ,2.0,
Date of stay: June 2017,Ckcairns2009,Great location,Terrific location serviced by lovely staff. Pool area great for kids.  Rooms are renovated and are clean and modern.  Would recommend staying there in an instant and look forward to another stay there in the future.,,"Cairns, Australia",5 ,,4.0,
Date of stay: July 2017,Qiu J,Swissotel merchant court,"Waiter, Prince service is good. Food is great. Variety not bad. Everything is great.  Worth the value. Service are great. Environment is very clean and beautiful. Will come back in future. Will refer Friends to come.",,,1 ,,5.0,
Date of stay: July 2017,Frankypanky1978,"Great, great great - my favourite hotel","We come here for several years now: great location, excellent service level, and very nice and especially clean rooms. After the refurbishment all rooms are lighter, brighter and more sophisticated. The equipment is up to date and you even get your free gadget for your stay - a smartphone inclusive minutes - very nice. However, besides all the thigs which others mentioned before in their reviews I want to praise the general manager and all his staff. Whenever we come back here, it feels like coming home.  What I like most about the hotel: friendly staff, nice and clean, perfect location next to Clarke Quay and the smrt station.  I suggest this hotel to everyone.",,"Zurich, Switzerland",21 ,8 ,5.0,
Date of stay: July 2017,derekang1980,Outstanding F&B location,"Was having dinner with my friends at Ellenborough Market Cafe there and let's just say it exceeded all our expectations!  The food was well done and the service was exceptional! The staff were polite, attentive and extremely service oriented!   Being a faithful supporter of Starwood, I have come to believe that The Ellenborough Market Cafe exceeds all my F&B Dining so far amongst so many restaurants and hotels across the globe!  Attention to details, service finesse as well as the warm hospitality of all the staff especially Steven the restaurant manager who led the entire team to such great heights is worthy of commendation!   As they say great food is becoming common place in Singapore, but coupled with great service is indeed a rarity! ",,Singapore,283 ,185 ,5.0,
Date of stay: June 2017,John B,"Great Location, First Class Hospitality!","Fantastic Hotel!!!      Swissotel Merchant Court offers almost everything a hotel guest in Singapore could ask for!  (#1) Location:  Right in the heart of Clarke Quay, you are literally surrounded by high quality restaurants, bars, clubs and the Singapore River.  (#2) Luxury:  Swissotel does it right!  Luxurious rooms and well trained staff cater to your every need, making your stay a memorable one.  Have a drink at the newly redone Crossroads Bar at lobby entrance or take your family swimming at the private Swissotel Merchant Court pool and water slide.  (#3) Access to Everything: the Clarke Quay MRT metro station is literally right across the street, giving you access to any MRT location in the city. Or if you prefer, take a taxi, queued up at the hotel's entrance.  (4)",,"Bournemouth, United Kingdom",7 ,6 ,5.0,
Date of stay: June 2017,54Aussie,Great location,The Swissotel Merchant Court Singapore is our favorite hotel in Singapore. It's great location right next to Clarke Quay makes this a must stay for us. The bars and restaurants in 5 minutes walking distance make this hotel our best choice in Singapore.,,,238 ,61 ,5.0,
Date of stay: July 2017,wilsonhocw,Excellent Hotel but Disappointing Service at the Ellenborough,I would have given 5 stars rating if not for the poor service at the Ellenborough Market Cafe !  5 stars for check in :-  Checked in hotel was a breeze and greeted by friendly and courteous staff at reception. Was surprised and delighted that our room was upgraded to the 11th executive floor.   5 stars for housekeeping :- Request for additional roll-away bed was met promptly and housekeeping staff was friendly and attentive to our additional needs.,,"Singapore, Singapore",1782 ,75 ,4.0,
Date of stay: June 2017,magg777,Another good stay,"We recently stayed again at this hotel and were happy that everything was as we remembered. The rooms are lovely, the breakfast is superb but most of all the staff are amazing. When we asked to change our room to a higher floor we had to wait a couple of hours for room cleaning, but we were given a room to use in the meantime, instead of having to wait in the lobby. Room cleaning staff were competent and friendly and quick to provide anything we needed. I'd like to give a special commendation for young Amanda in the Executive Club lounge - she is a real asset with her attention to guest needs and intelligent and friendly service.  The only draw back to staying at this hotel is that if you're a smoker there are no smoking areas in the hotel, not even on balconies (which I found",,Perth Australia,38 ,8 ,5.0,
Date of stay: July 2017,Bradwa76,Located in the heart of it,"Great location. MRT station right at the door, taxis, bars and restaurants within easy walking distance and so close to Chinatown.   We were able to get around so easily and the rooms were well appointed, well serviced and the staff were friendly and helpful.   We had the buffet breakfast one day and whilst the quality of the food was excellent it was very expensive compared to other options nearby.   The pool and gym were well equipped and all in all it's a great place to stay. ",,"Brisbane, Australia",36 ,6 ,5.0,
Date of stay: July 2017,Zachary C,"Great room, staff and food","Being newly refurbished, the room was clean and modern. Having a mobile phone with data and calling service was a very nice touch for getting around and exploring Singapore. Service from the staff was great, and the food at the breakfast buffet and Chinese dinner was excellent!",,Clayton,3 ,1 ,5.0,
Date of stay: July 2017,491richardryans,Relaxed,"The receptionist provided a complimentary room upgrade for me since the roomed I booked is not yet available during time of arrival. Room facilities were ok, not much to watch on the hotel cable channel. Wifi is fast and very accessible on the tourist ares.",,"Cabuyao, Philippines",1 ,,4.0,
Date of stay: July 2017,광진 김, very good cocktails bar!!!,"I came here frist time..The crossrods is famous in clarke quay. So i visited here.. I want drinking  beer.But i asked Olivia , She recommended and Introduced me about cocktail and tapas.. mojito..And  misogod.. It's my first time..really very nice..and then good feeling...  Also I tried Olivias hers drink it was very amazing..Really amazing... i like drinking  cocktail here.... Really i like here... And Olivia she is very kind and good bartender!   i will come here next time with my friends.  Thank you for amazing experiences",,,5 ,,,5.0
Date of stay: July 2017,piyanitm,Great experience staying,"Nice room, nice location, good quality and variety breakfast  I love the room with soft bed and nice pool view. I either favor the hotel services and the breakfast service - soooo many good quality and varieties of food. There are many bar and restaurant surrounded that I can walk and drink with friend. ",,"Bangkok, Thailand",1 ,,5.0,
Date of stay: July 2017,Andrew T,Service Outstanding,"My family and I just spent 3 days and I cannot recommend the service at this hotel more highly. Both my wife and I travel extensively with work and both of us agree that the service provided by this hotel was the best we had ever experienced.  It began back in February with their excellent responses to my enquiries, then with an upgrade on arrival, and the attention to detail in our rooms, the notes of welcome, the note of concern when our youngest child was ill and required a visit from the GP....the list goes on.  Thankyou to the team at Swissotel Merchant Court. An outstanding experience that was a highlight amongst a week of great memories. The Tailor Family.",,,1 ,2 ,5.0,
Date of stay: June 2017,williambY630RZ,Bill Baxter,The staff in this hotel make you very welcome from reception to departure. This was my second stay and I loved the renovations that have been done. The executive lounge is a pleasant place to relax and have a drink and a few nibbles before a night out. I would recommend this hotel to anyone visiting Singapore and of course having the MRT next door is a bonus,,"Perth, Australia",1 ,,5.0,
Date of stay: July 2017,SingaporeVirgo,Birthday dinner in July among friends,"We had the buffet for a dinner celebration. The spread was excellent ranging from peranankan delights to crayfish, crabs and plentiful quantity of excellent local desserts. Very rarely do I consume desserts at buffet but it was obvious that they took pride in their food preparation and it was an excellent decent quantity spread with a few highly recommended choices like durian penyat and muah chee.   Benjamin the manager was very attentive and offered a substitute to one of our vegetarian guests as she could not partake in the wide range of dishes. I felt that this was extremely commendable considering it was a busy Saturday evening and it's a buffet style restaurant. He has a keen sense of observation.   We had a minor accident when the server spilt a bowl of soba on a little",,Singapore,63 ,18 ,5.0,
Date of stay: July 2017,Tanys B,Highly recommended.,"Lovely relaxing stay, very comfortable spacious room, delicious buffet meals, friendly staff, great location. Near to Chinatown and Botanical Gardens. Plenty of restaurants nearby. Special thanks to Mrinal👍",,,13 ,4 ,5.0,
Date of stay: June 2017,Casper C,Super Friendly Staff. Family friendly, Great gym over 3 levels.  Good for families. Shopping center with great food court across the road. Water slides in the pool. Loved the mini tablet supplied free with GPS to get around without getting lost. It also lets you have free calls when you're out and about.  A short walk across bridge to reach over 20 riverside restaurants.,,"Melbourne, Australia",9 ,2 ,4.0,
Date of stay: June 2017,jareetmrj,Wasn't feel world class hotel grade,"Gym is poor condition of equipment while most of equipment are broke for quite sometime(running lane) and less of equipment choice. The pool, water was not clean enough. The staff for Gym was not feel friendly and helpless. Breakfast was few choice to select and the test wasn't impressed.",,"Bangkok, Thailand",3 ,4 ,2.0,
Date of stay: June 2017,D7612AKelizabethb,Beth,"Swissotel Merchant Court was an excellent destination for a three generational holiday. We were accommodated with adjoining rooms which was great for a family holiday. Beautiful hotel, beautiful rooms",,"Perth, Australia",1 ,2 ,5.0,
Date of stay: November 2016,Phreys,Competent and clean,"To be clear, we were pleased with our stay here and would stay again. It delivered on its promise (except for the showers, but hopefully they'll have fixed that problem by the time we visit again): clean, modern, large rooms, good gym, good breakfast buffet, good location, nice pool bar/restaurant. But there's nothing stand-out here, at least, nothing that separates it from the mass of similar places available to any traveller. This isn't a criticism of course, at this price range hotels like this don't stand out.  What counts is, 1. service: good 2. concierge and floor staff: great 3. clean, good space, good bed, good showers: 3 out of 4 here 4. if the bars and restaurants are good it's a bonus, but let's face it, unless you're here on business you'll probably aim to dine",,"Sydney, Australia",164 ,71 ,3.0,
Date of stay: July 2017,Bao P,Great location,Room studio 589 perfect view to collyer quai with balcony. Hotel old yet renovated . Will come again. Breakfast good. 15 minute drive to airport. Nice pool . Gym. One minute walk from collyer quay restaurants and bars,,,147 ,9 ,,5.0
Date of stay: July 2017,ABCDS6023,Awesome hotel,Excellent staff service and hotel. The best part was the buffet breakfast with a range from western foods like hash browns to Singaporean dumplings and the like. The staff were very nice especially Max a regular staff member at our table. All in all an amazing stay. ,,"Perth, Australia",16 ,4 ,5.0,
Date of stay: July 2017,Bic-tastic,Overall a good hotel,"Stayed for a week. Rooms very clean. Beds are very firm (too firm for my preference, but similar to what I have found in other Asian hotels). Great location close to MRT station, short walk to Chinatown and the river front. We did not get breakfast included and to eat at breakfast buffet cost is approx $40 per person. Unless you are a really big eater the value is not there and food is average (although there is a lot of options).  In the basement of the shopping centre across the road is a cheap food court style eatery (local food) if you are trying to find a low cost dinner - chinatown also has cheaper eats as well. ",,"Brisbane, Australia",87 ,40 ,4.0,
Date of stay: June 2017,AMCSOA,"Great location, not great customer service","Great location to see all the sights of Singapore. Terrible check in  and out service that was inefficient and long. Restaurant staff were also not very good at getting people seated at their tables and both days we had to chase staff in order to get drinks. By around 10am they stop bringing out new food but continue to seat  people at tables, so the selection of food was very poor",,"Surrey, United Kingdom",16 ,6 ,3.0,
Date of stay: July 2017,intorox61,Central location in big corporate style hotel,"If you want to enjoy the nightlife in Singapore and don't mind the hustle and bustle, this is a good location.   MRT is just around the corner and loads of restaurants within a short walking distance in the walking mall.  Admittedly it's a large, actually massive, hotel. Our room was at the end of a large hallway.  It took a few minutes to get to the room.  We upgrade to a ""balcony room"" upon arrival but frankly hardly worth the money. The balcony is very small and doesn't much to the room.  Service is friendly and top notch.  I could find fault in it.  Didn't try the pool but certainly looked inviting.   Fort Canning park is a short walk away and worth a visit.  ",,"Perth, Australia",145 ,88 ,4.0,
Date of stay: June 2017,Diane T,"Comfortable, friendly, clean and wonderful location.","This was a return visit to the Swissotel Merchant Court, chosen this time for location and convenience (a simple taxi ride from the airport).  We were pleasantly surprised to see lovely renovations, same professional, friendly staff we have experienced before, in upgraded surroundings.  Our room was a good size, on 8th floor, street views, comfortable bed, very clean, good amenities including Nespresso Machine, TWG teas, free wi-fi, lovely toiletries, and a pillow menu.  The breakfast area has also undergone renovations and is especially attractive, with superb buffet menu offered including fresh coffee and tea. Great standard of housekeeping for our 4 day stay well worth a mention. The only disappointment for our stay, which was fairly insignificant, was deciding to dine at the",,"Melbourne, Australia",140 ,54 ,5.0,
Date of stay: June 2017,tanggu0,Overall a great stay,Bathroom amentities were great. Bathroom cleaniness was good (some stains on the bathroom door). Bed was also very comfortable. Service was good. Room temperature took a long while to get cool. Curtains couldnt fully cover then windows.,,,1 ,,4.0,
Date of stay: June 2017,713judithk,Swissotel Merchant Court,If you go to the zoo while there it is best to get a taxi. The cost is worth it. The Swissotel was a great place to stay as it was in walking distance to the main tourist areas. There are heaps of eating places at the back along the river. Staff went out of their way to help.,,"Brisbane, Australia",3 ,,5.0,
Date of stay: July 2017,mark-hk123,"Great location, good hotel but small pool",Stayed for 2 nights in July   Positives  + friendly staff + great service + great checkin very quick and cases delivered and shows you facilities in room + Nespresso machine with free coffee in room + Breakfast excellent  + location is excellent   Negatives ~ Pool very small - no sun loungers free during visit - little dated in bedroom / hallway  - if you arrive for breakfast at 10 not all items get refreshed although breakfast available to 10.30  Overall very good hotel just small things like sun loungers all used otherwise recommend to stay  ,,,22 ,43 ,4.0,
Date of stay: June 2017,Janet-PerthWA,"Wonderful stay, should have stayed longer","Excellent location, perfect staff, nice pool, travel agent recommended a different hotel but I thought this sounded better and I was proven right. Perfect choice for us, and I look forward to returning again.",,Perth,72 ,75 ,4.0,
Date of stay: June 2017,Rachel L,Great location ,"Hotel is very modern and the bedrooms are lovely. The pool is good but there needs to be more sun beds.  The best thing about the hotel is it's location. It's right by the train, shops, restraints and night life (5min walk).",,"Haywards Heath, United Kingdom",74 ,44 ,5.0,
Date of stay: June 2017,Angelo442014,Excellent,Stayed at Swissotel Merchant Court for 3 days with the family.  Very good location and good hotel for families and business visitors alike.  The service and facilities in the hotel will suit all types of travellers.,,"Rotherwick, United Kingdom",32 ,29 ,5.0,
Date of stay: June 2017,Markyrn,"Great location, great service, perfectly adequate rooms","The location of this hotel is great, Raffles is a 15 minute walk away, Marina Bay Sands is max 25 minute walk, shops and food and metro stop in close proximity. The staff are super friendly and helpful. Rooms are fairly basic but well appointed, nice size of bathroom. Good mid-priced hotel, would stay again.",,"London, United Kingdom",64 ,62 ,4.0,
Date of stay: February 2017,Peter T,Family friendly and great location!,"We went with this hotel with two major requirements: (1) needed to be kid friendly and (2) located in the heart of Singapore and close to a subway line.  The hotel definitely exceeded on both of those!  The kids loved the pool; it was separated out to a big one and a kiddie pool - both with slides that they loved.  It was never too crowded in the pool area.  The adults enjoyed the poolside service and ordered drinks as the kids played.  The location is right next to Clarke Quay: a great area with restaurants, drinks and shopping.  It was also within walking distance to Chinatown and a quick one-stop subway ride to Little India.  Location was wonderful and convenient.  Staff was very helpful and accommodating; we needed a very early checkin (6 AM) and they were able to help",,"Shanghai, China",17 ,25 ,5.0,
Date of stay: July 2017,lunasea65,Wonderful Wedding lunch,"We just had our wedding lunch on 2nd July 2017. It was a great and smooth wedding experience for us at Swissotel Merchant Court. We would like to extend our appreciation to the banquet captain, Sean Goh, whom is very attentive to the guests and our needs. He have done a great job in managing the entire lunch in terms of services and time management. Keep up the good work!",Trip type: Travelled with family,"Singapore, Singapore",1 ,,5.0,
Date of stay: May 2017,AivanNguyen,Grear location,The hotel location is very convenient for visitors to explore Clarke Quay area. It's across MRT and next to the river. My room has the beautiful view over the pools and river. Excellent service by providing each room the cellaphone with free internet and 4G so guests to use when going out. Would recommend this hotel to friends and family and definitely would come back again.,Trip type: Travelled on business,"Ho Chi Minh City, Vietnam",8 ,1 ,5.0,
Date of stay: June 2017,hossein2017,Very Good,"The only problem was the noise from other rooms, specially the doors shutting sound was unusually loud and disturbing. The Hotel is located in one the best places in the city, beside the bank of the river in Clarke Quay,reachable from other part of the city by metro.",Trip type: Travelled with family,,1 ,,4.0,
Date of stay: June 2017,jillkC6037MR,Wonderful position amazing staff  will return,"The position of the hotel within a 2 minute walk to Clarke quay and 10 minutes to China town made going out for dinner and drinks very easy with so many choices . Easy to get to everywhere in Singapore by taxi or train . The staff were amazing , friendly , smiling and helpful , full of information . The pool bar and pool was an afternoon highlight after a busy day sightseeing. The club floor is worth it and drinks and canapés before going out for dinner and more helpful smiling faces . Had the most wonderful holiday, will be back .",Trip type: Travelled as a couple,"Brisbane, Australia",13 ,13 ,5.0,
Date of stay: June 2017,733iany,Good Location - Good Service,"warm friendly and very efficient service - would recommend to friends and will book again.
Location is excellent. Did need more information in the room re their Restaurants and what they
offered in house. Hotel perhaps looking a little tired in places.",Trip type: Travelled as a couple,"Upper Hutt, New Zealand",1 ,,4.0,
Date of stay: June 2017,Vikas L,Nice hotel at a very good location in Singapore,"Located in the heart of Clarke Quay, across Read bridge, in the vicinity of all the night life and right next to the MRT. A very desirable hotel with well appointed rooms and a nice looking pool. Although i did not use it their spa is pretty well known for the experience. Infused water in the lobby quite refreshing before heading out in the humidity. Comfortable rooms with nespresso coffee maker in the swiss advantage rooms on the higher floors. Although facing the street or the quay rooms still pretty quiet and had a very peaceful good nights sleep. House keeping always prompt and caters well to the needs. Had initial hiccups in reservation but was well sorted by the reservations team although the prices had fallen a day prior, they blamed it on a technical error which I felt wasnt appropriate, they should have just price matched. Overall a good place to stay in for your holiday",Trip type: Travelled as a couple,"Bengaluru, India",53 ,32 ,5.0,
Date of stay: June 2017,Kim,A Big Hotel with all the advantages of a small hotel.,"Singapore has many Very Big Hotels, and V. B. H.'s have a tendency to be rather impersonal, treating their guests as numbers rather than individuals.
The Merchant Court has all the advantages and amenities of a big hotel - excellent laundry service, pool, terrific gym with the latest exercise machines, good restaurants - but isn't so big that it forgets the individual needs of its guests.
We found that if you need something, or an aspect of the hotel doesn't suit you, the staff at the hotel pay attention and do their best to help.
We, like most Singpore travellers, arrived at an odd time after a very long flight, and the young woman on the reception desk, Nayan, could not have been more welcoming and friendly and super-efficient. She even escorted these two tired and bewildered travellers up to our room. Such great personal service. And the room - quiet, fresh, spacious, with an excellent work desk and very comfortable bed and super bedlinens - was just the restful place we needed to recover from all our travels.",Trip type: Travelled as a couple,"Auckland Central, New Zealand",9 ,5 ,5.0,
Date of stay: June 2017,KJames29,As close as close can be and a free phone to cal home on!!,"A hotel that not only is well located but looks after its guests well.
From here you can walk almost anywhere in Singapore centre, perhaps a bus or taxi or underground for Botanical Gardens but transport network is simple to use if you don't want to walk. We had a late flight home so were able to use the outside pool in late afternoon, shower and leave refreshed for flight no extra charge. Rooms good if a little on small side but bigger than NY hotels! Did I say a free phone? Free calls to UK on android smart phone that you take out and use to google etc. no catch. Not all destinations covered by free calls but UK was.",Trip type: Travelled as a couple,"Preston, United Kingdom",132 ,100 ,5.0,
Date of stay: June 2017,m325075,great location and staff,"Stay at this hotel for 5 night. Hotel is at 10 min from chinatown and right beside the mrt, which is very convenient if you want to take public transportation. Hotel is ok and the pool is small. But the most important is the room is clean. There is two things that is great: 1) the handy cell phone that is complimentary, which mean you can use it to call local, some international and use data mobile ( google and mobile purchase, 2) staff: people are very helpful specially Allen at the front door.

In the end, i recommend this hotel and would come back.",Trip type: Travelled with family,"Montreal, Canada",11 ,4 ,5.0,
Date of stay: April 2017,Kiwifamz,"""Everything...and more!""","Can't say enough about this fantastic hotel! We absolutely loved our stay with Swissotel Merchant Court. Perfect location next to Clarke Quay, restaurants, Chinatown, MRT and a mall across the road. Stunning refurbished decor, warm and welcoming and we loved our room that overlooked the city with a balcony. Impeccably clean and maintained. Their Market Cafe does the best buffet breakfast in Singapore...outstanding food! But without a doubt, we were very impressed with the staff and the level of service we received during our 8 day stay here. They were very helpful, friendly and professional, particularly the Concierge team. Thank you Mike (concierge) for your wonderful service, advice and knowledge. We will definitely stay with Swissotel Merchant Court again!",Trip type: Travelled with friends,"Wellington, New Zealand",4 ,,5.0,
Date of stay: June 2017,Kerri H,Great hotel,"Both my wife and I stayed in a Premier King room and could not have been happier with the way staff were always willing to assist with any thing we required. Staff are well informed about how to get to different areas and sites. Always a friendly greeting and smile when we left or returned. Bonus is the complementary smart phone which you can use to book tours, phone home and local for free. We rang Australia on a couple of occasions. Also has a GPS for getting around. Central to shops, China Town and opposite Clark Quay. 20 minutes to Changi Airport outside busy hours of 3-4 of an afternoon",,"Gold Coast Hinterland, Australia",112 ,65 ,5.0,
