date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: February 2017,william771,Business convenience,"This would be one of my favorite hotels in Singapore , but not always affordable subject to the time of year. Everything just works well and the staff make the stay quite seamless.. Close to Clarke Quay on one side and local shopping and cuisine on the other a good mix of cultures.",Trip type: Travelled on business,wellington,1 ,,5.0,
Date of stay: February 2017,Susan A,Great stay at the Park Regis Singapore,"The room was smaller than expected (queen size bed) but it was very comfortable. Everything is efficiently tucked away. The shower was amazing. Loved the rain head shower. The hotel staff were one of the best that I had ever come across. So friendly and made sure our stay was going well. The best part about this hotel was that they offer you a free Handy Phone, with unlimited calling to certain overseas countries, as well as unlimited local calling incoming and outgoing. Also gave us unlimited 4G data. We chose not to have their breakfast as there's a lot of food options nearby, but it looked delicious.",Trip type: Travelled as a couple,"Hamilton, Canada",1 ,,5.0,
Date of stay: February 2017,336bettina,Excellent.,"Super friendly service. Beautiful rooms. Good location, many attractions around by foot or MRT.
Wonderful pool, waterfall. Delicious breakfast. Outstanding omelettes. Special: guest room with shower and access to pool for late flights",Trip type: Travelled with family,"Stuttgart, Germany",2 ,,5.0,
Date of stay: January 2017,Golf_Focus,First time visitor to Singapore,"Our first visit to Singapore was an eye opener.

The Park Regis looks after their guests in more ways then one. But the one that stands out the most is and is the most impressive is that your in-room phone is a mobile that you can use for local & international calls to certain countries. surf the web or google maps to get around.

The room décor is modern dark with a splash of colour. Spacious for a single guest and Comfortable for a couple. The staff are more then helpful when asking questions about the local area.

The location of the of hotel is ideal for those that want to be close to the restaurant scene. Its within walking distance of most places.

Room 331 faces over the swimming pool, its an amazing view.",Trip type: Travelled as a couple,"Rosehill, Australia",238 ,55 ,,5.0
Date of stay: February 2017,mrmistrym,Superb,Was really happy to stay over at your property though was a very short trip did not get to use any facilities provided by the hotel. In my next visit in March or April will make sure my stay is longer then can try out your facilities.,Trip type: Travelled on business,Mumbai,1 ,,4.0,
Date of stay: February 2017,Dan GIeebitz,Excellent Location,"Very nice hotel and well situated for the main sightseeing attractions, all of which we were able to walk to from the hotel. We stayed for two nights and felt we were getting value for money compared to other more expensive hotels in the area.",Trip type: Travelled with family,"West Sussex, United Kingdom",23 ,8 ,4.0,
Date of stay: February 2017,mrnugrohoj,A glance of oasis in the city,"A chick hotel with excellent service. Room arrangement is simple yet nice, food is good. But you can't stand with staffs' friendliness and helpful attitude. They will warm your heart at first you step in and it keeps continuing until the day you checking out. I have been there twice, and my rate isn't change.",Trip type: Travelled on business,Jakarta,1 ,,5.0,
Date of stay: January 2017,Robin L,Great welcome to Singapore,"Great base for exploring Singapore. Check in/out was very efficient. Room was fairly small but perfect for what we needed it for. Very clean (like all of Singapore) and decorated nicely. Bathroom was a bit different gaps above the shower & toilet door meant felt a little less private didn't bother us but I can see it would to some. Good quality toiletries. Also had a""handy"" smartphone in the room to take out with us. This was a great -free web browsing, special offers and travel guides. All in all great value ideal location.",Trip type: Travelled with friends,"Edinburgh, United Kingdom",37 ,8 ,4.0,
Date of stay: February 2017,mrsleaneye,Clean and good location,"Clean,comfortable room. Shower and toilet off of bedroom with glass doors. Little privacy and no ventilation. All staff friendly and very helpful. Near Clarke Quay and Chinatown .Walking distance of many attractions.",Trip type: Travelled as a couple,Hornchurch,2 ,,4.0,
Date of stay: February 2017,Irene,My review,This hotel is so central for touring Singapore. Staff very helpful. We had a room with pool access which was amazing. Very clean hotel with a lovely pool. We recommend this hotel for sightseeing. ☺☺☺☺,Trip type: Travelled as a couple,Bristol,7 ,3 ,5.0,
Date of stay: February 2017,270stephen,Stayed before cruise,"Good hotel for location to Clarke Quay and Chinatown, with an easy walk to MTR. Cheaper food and drinks along bars and restaurants outside, along river front. Look for Happy Hour! Singapore is very clean and seems very safe to travel around.",Trip type: Travelled as a couple,"Perth, Australia",8 ,8 ,4.0,
Date of stay: February 2017,diverdave20,Great stay in Singapore,"I have traveled to Singapore many times, and Park Regis has been a favorite place for me to stay.  The location is perfect, it is a short walk to Chinatown and Clarke Quay, and a very close and convenient MRT station.  Park Regis is very comfortable and accommodating, without feeling like you are staying in a huge crowded hotel.  I always enjoy the pool and the gym, which are important for me when I'm away from home for long periods of time.  The staff are always very friendly and helpful, James at the front door always remembers me by name, and goes above and beyond to make my stay as pleasant as possible.",Trip type: Travelled solo,"East Moriches, New York",25 ,53 ,5.0,
Date of stay: February 2017,Douglas M,Good location,"Room door problem (can be fixed)
Nom sun in pool area (cannot be fixed) Enjoyable stay and perfect for a short business trip
Location excellent for easy transport and for all the many restaurants in the Clark Quay and Robertson Quay areas",Trip type: Travelled on business,"Austwick, United Kingdom",10 ,,4.0,
Date of stay: February 2017,26Hase11,Perfect stay,"Great location, very friendly staff, very clean, nice pool.
Room-size is sufficient. Bathroom is stylish but not completely separated. Excellent shower.
Breakfeast is good but not superb.
Would stay here again.",Trip type: Travelled as a couple,"Cologne, Germany",34 ,40 ,5.0,
Date of stay: February 2017,mrguiantp,Good hotel in Singapore,"Good value. Great location. Very courteous staff. Would stay here again. Hotel was very accommodating. Close to the MRT. Clarke Quay is definitely the nightlife spot for tourists. A lot more to Singapore, but start here.",Trip type: Travelled as a couple,San Diego,1 ,,5.0,
Date of stay: February 2017,msterrebonnej,Park Regis Hotel,"The hotel was within walking distance of Clarke Quay, Chinatown and MRT stations. The room was small but fine for myself. The room came with a hotel cell phone that could be used for international calls, internet and GPS maps when wandering around. The hotel staff was very friendly and accommodating. I would stay here again.",Trip type: Travelled solo,Apo,1 ,,5.0,
Date of stay: January 2017,Srikrishna Boyapati,Good location ,"The hotel is right across the road from the Clarke quay mrt station. The location is really good walking distance to a lot of bars and restaurants and also China town. The staff are very helpful and friendly especially the concierge. The breakfast buffet is ok. They had 24 hours room service which was prompt. The room I stayed in was good. It's good for a couple, probably too small for a family.",Trip type: Travelled solo,"Vijayawada, India",39 ,48 ,4.0,
Date of stay: January 2017,Meredith D,Great Location and Nice Staff,"I enjoyed my stay at the Park Regis while in Singapore for a 3 day trip. I will say the best thing Park Regis has to offer is their professional staff. They were helpful and welcoming from the minute we entered the building to the morning we left. The location was in walking distance to public transit, which was wonderful. It was a clean hotel with a bonus of an amazing pool! The only downfall was how noisy the hallway was. I honestly don't think it was the hotel's fault, but every morning we had groups of kids and adults speaking loudly and yelling down the hall. None the less, a great stay and would recommend to anyone.",Trip type: Travelled with friends,Versailles,10 ,4 ,4.0,
Date of stay: February 2017,paulregan5,3 night stay,"The hotel is excellently located just opposite Clark Quay. Staff were very friendly and helpful. Room was comfortable and quiet and pool was lovely. Only complaints were the gym which was too small, cramped, and with mainly very old or broken equipment. Also food and coffee shop service was very average. But all in all the hotel gave good value for money.",Trip type: Travelled on business,"Lincoln, United Kingdom",2 ,,4.0,
Date of stay: February 2017,DLGJ,Very good hotel in good location,We stayed for two night stop over and enjoyed the time in the hotel. Breakfast caters for a fairly wide variety of tastes and everything was enjoyable. We did not use the swimming pool as we did not have time. Evening meal menu was ok and we ate there both evenings. We would stay there again if ever in Singapore.,Trip type: Travelled as a couple,"Derby, United Kingdom",95 ,40 ,5.0,
Date of stay: February 2017,HatulaCat,It's ok,"It's a perfectly ok hotel to stay at, but you can get more value for money at other properties in Singapore.  The Park Regis rooms and facilities are a real let down when you get there in person.  The location is excellent though.",Trip type: Travelled on business,"Sydney, Australia",66 ,29 ,3.0,
Date of stay: February 2017,erik595,Very good hotel,"The hotel is on a very good location. The rooms are nice and clean with airconditiong and a good bed. The breakfast had a large variety of choices and was delicious. The service was very freindly and helpful. So, I can recommend this hotel!",Trip type: Travelled on business,Gouda,1 ,,4.0,
Date of stay: May 2016,Gregor K,"Once Park Regis, Singapore, always...","Irrespective of the price you pay for a hotel only few successfully attempt to make you feel home away from home. I spent about seven months at the Park Regis and was really taken care of by pretty much everybody of the staff. What makes all the difference in the world is the attention to detail and the genuine friendliness of the staff. Although it is an upper middle class hotel, the service is definitively that of a first class hotel anywhere in the world.",Trip type: Travelled on business,"Gifhorn, Germany",6 ,1 ,4.0,
Date of stay: February 2017,Rudolf J,Excellent location and value for price,"Spent three great days, the hotel is perfectly located for touring and nightlife. Rooms are quiet and airy, not too big but just right for a short stay. The pool is very prominent and relaxing. Will gladly return.",Trip type: Travelled as a couple,"Winterthur, Switzerland",130 ,59 ,5.0,
Date of stay: February 2017,goldlegoman,Service with a smile,"We stayed here for two nights en route back to the UK and could not have chosen a better and friendlier hotel for this purpose. Despite arriving at 0500hrs we were welcomed, offered showers, coffee, luggage storage facilities, booked for breakfast and promised early occupation of our room which was achieved by 0915hrs.
Our room was modern, spotlessly clean with full facilities including dressing gowns and slippers.
Breakfast was most impressive with a wide variety of food to suit all dietary requirements. All members of hotel staff were friendly, attentive helpful and always smiling - nothing was too much trouble for them.
The hotel is well located within easy walking distance of Clark Quay with its nightlife and eateries and a short taxi ride or an evening boat trip from the Gardens in the Bay.
Singapore is a beautiful city full of interest both historical and modern and the architecture stunning.",Trip type: Travelled as a couple,Nottinghamshire,13 ,1 ,5.0,
Date of stay: February 2017,MrHsuHungChang,Quick Singapore get-away,"Excellent value overall.  Convenient to downtown.  Comfortable and well-appointed, though the rooms we chose may be smaller than we are used to.  Excellent service overall.  The first floor lobby may be a little tight and breakfast choices might have been better.",Trip type: Travelled with family,"Hsinchu, Taiwan",1 ,,5.0,
Date of stay: February 2017,Lorriman,"Good hotel, great location","Nice hotel, great location. Rooms were a little small but perfect for our stop over. Bed was comfy, shower was really good and everyone that worked at the hotel was really friendly and helpful! They also give you a free mobile phone to take out with you so you can use it for google maps, reviews, bookings, calls etc. Best idea ever!!",Trip type: Travelled as a couple,"St. Albans, United Kingdom",7 ,6 ,4.0,
Date of stay: February 2017,mrsbelfittr,Amazing pool access,"I found this hotel to be one of only a very few that was affordable with a luxurious edge having the pool at my doorstep. I had a buffet breakfast everyday, good, but could have had a few more options in the hot food area, and needs a greater selection of fresh fruits . Overall adequate with an amazing egg station run by a super chef. Being an Aussie, they had Vegemite with the toast section, superb.",Trip type: Travelled with family,Bicton,1 ,,4.0,
Date of stay: February 2017,Shafeez S,Super friendly staff. Great Pool and Gym. Room was minimalist yet very awesome and perfect.,"Room can be a little bit cramped if not staying Solo, but what lacked in space is duly compensated with all the awesome and fully functioning equipments. Love the many but not overwhleming amount of mirrors in the room.",Trip type: Travelled solo,Kajang,7 ,10 ,5.0,
Date of stay: February 2017,filenm,Singapore feb 2017,"Location is perfect. Very nice rooms and especially the window seating area in the room (7th floor, views to the Clarky Quay).
The breakfast/dining area is quite small, so most of the mornings it was a bit diffucult to find place to sit.",Trip type: Travelled as a couple,"Kaarina, Finland",1 ,,4.0,
Date of stay: February 2017,nickP7758FZ,Rather mediocre,"This was the first time I have stayed at this hotel, though I am a regular visitor to Singapore. Good location fairly near to Clarke Quay. The room was small. The range of food available for breakfast was disappointing, though the quality was good. Reception staff were not very impressive - despite me explaining a couple of issues very carefully, mistakes were still made. I felt that their English language skills were not very good, but they pretended that they were understanding what I was saying. In general, though, the staff were polite and tried to be helpful. The price was far too high for this product – Singapore is getting ridiculously expensive, but I have stayed at better hotels than this in the 4 star category.",Trip type: Travelled as a couple,"Newtown, Sydney",1 ,,3.0,
Date of stay: February 2017,JoukoEspoo,Language,"The local english is pretty impossible to understand. Otherwise it is an excellent hotel. The location is perfect, everything is close by and taxis are plentiful as well as public transport. Chinatown is nearby also.",Trip type: Travelled as a couple,Espoo,4 ,7 ,5.0,
Date of stay: February 2017,Lollen94,Holiday,"The room is great and exactly like the photos online, the staff are lovely and the hotel is very clean. The room also has a great view. Conveniently located across the road from clarke quays. Would recommend!",Trip type: Travelled as a couple,"New York City, New York",126 ,35 ,5.0,
Date of stay: February 2017,Kathleen K,"disabled friendly, customer service awesome","I have to be honest the staff here are really helpful especially around the wheelchair I am in, room service was ok , great location and very clean and cosy room we had, comfortable bed and great night sleep.",Trip type: Travelled as a couple,,1 ,,5.0,
Date of stay: February 2017,hr_sandrine,Holidays ni Singapore,Good value hôtel. Well located for visiting Singapour. Bathroom is a bit small and ont vert convenient. Pool is OK. Personnel is nice and always heplful. To be recommended for people looking for a well located hôtel. Thé metro is located near by the hôtel.,Trip type: Travelled as a couple,"Mulhouse, France",15 ,6 ,4.0,
Date of stay: February 2017,naatsuya,"Small room but very clean hotel, just 3 minutes walk to Clarke quay","Got an affordable because of Booking.com's genius discount. Reception staff was very friendly, so as the concierge. Located just 3 minutes walk from Clarke Quay. There you can find various types of restaurants...",Trip type: Travelled on business,Jakarta,1 ,,5.0,
Date of stay: February 2017,mikeh1742016,Small room good location,Very good service. Very good location. Very clean. Cosy room. Close to china town and Clarke key for eaasy transport accrross SG. Would stay again and again if travelling through SG. What more can be said!!,Trip type: Travelled as a couple,"Greater London, United Kingdom",12 ,22 ,4.0,
Date of stay: February 2017,guamgrl145,Small but nice by the Quay,"Small units but if you spend your days out, who cares. Clean, amazing shower, and a comfortable bed round out my top three about this place. The hotel is a very short walk from Clark Quay MRT and from the waterfront which houses tons of restaurants. Great nightlife is around!",Trip type: Travelled as a couple,Hagatna,1 ,,3.0,
Date of stay: February 2017,mryuanhaipingx,Very good memories,"The hotel facilities are very good, the hotel service is very professional.The hotel staff is very considerate,free upgrade the old man's room,also provides a beautiful birthday cake,give us a very good memories.",Trip type: Travelled with family,Hang Zhou,1 ,,5.0,
Date of stay: February 2017,YS S,Compact room with nice view (facing swimming pool),"Room is good, Location is good, Staffs is good and overall is good.
Silent room with great location for any nice place to visit.
Near MRT station and shopping, restaurant is nearby.
Price is reasonable",Trip type: Travelled solo,"Makati, Philippines",23 ,3 ,4.0,
Date of stay: February 2017,Debbie R,Good location,"It's a good hotel for some of the places to visit , the subway is 5 minute walk and Clarke Quay is 2 mins away. China town is around the corner . A taxi from the airport cost 30 Singapore dollars rooms are a bit tired looking and compact but everything is there for you tea/coffee, toiletries, hairdryer, etc",Trip type: Travelled with family,"Prestatyn, United Kingdom",43 ,15 ,4.0,
Date of stay: January 2017,mssda,Great location,"You can get anywhere you want in short time (MRT, Bus 3 Minutes walk).
Clark Quai walking distance 3 Minutes
Chinatown walking distance - 1 Stop MRT
Little India 2 Stops MRT
Bugis 4 Stops MRT
Marina Bay...",Trip type: Travelled as a couple,Berlin,1 ,,4.0,
Date of stay: January 2017,msfrancoisa,A.Francois,"Great Location, staff was really friendly and helpful.. Room was very clean. Overall very happy with everything.  Was a close walk to Chinatown. Would highly recommend it to anyone. If ever I go to Singapore, would stay there again.",Trip type: Travelled as a couple,Dakabin,2 ,,4.0,
Date of stay: January 2017,FlynneH,Convenient and comfortable,Excellent location opposite a metro station and within walking distance of the Quays and Chinatown. Room was small but comfortable and well equipped and all the staff very helpful. Large swimming pool open late for an evening swim as well as an early morning one was a great advantage.,Trip type: Travelled solo,"Cambridge, United Kingdom",31 ,9 ,4.0,
Date of stay: February 2017,Nibaliina,Nice hotel,"Comfortable, clean, perfect bed, good location. Everything wgat you need for hotel. Extra plus for the handyphone what you can use outdoors also. Service after checking out, thanks for that to. Will come back again.",Trip type: Travelled as a couple,Laitila,5 ,1 ,5.0,
Date of stay: February 2017,Smitty,Good facilities average service,"Great location, easy 4 minute walk to Chinatown and subway. The rooms were clean and comfortable. The facilities were very nice. Only drawback was the service, it was average on the helpful scale, some were more helpful than others by far. The handy phone was great for travelling around because of the free wifi.",Trip type: Travelled solo,"Bangkok, Thailand",5 ,,5.0,
Date of stay: February 2017,Keith L,Very nice and well located,Lovely hotel perfectly located for Clarke Quay and the MRT system. Room was very clean and pool a nice size. Breakfast was a bit expensive so we used a bakery restaurant in Central Mall opposite where breakfast was very nice and a third of the price. Would definitely recommend.,Trip type: Travelled as a couple,,226 ,73 ,4.0,
Date of stay: January 2017,mrsvye,Enjoyable stay at Park Regis,"Stayed for 4 nights with my husband, third trip to Singapore. Hotel is in a great location - close to Clarke Quay MRT and short walk to Clarke Quay and Chinatown. We booked a smaller room (lvl 3) for a great price - air con was strong, bed very comfortable, international electric plug available, internet was fast and we had a nice view of the hotel pool. Only downside was due to the small room there was no bathroom but a shower stall and toilet stall which didn't leave much to the imagination and would not be recommended for those who prefer privacy. We were also provided with a free handy mobile phone to take with you with access to google maps, internet, standard phone calls and discount tickets such as universal studios which was a fantastic bonus! I would though recommend they install FB messenger as this is how we usually stay in touch with people while overseas. Pool and gym available and staff were friendly. Last but not least is after check out (12PM) they offer guests free luggage minding and  shower/ towel facility to clean up when you pick up your things, as we did as we had a night flight out. It was great to be able to clean up after one last muggy Singapore day of fun. Overall we had a great experience at the hotel and would stay here again however pay extra for a larger room with proper bathroom. Thanks Park Regis!",Trip type: Travelled as a couple,"Sydney, Australia",1 ,,5.0,
Date of stay: January 2017,N C,"Impressive, good location, good value","Handphone provided with internet for local use was very useful.
Lovely stay, very helpful and friendly staff, especially with a young baby in tow. Great location for walking to all the central attractions. Across the road from Clarke Quay station.",Trip type: Travelled with family,"Leamington Spa, United Kingdom",9 ,6 ,5.0,
Date of stay: February 2017,Sharyn R,Nice hotel in good location,Only thing that let this place down was breakfast. Was offered it as special rate of $22 but charged $26 due taxes. Not how it was pitched at checkin neither was it worth this much. Omelette was raw and other food stale. Would have been better to go to Starbucks round the corner. Other than that hotel is very nice and would recommend.,Trip type: Travelled as a couple,"Surrey, United Kingdom",28 ,24 ,4.0,
Date of stay: February 2017,Chad W,Business trip,"The Park Regis is in a really convenient location close to the MRT, Chinatown and especially Clarke Quay which is a hive of entertainment every day from late in the afternoon.

The Rooms are small but adequate and facilities in site very good. The restaurant and breakfast are quite expensive so I suggest making sure it's included in your room rate or being prepared to head out elsewhere.

Overall a good hotel with comfy beds and would stay again",Trip type: Travelled on business,"Caloundra, Australia",45 ,20 ,4.0,
Date of stay: January 2017,mscowleyj,An ideal and comfortable hotel to use as a base to explore Singapore.,"I would like to return. The hotel was small enough that I never had to wait for the lifts. The staff were professional and helpful. It is in a great location, very close to the MRT but also a good location to walk out from.",Trip type: Travelled solo,"Hong Kong, China",1 ,1 ,5.0,
Date of stay: January 2017,747ANWAR,Perfect Location,"This hotel is good for rest, the room is comfort and silent, eventhough the size of the room a bit small. The location is not far from public transportation, various food. But the bathroom area is a little bit small.",Trip type: Travelled as a couple,"Jakarta, Indonesia",2 ,1 ,4.0,
Date of stay: January 2017,mrfrancisj,Lovely stay,"Keep in mind the location is pretty quiet with not much to do in day time. At night, you're just a short walk from Clark Quay if nightlife is your thing. Room was fabulous. Staff was professional. Concierge took care of my wake up call and having a cab ready for me in the early morning to take me to Changi. The breakfast buffet had a good variety of Asian and Western dishes and was very satisfying. The subway or MTA is just a short walk away and will deliver you to Orchard Rd in no time. I would definitely stay here in the future.",Trip type: Travelled solo,Beaverton,1 ,,4.0,
Date of stay: January 2017,Dianne H,Good Location in Clark Quay,"We stayed 5 nights in a standard room. Despite the bathroom area being a bit small, the room size was adequate with good facilities including tea & coffee facilities and a small fridge. Great pool with waterfall and good gym. This hotel is a 4 minute walk to MRT station and about 6 minutes to Chinatown. All the eateries of Clark Quay are nearby as well as Clark Quay Central Shopping Centre with its food court. The hotel is about 30 minutes by taxi from Changi Airport. We would stay here again.",Trip type: Travelled as a couple,"Brisbane, Australia",5 ,2 ,4.0,
Date of stay: January 2017,Lacoln H,Perfect location!,"Very friendly staff, always ready to help, efficient checkin and checkout process. Rooms are small but clean and amenities are great. We couldn't have been more central! The hotel is in a perfect spot, so close to all the best restaurants and night life!",Trip type: Travelled with family,Switzerland,2 ,,5.0,
Date of stay: January 2017,stan635,Great Experience,"Great location for a quality 4-star hotel. Although room is a little small, nice pool and gym with excellent service made our 7-day stay a great experience in Singapore.  Staff were friendly and attentive.  Highly recommended.",Trip type: Travelled with family,"Brisbane, Australia",2 ,1 ,5.0,
Date of stay: January 2017,Maureen B,2 night stay,small room but perfectly arranged and had everything we needed. Take a walk to the river turn left to find a lovely stroll. Spend 25 dollars on the bumboat it is brilliant with a good English commentary.,Trip type: Travelled as a couple,England,2 ,,4.0,
Date of stay: January 2017,havaiisteve,Very pleasant property,Very well located to Chinatown and the mrt.  Restaurants and shops nearby.  Easy connections to marina bay gardens and sentosa.  Very friendly staff and a nice clean and modern facilities.  Breakfast very overpriced but readily available nearby,Trip type: Travelled as a couple,Honolulu,136 ,39 ,5.0,
Date of stay: January 2017,Farahin M,Sufficient and convenient,"Convenient location, sufficient amenities, friendly hotel staff.  One of the few hotels I'm aware of with coin operated launderette, which I find to be more practical for longer stays. Although this hotel seems to be more tailored for business travels, I do appreciate them having more variety of TV channels than it used to few years back. Thanks for accompanying me on my stays. Cheers.",Trip type: Travelled on business,Petaling Jaya,2 ,4 ,4.0,
Date of stay: January 2017,soopacker,Great Location But...,"Park Regis is located directly across from Clarke Quay restaurants and shopping mall. It is also a short walk to Chinatown for great food and stall shopping. Clarke Quay MRT is close walking distance. The buffet breakfast selection is average, the gym is relatively small and the some of the equipment wasn't working during my stay. The pool is good size.",Trip type: Travelled solo,,40 ,3 ,4.0,
Date of stay: January 2017,Maddy_Mudit,Business Trip,all good except food. Hotel location is good specially for people who travel for business near downtown area.  Hotel has very less Indian menu in  all kind of meals. even in breakfast hotel does not have couple of Indian food items. its more better for Chinese travelers.,Trip type: Travelled on business,Gurgaon,1 ,,4.0,
Date of stay: January 2017,hariyantichang,Stay at Park Regis Singapore - for your business travel,"They knew you when you step at hotel because I am regular customer and already serve the room as my request, I like this hotel very much
Thank you for serving me until today and kept your team good work to serve your customer",Trip type: Travelled on business,Jakarta,2 ,,4.0,
Date of stay: January 2017,Autumn L,Average Stay,Convenient location. Rooms are clean and bright. Love the seat by the window in the room. More privacy needed for the toilet/bathroom. Room for improvement to manage breakfast crowd. Overall average stay for my family.,Trip type: Travelled with family,Singapore,3 ,6 ,3.0,
Date of stay: January 2017,mshayesd2017,Great location,"Clarks quay is a great location close to the metro, shopping and lots of restaurants. The hotel was clean and staff were helpful. The pool was very refreshing and is open until 11 pm which was great. The concierge was helpful for express check out and organising a taxi to the airport. He advised to order it on arrival at the desk to avoid a booking fee which was great.",Trip type: Travelled as a couple,Auckland,1 ,,4.0,
Date of stay: January 2017,MrLambertHilkes,Made to my needs,"Great combination business/leisure due to location and services
reasonable value for money ratio, will go again this month, probably each of next months
would like to find some separate corners for business meetings",Trip type: Travelled on business,Taipei,3 ,1 ,4.0,
Date of stay: January 2017,Pooja B,warm hospitality and excellent location,"Excellent hospitality and very prompt service.. only wish that the shower and toilet cubicles had locks and were not made of glass!! especially for family rooms.. apart from this, every thing else about the hotel was superb!",Trip type: Travelled with family,"Mumbai, India",6 ,6 ,4.0,
Date of stay: January 2017,stijn s,Excellent hotel and location.,"A nice hotel with walking distance from Clarke quai and Chinatown.  The hotel is new, clean with a lot of light in the rooms and public spaces. The rooms are small but the space is divided extremely efficient. The hotel has a small gym, a very nice pool. The service is excellent, people are nice. The breakfast in the morning has a lot of choices.",Trip type: Travelled on business,"Brussels, Belgium",135 ,60 ,4.0,
Date of stay: January 2017,margareteb666,"Park Regis Singapore, Merchant St.","My friend and I stayed at the Park Regis for two nights after a 15 day cruise.  We were happy with the accomodation and very pleased with the location.  It was an easy  walk to Chinatown and Clark Quay.  As well we took a taxi to Gardens By The Bay and to Raffles Hotel and felt the fares were very reasonable, as the hotel was well situated.  We would use this hotel again when visiting Singapore.",Trip type: Travelled as a couple,"Delta, Canada",6 ,12 ,5.0,
Date of stay: January 2017,Анастасия П,Nice hotel with good location,"We really enjoyed our stay in this hotel.It is isituated close to many tourist attractions like Chinatow, Clark Quay, Marina Bay. Helpfull staff who made our stay there very comfortable. I will definitely recommend this hotel.",Trip type: Travelled with friends,,1 ,,5.0,
Date of stay: January 2017,Tomer H,Great hotel at a great location,"Spent 6 days in the hotel. Staff is great from the reception to the concierge. Helping with a smile. The price was very reasonable, the rooms are clean and relatively new. The location is great, 5 min walk from Clarke Quay.
Breakfast has big variety of food.
The room include wifi and a free cellphone with unlimited local calls and data (and also international calls for several countries like the US, UK,France and others.)",Trip type: Travelled on business,,18 ,22 ,5.0,
Date of stay: January 2017,mrpannellj,Great hotel at great location,Hotel is in a great location across the road from from plenty of dining along the Singapore river. Located right next to Clarke Quay MRT station makes for easy transport around the city. China town is also close by for a great wander through.,Trip type: Travelled as a couple,Melbourne,1 ,1 ,5.0,
Date of stay: January 2017,Rani,Great Location and Amazing Staff,"Great Location, close to China Town, 20 minute slow walk to Orchard, and across the street from Clarke Quay which is full of bars and restaurants.  The hotel was clean and the staff was attentive.  The guests seemed to be mostly business travelers.  Bar food was ok plus tons of food options in the area.",Trip type: Travelled on business,"Belmont, California",18 ,24 ,5.0,
Date of stay: January 2017,mrrachkovr,Overall a good place to stay near everything.,"The good: free cell phone, location close to the river and Clarke quay.
The bad: noisy room, next to service storage, doors banging all the time, conversations could be heard in the room, TV had to be fixed twice to get it going.",Trip type: Travelled solo,Kenmore,1 ,,4.0,
Date of stay: January 2017,jaakamat,nice stay!!,"stayed here for six nights with my hubby,great location right opp to clark quay and within walking distance of Chinatown. metros very conveniently located.rooms small n cozy.great service!!smart phone provided in the room for free use of wifi in the city.",Trip type: Travelled as a couple,"Panjim, India",521 ,127 ,4.0,
Date of stay: January 2017,Danniq2014,Park Regis,"The hotel was in a great location next to Clarke Quay, MRT easy walk to China Town clean rooms and helpful concierge. The only issue we had was there is a religious institution next to the property which is very noisy very early in the morning that woke us from our sleep which is not what we wanted on holidays.",Trip type: Travelled with family,"Sydney, Australia",9 ,1 ,4.0,
Date of stay: January 2017,Glenn L,Park Regis - Great Location,"Great city centre location, ideally placed to visit local attractions, the provision of smart phones in the room is a great idea and very useful while exploring. A real shame that I was only staying for a short business trip",Trip type: Travelled on business,,5 ,1 ,5.0,
Date of stay: December 2016,CorIng,Park Regis,"Centrally Located, Comfortable, Helpful (providing good local knowledge for what to see in a short time frame). Love that they supply each guest with a bottle of water upon request.
Weren't there long enough to use any of the Hotel facilities, so won't comment on that.",Trip type: Travelled as a couple,"Mount Cotton, Australia",34 ,26 ,5.0,
Date of stay: January 2017,mrsetiawany,Nice Location,"The hotel location is close to MRT and bus station. Walking distance to Clarke quay, Chinatown and Downtown.
Easy to find food and shop nearby.
The swimming pool is very nice to relax.
Room is clean and nice.",Trip type: Travelled on business,Jakarta,1 ,,5.0,
Date of stay: January 2017,JoeyMumbles,Dinky but Nice😜,"Perfect base for our Singapore trip. Well located for MRT and in walking distance of ChinaTown. Price competitive especially for Singapore.
Rooms small but creative use of space. Comfy beds. Nice touch with free 4G phone that even enables you to 📱home gratis!!!
Would recommend as option if staying in Singapore.",Trip type: Travelled as a couple,"Lincoln, United Kingdom",219 ,130 ,4.0,
Date of stay: December 2016,courtneynewell,Forward Thinking Hotel,Great property and location. Loved the pool and highlight for me was the handy mobile phone that I could take out of the room. This had internet access and included long distance calls to select countries.,Trip type: Travelled solo,Brooklyn,1 ,,4.0,
Date of stay: January 2017,thatguywalli,Comfortable hotel and quite spacious ,"Stayed here 1 night for an overnight to Bali and the hotel was definitely great. It's very close to Chinatown area and walking distance to Lau Pa Sat so plenty of food options in the area. The pool and gym are both lovely, although the water was a bit cold in the evening. They have a lovely checkin desk where you actually sit down and they check you in.  The room was well decorated and very comfortable with lovely towels and products. The coolest thing was each room has their own android mobile phone with a local Singapore number and full data. You can call a host of countries around the world for free! I've never seen anything like it and other hotels around the world should really take a leaf out of Park Regis in Singapore to offer the same. I'll definitely stay here next time...",Trip type: Travelled as a couple,"London, United Kingdom",22 ,13 ,5.0,
Date of stay: January 2017,msyeep,Excellent hotel,The location of the hotel was convenient to MRT and buses.  It was walking distance to Chinatown and Clarke Quay and there were a lot of choices for food and shopping nearby.  The hotel staff were very helpful and always cheerful and pleasant.,Trip type: Travelled with family,East Ryde,1 ,,5.0,
