date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: February 2018,happytraveller085,Very basic,"As others have mentioned, the rooms are very small. I was in a 'superior twin room' and really for two people it was a squeeze, and the saying
'living out of a suitcase' is spot on for this hotel. There were three drawers in the small unit on which the kettle etc sits. One drawer was completely filled with the room safe. One partially because it contained a hair dryer which couldn't be removed, so leaving one drawer. No cupboards for hanging clothes, only a rail with six coathangers. Bathroom although small just about does. I used the level 1 'restaurant' once only. The food isn't bad with a decent choice of hot/cold but for 12 dollars its not worth the hassle. Very basic seating and although I had left a drink to 'mark' my spot found a family had sat down at that table anyhow. Understand that at certain times you have to hang around to get a seat.
However I have to say I found the staff perfectly okay and happy to answer any questions. I had requested if early check in possible as arriving from an overnighter and was given access to our room at 1000 for no extra surcharge - definite kudos for that. Hotel is within short walking distance of three MRT stations, and the Bugis shopping complex 10 mins away. Plus bus stop right outside front of hotel. To sum up - if all you need is a place to sleep and happy to eat elsewhere for all meals, for the price you pay you could do worse.",Trip type: Travelled with friends,"Huntingdon, United Kingdom",72 ,24 ,,3.0
Date of stay: February 2018,Kimkimkim309,Good location near MRT,"The hotel is very close to MRT around 5min walk. Downstair of hot, there is a food court with very affordable price , highly recommend Hainan chicken rice at ""Tian tian"", super delicious. The hotel room is small but clean. The room I stay has no window, no ventilation in toilet, is not good to stay too long in toilet.",Trip type: Travelled with friends,"Calgary, Canada",21 ,4 ,,4.0
Date of stay: February 2018,Shaurya N,Worst Hotel experience ever! Its a hostel not a hotel,"Here is an honest review, it's a hostel not a hotel they shouldn't be calling themselves one! Here are the reasons:

1. Room size is super small 3mtrs to 3mtrs, there isn't enough room to walk!
2. Bathroom is super small, you will not be able to sit properly on the pot, there is no room
3. The do not have any in room basic amenities like dust bin in the bathroom, additional water, glasses, even sugar for your morning coffee. For everything there is a standard response of getting it from the grocery store.
4. There is no in room dining
5. Everything is chargeable, even basis necessities
6. Staff isn't cooperative at all.

I'm staying in this hotel right now and In really repent booking it. This experience has spoiled my entire trip to Singapore.",Trip type: Travelled with family,,11 ,1 ,1.0,
Date of stay: February 2018,Rachel P,Wouldn’t recommend if you enjoy a good nights sleep,"Stayed here for 3 nights, location of the hotel is great, a few minutes walk to Bugis Junction for shopping and also a great restaurant in the hotel which I would highly recommend.

The hotel room itself was extremely disappointing, the room was tiny. 2 of us shared a twin room and didn’t even have enough space to open our suitcases at the same time unless they were on the bed. The walls are extremely thin so constantly getting woken throughout the night with people walking down the busy hallways. The mattresses were also rock solid, so not great for sleeping but as a base for location would do the job.",Trip type: Travelled with friends,"Woking, United Kingdom",15 ,,2.0,
Date of stay: December 2017,annbellajoe,Parents anniversary/Staycation,"I booked this hotel for my parents' anniversary and I was impressed by the pictures shown in booking.com. I booked the room with balcony as the balcony is the best feature of the room. However, upon checking in, I was shocked that the room given is totally opposite of what I expected. It is unbelievably tiny and the ""balcony"" can only fit two people in a standing position. I address the issue to the front desk and thankfully one of them assist in trying to give me a better room. He managed to change it to the room that is exactly like the one shown in booking.com. I think the staff who assist me on the matter is named Eric. Thank you for that. The balcony is the perfect place to just admire the view. The room was quite small too but it doesn't matter. Location is great too. Overall its worth the stay.",Trip type: Travelled with family,Singapore,63 ,16 ,,4.0
Date of stay: July 2017,Brenda Christie,Good,"Stayed in this hotel last year, location is strategic near smrt about 2 min walk(?) the downside is the rooms quite small and the lobby always seems so crowded everytime. The hotel smells nice and pleasant",Trip type: Travelled with family,"Jakarta, Indonesia",53 ,11 ,4.0,
Date of stay: January 2018,Marilynne C,Good location,"Close to airport via train. Efficient check-in and out. Small room and fine for solo traveller but quite a dark room because of window film block-out and nearby building. Good room maintenance. Clean. Great pool area. Didn't eat in restaurant but food court close-by with plenty of choices, Asian, of course. Good food.  Interesting shops in underground taxi drop off - juice and fruit bar ( perfect) and massage place.Would stay there again.",Trip type: Travelled solo,"Frankston, Australia",226 ,112 ,4.0,
Date of stay: November 2017,ctbeadle,"Small room, unfriendly check in and mediocre breakfast.","My wife and I stayed here for 3 nights and it had a lot of ups and downs. It’s very easy to get to, to get the train from the airport it’s straightforward and then just a 5 minute walk from the station. Giant air-conditioned lobby but they definitely overuse the air freshener/perfume.

When we checked in it turns out that the online agent had booked the wrong type of room. This is nothing to do with the hotel but when we were sorting the issue the check in guy helping us just pointed at the lobby phone and essentially brushed us off. So it wasn’t that he was unhelpful and I get his hands were tied, but he was very unfriendly and unsympathetic to 2 travellers who’d arrived off a 13hr flight.

The rooms themselves are small straight and boxy, and the set up is such that even a premiere room with a balcony doesn’t offer more light or space. The balcony is just another “room” so there’s no windows to it, you just have a solid wall and a door you open. One door for the bathroom, one door for the balcony. But the rooms were clean and functional.

Breakfast is packed every morning as it is such a large hotel, I’d recommend going for the halal breakfast as it’s on a different floor and has more choice, the main one doesn’t do pork anyway so there’s nothing missed out. The pool was a nice size and the location of it gives it lots of heat and sun. The ""gym"" was 3 treadmills and a crosstrainer. There are lots of “food courts” around the hotel and it’s easy to get to around to points of interest like the bay by walking or the train. We might stay here again for ease but not for comfort.",Trip type: Travelled as a couple,"London, United Kingdom",35 ,28 ,3.0,
Date of stay: February 2018,Sunshine752560,disappointed,"a couple of things

- service from a receptionist
I have called one of the receptionists and asked for an hour early check in, but she directly said ""it is not possible today we are almost fully booked. You can check in at 2pm today"" without seeing if it is acceptable or not. Even she did not ask me about the name and confirmation number.
However, the room was already ready when I got to the hotel around 1pm.

-cleanness
In general, it is fine but there are a couple of the ants in the bathroom.",Trip type: Travelled solo,,4 ,3 ,,1.0
Date of stay: April 2017,Laksri J,Little too small for the price,This is place is located in a easliy accessible location. Nice hotel but way too small. Food was nice and has a spacious lobby where you can relax. Service is good and has complementary WiFi and chocolates.,Trip type: Travelled on business,"Beijing, China",17 ,9 ,4.0,
Date of stay: February 2018,Akrom M,Trip to Singapore,"Very friendly person. Nice hotel. Check in time took 2 minutes. Came family with 3 kids, got 2 rooms. 15-28 and 15-30. Very nice view. Will recommend this place. Good luck. Kids are very happy. Staying only 2 nights and have to fly to Langkawi.",Trip type: Travelled with family,"Tashkent, Uzbekistan",54 ,7 ,5.0,
Date of stay: January 2018,nikow732,"Overall good , but need some improvements","Stayed for 2 nights in hotel boss and have mixed feelings about this.

Once I step out of the cab the porter was welcoming/helpful, assisting me with the luggages. The lobby was huge with plenty of sofa resting area- ideal for when you travel in big groups or if you travel with parents. The famous founder bah kut teh and Tian Tian chicken rice are just 2 minutes walk away from the hotel which is a great plus.

The room was pretty small but clean and with a large window so you won't feel claustrophobic.

Our first room unfortunately, was on the 5th floor- 1 level above restaurants and there must've been a gas leak as by nightfall our room was filled with kitchen smell and it was totally disgusting. I called for room service and was asked to go down to the reception where I was asked to go up again to wait while they send someone up (Probably could have sent someone up before asking us to go up and down multiple times). After the problem has been verified the staffs at the reception was still rather nonchalant and rather than being apologetic, it feels to me that they seem rather irritated that they have to deal with this problem as it was late midnight; regardless they gave us another room upon my request.

I would've given the hotel a very good rating if not for the half care attitude by the staffs.

Tips-if you're given rooms at 5th floor pls reject and request for the rooms above.",Trip type: Travelled as a couple,,19 ,3 ,3.0,
Date of stay: January 2018,DeepBlueOceanDubai,"Get another hotel and room, good for 1 night stand","My wife was sleeping there for one night only. She is not spoiled drama queen and she can sleep on the bench in the park if needed. But she informed me on the phone that room is small. I was signing off the ship so, she spent one night alone there. When I came next morning, two of us and 3 bags could not be accomodated in room. Mabe 12 m2 together with bathroom. There is even no closets in the room. We took quick breakfast (her was supposed to be included in price I paid for mine) and get out to find another hotel. The breakfast for westerns was not nice. Catered for Asian and Indian. One toaster only, people staying in line waiting for Indian familly to finish their tosts. Scrambled eggs overfried, not much choice of other food too. WI FI not working in restaurant. When we were checking out they charged us for breakfast of my wife, they explained that is not included (so how come it was included in the morning when I was paying for mine?) Personnel speaking very bad english and were very unpolite. Stay a way from Boss. Pay little bit more and stay at decent place.",Trip type: Travelled as a couple,Dubai,16 ,2 ,3.0,
Date of stay: October 2017,Stephanie G,Budget hotel budget airline excused for apathy?????,"Its singapore and budgeted. I dont know if its because they are overflowing with guests but my mother was not given special care despite her disability. If a wheelchaired senior asks for a plastic chair for the shower...you follow through.They didnt and compared to our malaysian hotel it really was a far cry. Service is extra crappy. Im not sure if its a cultural thing because it was the same case with our singaporean airline scoot...disability is like laziness for them. Since she didnt understand that she has to pay for wheelchair assistance...and they didnt explain ""reiterated"" that she really needed to pay 100usd for wheelchair assistance for sg airport mobility...my mother an amputee, and did I mention a 70 year old...walked or huddled like a cripple that she is from her airplane seat to the jet bridge to where I was waiting ahead of her my niece assisting her. Broke my heart. Anyway maybe im wrong or just being simple minded...maybe this is how we should treat the elderly and the amputee...complete disregard...after all they are considered first class first world...so maybe...apathy is the way to be classy...opulent...aspirational and again as they always claim first world",Trip type: Travelled with family,"Luzon, Philippines",70 ,26 ,1.0,
Date of stay: November 2017,Paul R,Good Experience,"Good location, Big Hotel and counter staffs are very responsive and fast. The travel desk executive was very very friendly and information  packed lady offered lot of options. Complimentary  breakfast  is  normal , boring and nothing special , same menu for all the days .Rooms are clean and small.Many places are walkable distance, We enjoyed the stay. Better to book without breakfast as  there are lot of food courts around",Trip type: Travelled with family,India,5 ,,,4.0
Date of stay: January 2018,Chris D,Transit only,"Stayed at Hotel Boss for 1 night only as we were transiting. Hotel is well located, close to Bugis Junction. Rooms are probably the smallest I have ever seen, with not enough room to put 2 bags, 2 single beds and 2 people in, however that being said it was perfectly adequate for a 1 night transit.",Trip type: Travelled as a couple,,25 ,31 ,3.0,
Date of stay: January 2018,NirvaanaHolidays,Good location but service & food is patheic,"We were family of 4 Adults & 1 kid staying in this hotel for 8nts in the month of January 2018...

Positive - Nice location, easily accessible to all major locations, very large hotel - Gave 1 star only for location

Negative - 1. Hotel rooms are too small, it is too conjusted even for 2 people to stay in such small rooms . 2) Most irritating thing is that they serve same breakfast everyday which was too boring, when complained they gave us the option of another restaurant on level 4 & assured us that we will get different breakfast, but there also they were serving same breakfast every day. 3) Customer service was pathetic - we asked for an extra cup in our room for tea as we were having 1 kid with us, they strictly denied that they dont provide extra cups, secondly since it was raining & was too cold, we requested for extra blanket - that too they denied that they dont provide extra bed items....
Overall hotel is good in terms of location, but service - food is not upto the mark ..... not worth staying here",Trip type: Travelled with family,"Mumbai, India",9 ,,1.0,
Date of stay: January 2018,dasid_12,Spoilt by Management inflexibility,"Hotel Boss charged huge amount to change booking when I made a mistake in date online (entered wrong month).  Despite realising immediately and contacting hotel and Booking.com, Hotel Boss were initially not going too help at all and we would have lost all of our money for a 2 night booking.  Eventually changed but at significant cost.  We have stayed at Hotel Boss before (as have other family members).  However, we will never stay there again.  Booking.com refused to post this on their reviews.",Trip type: Travelled as a couple,"Perth, Australia",9 ,13 ,3.0,
Date of stay: January 2018,Dwi O,Nice Hotel,"Stay one night in this hotel. check in and out was fast. staff are nice and helpful. lobby is big and look always crowded by guests.

Room is clean but small. quite difficult to move if you bring many luggages. Wifi so far so good. Bathroom is clean but again, small size.

Pool is nice. we enjoy it. location is good. near mrt lavender, masjid malabar, walkable to bugis area, masjid sultan, haji lane, and many halal restaurant.

Oh dont forget they also serve halal menu for breakfast. but if you booking without bfast dont worry there are food court named foodclique down the hotel. there are 2 halal menu.",Trip type: Travelled with family,,8 ,1 ,,5.0
Date of stay: January 2018,June S,Good Location,"We have just returned from Singapore having stayed 7 nights at the Hotel Boss. The hotel was large but with 10 receptionists check in and out was quick. Yes the rooms were small but they were clean. My room unfortunately was near the lifts and therefore very noisy as people were arriving all night. I found opening the door and asking people having loud conversations in the hall to be quiet ( 2.30am) worked.
Location was great and we used the Lavender MRT all the time and also for out lunch/evening meals.
My one big disappointment was the breakfast which was just boring. There was only one toast machine working so gave up on having that. There was a sign saying that if you wasted food, you would be charged $5, which is fair enough. However, my son's partner, who had paid for breakfast, filled up her very small water bottle from the water cooler. She was shouted at and was made to pay $5 for the water. There was no sign to say this couldn't be done so how was she to know that this was against the rules?
After this event we took our custom elsewhere where the food was better, better choice and no body shouting at you.",Trip type: Travelled with family,"Napier, Hawke's Bay, New Zealand",5 ,3 ,4.0,
Date of stay: January 2018,dom,"simple, convenient near Metro","the location is rather convenient as it is near the Lavendar Metro station. The set back is poor sound proof. it is full of group tour as you can see from the photo, the lobby is most of the time crowded. it us a good choice for those who want to.visit little India",Trip type: Travelled on business,,183 ,35 ,,3.0
Date of stay: December 2017,dreamtime2014,Nice looking Hotel,"We stayed just 1 night prior to going on a Cruise, the Hotel looks really nice, we had a room with a view of the city. ( Which cost us for that ) Yes it had a view of the City, but nothing out of the ordinary. The room was so small, it had everything we needed, except room for 2 suitcases. It was like trying to move through a maze to get from one part of the room to another, climbing over our belongings, because there was nowhere for them to go. The room was nice, but SMALL. The area where Taxis came in to deposit passengers, seemed to work really well. Lots of cars, but they all worked together, and were directed well. We had breakfast at The Hotel the next morning, Not Flash.",Trip type: Travelled as a couple,"Busselton, Australia",28 ,10 ,4.0,
Date of stay: January 2018,Fleanlee,As much room as a caravan,We stayed for 6 nights in a triple room and I was very disappointed.  Rooms are tiny (not just ours as we also had family staying in a double room).  The highlight of our room was the view out over Singapore.  The same could not be said for the double room which faced a wall a metre away.  In both rooms there was not enough room to place our cases to open them.  Bathrooms were tiny with not enough shelf space- you needed to be a contortionist to reach the loo paper as it was behind you at head level (due to no space).In the six days we stayed the soap was not replaced once.  We spoke to reception on our second day about our safe which didn't work & our shower head which wouldn't stay up.  We were told they would look into it but neither were fixed during our stay. Bed was very hard and pillows terrible.   We requested two extra pillows and these were no better.  Cleaning was sub-par with coffee cups left unwashed & it appeared like a quick dash through to make beds & change towels only. Does have a fridge but this is tiny.Location was handy to a MRT station so commuting around Singapore was easy.,Trip type: Travelled with family,"Melbourne, Australia",121 ,61 ,,2.0
Date of stay: January 2018,John G,New Hotel Good Price but Small Room,"The location is a bit far if you consider to look for a place with just a step behind Bugis Junction mall, need to board a bus number 162 and alight at 2 stops after.
They have coin wash machine so no need for you to worry, you can always wash your dirty clothes with just $1. They have dryer machine for same $1.00 :D",,,30 ,15 ,3.0,
Date of stay: December 2017,amalif2017,"Well, it's fine","Title sums it up. No complaints its quite a nice hotel but the rooms really are tiny. Was given a superior double or some such for one adult and two kids and it was most uncomfortably cramped on the bed and in the room (there is no space for an extra bed). However, we were so exhausted by the day's activities that it didn't really inconvenience us.",,"Sri Jayawardenepura, Sri Lanka",15 ,9 ,3.0,
Date of stay: January 2018,prabdube,VERY GOOD SERVICES but FOOD WAS NOT UP TO THE MARK,"Stayed at this property with family during a leisure cum official trip to Singapore. Staff was really good and very supportive . Check in and check out was smooth and reception helped in getting us early check in  . But the breakfast quality and variety was monotonous. All the 3 days , same food  without any change in variety or the taste even. Hotel was full of Indian tourists but Indian food was not available.Hope the management makes improvement next time.",Trip type: Travelled with family,"Indore, India",77 ,70 ,4.0,
Date of stay: January 2018,Parth Dube,GOOD ROOMS BAD FOOD,"It was our first time out of India and we had anticipated that we'd be having trouble regarding food since our family is purely vegetarian. The hotel had some vegetarian food for breakfast but most of it was bland and tasteless, it was good for the gut but bad for the palette. However, the rooms albeit small were well maintained and the pool was enormous. The hotel also had a fine looking little bistro beside the pool. The staff at the front desk wasn't well versed in english hence we had problem communicating.  Location of the hotel is pretty prime as the airport and all the places worth visiting are located within half an hour distance. We were stayed in three different rooms each on different floors and one was able to access ones own floor only which was a bit inconvenient",,"Indore, India",89 ,36 ,,4.0
Date of stay: January 2018,cucaracha86,Great Location and Proximities,"Stayed at this hotel for twice already within one month duration. The last time was early this January. Overall it was a pleasant stay and I was quite satisfied with the hotel service. Swift check-in and check-out routines, the two lobby (Lobby A and B) and lift areas were grand and always crowded like all the time. The superior room was okay I think. A bit small but still sufficient and accommodating enough for both of us. But when you look at the price and the room size offered by a hotel at this class in Singapore, you'd notice right away that they were pretty standard. Bathroom was also a bit small for some people perhaps, equipped with standard toiletries and amenities. No bathtub for sure. The bed was comfy, and the IPTV was a nice supplement. The best things about this",,"Jakarta, Indonesia",77 ,13 ,4.0,
Date of stay: January 2018,Amanda L,You get what you pay for,"Small room, can cope with that, service Is rate as not too bad, Breakfast a disaster. Food was cold, including what was meant to be hot, not well presented nor very clean. Noisy guests all night didn’t help with the no sleep issue, beds average at best. You make up your own mind but we won’t be back. ",,"Adelaide, Australia",7 ,3 ,2.0,
Date of stay: January 2018,Asianista,"Good location, clean hotel, but numerous annoyances","The good : convenient location within walking distance of Kampong Glam and Little India, stylish rooms.. Bad: rooms are compact, almost like monastic cells; buffet breakfast is adequate but not up to Singapore standards (e.g., no local fruits and cheap juices); lobby is intolerably loud most of the time due to bad acoustics. Hotel Boss seems to want to be hip but skimps on some of the basics. For instance, serving Tang at breakfast rather than any kind of real juice; serving imported apples and oranges rather than regional fruit.No laundry service, only self-serve washers and dryers on the 4th level. Hotel staff tries to be helpful but always seem in a hurry to move on to the next guest. I asked where was the nearest ATM. In reply the clerk pointed and said ""There, past the",,"Charlotte, North Carolina",92 ,86 ,3.0,
Date of stay: November 2017,honestjen,More about style than substance,"Hotel reception is an indicator of the size of this hotel wth multiple check in desks and no clocks anywhere - thought I was in Las Vegas! Reception is black marble and lift area is very grand.  The bedroom on the other hand was of the ' modular ' type.  You can hear the phone ringing in the next room and the resultant  conversation. Likewise , the people talking as they pass your room. I left my PJ on top of the unmade bed and there was note left to advise that the bed was not made due to my precious belongings being on it! 1st time in the whole world , I have had that excuse for not making a bed. The hanging space is a rod set above the dressing table / desk to give a 3 ft drop . Not much use for maxi dresses. The pool is lovely but style over substance again - no parasols for",,glasgow,46 ,20 ,3.0,
Date of stay: January 2018,hmeandaway,Great location!,"The perfect place to stay if you need a comfortable place to sleep. The family rooms are small but well equipped and clean. Location is great, everything worth seeing is only a few stops away with the train or the bus. The nearest underground station is just around the corner.  Only downside is that the doors are paper thin. Unfortunately we were sharing the floor with a group of very noisy families who kept their doors open and were speaking loud, playing music and burning insence sticks (!!( the whole night. I would advise other guests to bring earplugs just in case. ",,"Stockholm, Sweden",15 ,1 ,4.0,
Date of stay: January 2018,Ankit Amipara,Hotel,"Best room. Good hotel service. Near mustfa center.  Swimming pool, gym. 2 type of restaurant in the hotel. Singapore flyer to at the hotel. Taxi stand is available Lot of lift in the hotel  Near bus station ",,,10 ,,5.0,
Date of stay: October 2017,selina087,Pleasant Stay,The room was nice and adequate.  I found the toilet to be tiny. Hot water shower was available. The staff was very friendly. The concierge service was excellent. The hotel is situated very near various attractions and sight seeing locations by affordable grabcar/uber rates. ,,,6 ,2 ,4.0,
Date of stay: November 2017,travelingchef33,good budget hotel for the area,hotel boss is a nice hotel for the price you pay.   it is close to a nice food scene across the street.   clean rooms but a bit small for my taste.  the restaurants offered at the hotel are not up to par.   best to eat outside the hotel where the food is a lot better and cheaper.,,"Las Vegas, Nevada",38 ,33 ,3.0,
Date of stay: February 2017,Perl82,Best location but pretty small rooms,"We had a Pleasent stay in Hotel Boss.Good Location,nice lobby ,well mannered staff but rooms are not very upto hotel standards not very spacious .Breakfast buffet came with our deal ,food was good .Closed to airport",,,4 ,3 ,3.0,
Date of stay: December 2017,jackcronfield,Good location but small rooms,"The positives: this is the only hotel we found in the mid range that offers 2 double beds in the same room, which is a great bonus for family of 2 adults + 2 kids. Also location is good, close to lavender MRT station, although taxis are a much better option. They are similar in the price but much quicker and convenient. The room was quite modern. Cleaning was done everyday. Very nice pool and towels are provided.
The only disadvantage was that the room was small, but we didn't spend much time in the room anyway.
Overall I would recommend this hotel especially for families, but just expect small rooms.",Trip type: Travelled with family,"Auckland Central, New Zealand",8 ,13 ,4.0,
Date of stay: December 2017,MusaMurad,"Clean, well maintained hotel",Good hotel for a short stay. Rooms are little small but well maintained and clean. Nice swimming pool. Adequate facilities available in and around the hotel. Many eating places just few blocks away from the hotel. Good for couples and solo travelers.,Trip type: Travelled with family,Male,11 ,1 ,4.0,
Date of stay: January 2018,possum50,Good functional hotel,"This new hotel has been designed to provide all the essentials for a comfortable trip without the frills of more expensive hotels.
It is excellently located near Little India with a bus stop outside and an MRT station within 2 mins walk
The rooms are compact but have all the basics including a fridge not full of expensive drinks so you are able to buy your own from the shop next door
Free daily water is a real bonus in this humid climate.
The bed was one of the most comfortable I have ever slept in bar my own - no soft pillow tops and excess pillows
One downside is no wardrobe and only one drawer
Room to room noise was zero but you could hear everything in the corridor which was a bit annoying in the middle of the night
Public areas were fantastic with a full sized swimming pool and adequate gym
The addition of a Gloria Jeans coffee shop in the reception area was also a bonus
Would recommend this hotel if you do not plan to spend much time in the room but definitely a functional rather than luxury hotel",Trip type: Travelled with family,adelaide,36 ,29 ,4.0,
Date of stay: January 2018,marianao49,Very good,"Rooms are small but functional and modern design.There was nothing tasty for the breakfast,it's better to book without.There isn't any body lotion and hair conditioner so bring yours.Location is ok and taxi to everywhere is around 10 sgd.",,"Crete, Greece",218 ,122 ,4.0,
Date of stay: January 2018,Kert F,Get what you pay for,"Pro's
Front desk very efficient
Generally clean in common areas
Located conveniently within walking distance to many tourist areas
Air con works good
Didn't get breakfast package so unsure of food quality
Taxis very accessible from lobby area
Many stores and restaurants located nearby
Nice pool area

Cons:
Room wasn't super clean/ dirty floors
Room was small with poor views in most rooms
Movie channel in English has no volume to adjust super annoying in both rooms we rented as it's the only interesting English Channel offered
Had no towels in the room for showering
Gym isn't great for weights, ok for cardio
Noisy hallways with other guests slamming doors and talking loudly in the early morning.
Only stayed one night on each end of our transfer trip in and out, but probably wouldn't stay again if for any longer duration.",Trip type: Travelled with family,"Hong Kong, China",176 ,207 ,3.0,
Date of stay: December 2017,GasserAhmed,A fancy hotel with a box rooms,"I stayed me and my wife for 4 nights at hotel boss. Actually the hotel is clean and located in a very nice location as its nearby all tourists attractions, restaurants and subway. But, when we speak about the rooms, i felt like am in box no place to move or to keep your luggage in. The cupboard is just a joke. If you are a solo traveler I recommend this hotel. If not its better to book another.",Trip type: Travelled as a couple,"Doha, Qatar",8 ,,3.0,
Date of stay: December 2017,Edm0nds0ns,Cramped but functional,"Booked this hotel 3 days before Christmas as a stopover. Good proximity to airport MRT line - a five minute walk to the Lavender station taking you directly to International airport or the opposite way into the city and fast connections with all other lines.Rooms and bathrooms are tiny (compared with reception foyer which is the size of a small football field) - barely enough room for two suitcases (if closed) and the bed. Some rooms with good views - others look directly to an internal space between towers. Pillow case in one room had clearly already been used and needed (with pillow) to be replaced.  Shower broken and kept falling from its holder on the wall.  Pretty pricey in comparison (needed three rooms for 7 of us) but with little choice on offer, we grabbed what we could. Food court next door with many good Asian food offerings 24 hours. Not much more to say other than OK and functional at a price.",Trip type: Travelled with family,"Launceston, Australia",23 ,20 ,3.0,
Date of stay: December 2017,Francis F,Lack amenities,"Location of the Hotel was good. Very handle to transport. The room however is very small. When I booked through Expedia I booked a Superior double room with a Window view to the city. However when we arrived we were given a Superior Twin room without a window view to the city. There was two beds and a chair and no bedside. When I asked at the reception they just casually told me it is not available. I have to use the chair as a bedside table. We were on the 6th floor and you can hear the noises from the road below. The place was very noisy at all time of the night. I think they are more interested in large group booking through travel agencies and not interested in bookings of individuals or couples i.e. small bookings,",Trip type: Travelled as a couple,,2 ,,1.0,
Date of stay: January 2018,Kiboko anacheza,Very small room!,"Location good and hotel efficient to the point of impersonal. Great view from the room of Singapore skyline. However, room (we booked a triple) was very very small with ridiculous amount of cupboard and hanging space (i.e. virtually none). Walls thin and hence all quite noisy. Looking a bit battered and scruffy around the edges. Felt more like a university residence room than a hotel.",Trip type: Travelled with family,"Olney, United Kingdom",37 ,25 ,3.0,
Date of stay: November 2017,Tobias P,Double charged,"I can not recomend this hotel, we were double charged even though we had a prepaid reservation. We have been in contact with the hotel for assistance in correcting the problem and solving the book with the booking company AMOMA. We have contacted the hotel on more than 5 occasions since we arrived from the holiday and asked for invoices / receipts from our stay but did not get any help.
So my recomendation is not to use this hotel because they are not quite honest and not helpful when something goes wrong.",Trip type: Travelled with family,"Stockholm, Sweden",7 ,2 ,2.0,
Date of stay: December 2017,harmonyhomes2015,Holiday in Singapore,"We stayed in BOSS from 21-24Dec'17. Hotel is very convenient for distance from airport as well as accessibility from other tourist spots.We were in room 1822 which gave us a reasonable view being East facing.However,the room size was very tight as there was limited room to keep our two bags + two hand bags.Due to some error in hotel we were asked to join  'halal' restaurant. I wanted to be shifted to ' western' which took lot of time for them to accept and change. A very simple request by me took front office staff lot of time to understand and make a small change. The 'western' restaurant is well managed and clean.",,"Chandigarh, India",39 ,2 ,,1.0
Date of stay: December 2017,Ericwellfit,I would probably never stay here again. ,My gf and I had originally booked a small boutique but decided to spend a bit more to get something “nicer” for NYE. Sadly it was a waste of money. The hotel is clean but the room is the size of a shoe box hardly worth the extra money spent. The only good thing I can say is it’s great location wise. I wish I had read the trip advisor reviews prior to booking. ,,,12 ,3 ,2.0,
Date of stay: December 2017,Jacquess D,Still here & never come back!,"This is literally the most noisy hotel I have ever been into my life and I have been in so many around the world. The cleaning staff is noisy as hell. The walls and doors are this as ice you can hear every step outside your door. The next room cleaning staff is literally banging on our wall and The wall vibrates!!  The price compared to all that is too high and a sad waste of money. This is my second time in this terrible hotel and I gave it two times and will never do it again. Fool me once shame on you, fool me twice shame on me!!!",,"Amman, Jordan",11 ,11 ,1.0,
Date of stay: December 2017,vonnelau,Simple but clean,"It’s a very basic and simple hotel. Good pricing and very conveniently located near the Lavendar MRT which made travelling around convenient.   Staff are relatively friendly.   Rooms are small but for the price and location, it’s definitely a good deal (Reservation done via booking.com) ",,"Kuching, Malaysia",72 ,20 ,4.0,
Date of stay: November 2017,Cigdem D,Perfect !,"Stayed 4 nights .Hotel's location is fantastic! Friendly front desk .Fast check inn and out  Walking distance to little India & other sightseeings , shopping area Bugis and mustafa center  .Hotel has  a food court , markets & money changer . Everything you need is there  ! Rooms are very clean and modern . Hotel has a beautiful swimming pool.",,"Kusadasi, Türkiye",42 ,54 ,,5.0
Date of stay: November 2017,divs803,Budget hotel near mustafa,"this is a hotel mostly used by Asians including Indians. It is very near to mustafa centre, 5 min. walk. The Breakfast is very basic, no juices etc. Lobby has limited seating, the hotel has a swimming pool and 2 masage chairs. There is travel desk to book tours. But, the room size is very very small, do not expect a decent room size. Biggest let down is room size. This is a budget hotel.",,"New Delhi, India",378 ,93 ,4.0,
Date of stay: December 2017,Pinky L,Perfect geographical location!,"We stayed in this hotel for 4 nights. Though the room is pretty small and we even could not pack our lagguages with this tiny space, the hotel location is prefect! It just takes 5 mins from the hotel to the MRT Lavender Station. What's more,  there is plenty of restaurants that you can choose from. A food court is also located just next to the hotel. We truly do not worry about the meals. However, for breakfast, you can have greater variety of choices around the hotel and need not eat the one offered by the hotel.  It would be nice if the hotel can provide flip flops and cups for brushing teeth. The Youtube channel offered is fantastic!  It is also convenient and fast for taking a taxi to the airport.",,,20 ,4 ,,3.0
Date of stay: December 2017,Lisboed,"Clean, Affordable, Near every where","I came here on 21-24 Dec 2017 and feeling satisfied with the service The room is not very large but comfy The bed is not to wide so when I slept with husband and one small kid, it is a little difficult alias sesek hehehhehe  The amenities is clean and complete but they don't put any trash bin in the bathroom, and it is a little disturbing us  They dont have much TV channel but they give us access to you tube the hairdryer is in the cupboard, so i just find it in day 2 after looking for it in day one and can't find it  They playground is small but ok They have the tap water machine in 4 floor so you can bring your bottle and take the water to drink over there  we don't take the hotel breakfast because it cause the price higher near the hotel, you can find many food stalls there",,"Surabaya, Indonesia",9 ,3 ,,4.0
Date of stay: December 2017,Saravanan A,Vocation ,"Good hotel, center of the city almost, old and modern culture mixed area., important think is below the hotel there is one indian restaurant, beside the roadside entrance. really I felt my home taste, reasonable price., no need to walk far away., ",,,3 ,,,3.0
