date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: November 2014,AZGRINCH,Wonderful hotel with airport and subway access.,"Hotel and staff were phenomenal. I thought this was nicer than the average Crown Plaza. We stayed here because we had an early flight. Lucky us! We had easy subway access to the shopping and restaurants.  Anyone can navigate using their subway. Complementary water in the room. Called us twice for early wake up to catch the plane. Staff told us nice areas to eat at Clark Quay. loved it. Would stay again,",,"Queen Creek, Arizona",33 ,15 ,5.0,
Date of stay: November 2014,John G,Good Service,"I've stayed here a few times, basically for short overnight transit. While I haven't been able to fully use all the amenities at the hotel, I've found the check in/out service quick and efficient and the front desk staff very helpful. This has always been useful after a long journey. Rooms have always been clean and we'll serviced. Would stay again.",,"Minato, Japan",21 ,4 ,4.0,
Date of stay: June 2014,popeyescoob,Great Hotel!,"Very clean, efficiently-run and great-looking airport hotel, probably the best in the world by many seasoned travelers' standard. Standard Rooms are nicely furnished, with sufficient spaces for two or even three large sized luggages. Just be aware if you are a light sleeper like me, try to ask for rooms that are not facing the airplane's berthing areas and runway (how cool is that!?). With a fabulous hotel located just next to the World's Best Airport, you can never go wrong with this one. ",,"Ko Samui, Thailand",50 ,61 ,4.0,
Date of stay: November 2014,spindriftmonkey,Great for layover in Singapore,"Convenient, clean with friendly staff and with express check.  The restaurant and bar are also good even though a little pricey.  I over-nighted here on the way to Indonesia and again on the way back 3 weeks later.  One of the best airport hotels I´ve stayed in and ideally located with train and bus services between the terminals.  Perfect for all types of traveller and definitely value for money.  Would recommend!",,London,138 ,60 ,5.0,
Date of stay: December 2014,Fivegirls2000,Easy option,"Pretty  fancy for an airport hotel, with a lot of amenities. Robes, slippers, walk in shower. Solid breakfast, almost too much choice. Presentation can be improved. Attached to Terminal 3 with easy acces to all terminal via airport train. It took no time to reach T 1.",,"London, England, United Kingdom",86 ,16 ,5.0,
Date of stay: November 2014,Stewart R,Perfect for the business traveler or anyone passing through,I have stayed here a few time now in between other destinations and just love the convenience of walking in or out of the airport and getting to my room.  The staff friendly and helpful. Housekeeping do a great job. Rooms are very well appointed. Even a good selection of TV channels.  There are a few good eat and drink places in the complex.  Nice pool (a little too cold for me) but clean and relaxing.  If you want to get to do some shopping the train is just down below. Takes a little while to get in to the city centre I guess that is the only small draw back I can see.  Overall I don't think you would be disappointed.,,"Melbourne, Australia",60 ,19 ,5.0,
Date of stay: November 2014,richardmY6201HH,Good hotel right at Changi Airport,"I stayed in this hotel for a one night stopover enroute from Frankfurt to Sydney.  The hotel is right at the airport and you can walk to the hotel after clearing customs without leaving the air-conditioned airport terminal, which is ideal for tired travellers.  The hotel is very modern and is cleverly designed with extensive use made of subdued lighting, dark coloured marble and water features to convey a cooling atmosphere to counter the Singapore heat and humidity outside.  Hotel staff were friendly and very courteous.  My room was spacious with very efficient air-conditioning, a comfortable but firm bed, and large bathroom with shower recess separate from the bath.  The room was well-designed with clever and thoughtful features including plenty of natural light in the main",,"Sydney, Australia",7 ,4 ,5.0,
Date of stay: November 2014,Frinn,A perfect stopover,"We stayed the night here on the way from Auckland to London and then a 'day hire' room on the return journey. I will do it every time I make this journey in future as it made the world of difference. You have to clear customs to get to the hotel, but it only took a few minutes and as our bags were checked through for the whole journey, we literally walked off the plane and into the short customs queue. The hotel is a very short indoor walk from there.  The hotel is pricey, and I did baulk a bit at the price, but you are paying for a prime location (assuming you have a 7-15 hr transit and don't want to go into the city), a really beautiful hotel and fantastic rooms. The aircon in the rooms is perfect - you can get it nice and chilly and have a lovely hot bath and  wonderful",,"Bath, UK",11 ,4 ,5.0,
Date of stay: November 2014,Uktonyuk,day room experience was excellent,We booked a dayroom here after a cruise when we had a late flight. We had requested early check in and this was honoured. We were given a room on the same floor as the swimming pool and other leisure facilities. Our room was large and airy with a super bathroom and lots of towels and toiletries. The corridors to the rooms lined with gardens and water features. We used the pool area and went into the airport terminal for an Asian snack at lunchtime. Time for another swim before showering and finalising packing before checking out. Access to the airport terminal is easy. We brought luggage trolleys to our room. From the hotel 2nd floor we could directly access the terminal just steps from the sky train to international departures. It couldn't have been easier. The hotel was,,"Lytham St Anne's, United Kingdom",95 ,64 ,5.0,
Date of stay: November 2014,Winstonw7910,Great Pit Stop For Those Who is on Transit Next Day,"Checked in on 23rd Nov, we are on a transit flight to China early morning next day, which is a good choice for us, we arrived late in the evening, we checked in around 1045pm, nearly all the dinning shop in Changi is closing down, so we quickly grab a bite and when back to the hotel to have a good rest. Early next morning we have our breakfast at the restaurant, good selection and choices on the buffet, they served good coffee as well. Checked out was quick. Overall, we didn't use much of the facilities provided, although located next to the airport can't hear the first flight taking off. A really convenient location for the people who transiting.",,"Kuching, Malaysia",181 ,22 ,,4.0
Date of stay: November 2014,David H,Well worth a visit,"Easy access with plenty of signs from Terminal 3. Beautifully decorated, felt like I was walking into another world stepping from the airport into the hotel. The room was great, had everything you could think of needing, well appointed with quality amenities. Soap was of excellent size, shampoo and conditioner were excellent quality. Shower had two options with plenty of pressure and hot water. Bed was comfortable and the room was completely light block out friendly. I had travelled in Asia 2 weeks prior to my stay here and it was the only hotel I slept through without noise interruption. I did request via email to have a runway view but unfortunately one was not available when I checked in. Staff were super friendly, an array of options for eating and gym/pool were excellent. I",,"Wollongong, Australia",79 ,44 ,5.0,
Date of stay: November 2014,FitDude,If only all airport hotels could be this good,"There are surely better airport hotels in this world, but I have just never stayed at any of them yet.  Okay, in all fairness much of what makes this Crowne Plaza an exceptional airport hotel is Singapore’s Changi Airport.  Located wholly within one of the highest passenger ranked airports on earth, the Crowne Plaza is surrounded by a great supporting cast:  Just an elevator ride away is the airport concourse which offers a virtually unlimited variety of restaurants, retail shops, activities for kids of all ages and yes, even two fully stocked supermarkets, all at prices comparable (if not identical) to what you find in town as opposed to the typical outrageous mark-up many airport merchants around the world typically impose.  Nonetheless, even without the amenities offered by",,"Honolulu, Hawaii",111 ,164 ,5.0,
Date of stay: November 2014,shnooty,Heaven,"After doing a 12 hour flight from munich, arriving at 7.30 am our check in time 2 pm, we asked the exceptionall staff seems we check out at 6. Am could we have our room early? They sent us up to the restaurant and said they would call us when the room was ready. We had breakfast and not long after the most wonderfull room was ready. The most comfortable bed I,d ever slept in, wonderfull bathroom, Internet flT screen TVs, I was in heaven! I would recommend any traveller doing a long hall to check into this hotel for a night or two the staff excellent and the room very nice.",,gold coast australia,46 ,5 ,5.0,
Date of stay: November 2014,ivy l,Convienent location,"Arrival into Singapore went straight to Crowne Plaza so convenient, MRT station, airport, down town by taxi or MRT - ideal location when not wanting to rush last minute for flights, rooms are comfortable and restaurants are very good, outside bar/seating area is wonderful in the evening, many people sit in side they are missing a wonderful seating environment.  Fantastic - quick check in, swimming pool very nice and relaxing - a wonderful stop off location if your not in  a rush to stay down town as every thing is so close in Singapore.  second stay here always impresses.",,"Ho Tram, Vietnam",4 ,,5.0,
Date of stay: November 2014,RalphGlasgow66,The Nursery Lounge,"Check in for me was 6.30am and being a gold member of the IHG scheme I seemed to be able to have my room immediately and was very grateful for this Room is very large, with a particularly spacious bathroom, with the usual facilities. The bed was large and comfortable. The sofa consists of two pieces of plastic leather furniture which can move into multi positions but no matter what position they are in, one still sticks to the surface and has no upper back support. The table is good height for internet work. Lighting is so, so with the usual downward spots and inefficient bedside lamps.  Storage for shirts and underwear and t-shirs etc is not good unless you want to hang every shirt. I could find no drawer space at all, except for one which was full of electrical equipment. So",,"Glasgow, United Kingdom",105 ,81 ,3.0,
Date of stay: November 2014,globetrotterfromoz,Next Trip to Europe - Singapore instead of Dubai,Day Room Crowne Plaza Changi Airport  If I had known what a great little spot this was where to rest and recuperate I would have changed my trip to Europe next year to a stopover at Singapore instead of Dubai.  After having toured the clean and efficient but hot and steamy city and meandered around the impressive and very calming botanical gardens we found ourselves having to leave our cruise mother ship at 0915 am with over 10 hours to kill before our flight back to Australia that evening.  Not wishing to do any more touring we decided to book a day room at the Crowne Plaza which is positioned at Terminal 3 on Changi Airport. And what a good decision this turned out to be.   Firstly the cost. I recall having to Email the hotel to enquire about a day room and they came back with,,Sydney Australia,117 ,33 ,,5.0
Date of stay: November 2014,SwedeOnWheels,Excellent hotel with great accessibility,"One night in a wheelchair accessible double room. Very good accessibility with a roll-in shower in the good sized restroom. Nice and helpful staff. The only minus is that the room is quite expensive. Also, avoid eating in the hotel's Chinese restaurant unless you are prepared to pay twice the price for a similar meal in downtown Singapore.",,"Savannah, Georgia",40 ,10 ,,4.0
Date of stay: November 2014,JC505,Utter Surprise,"First off I have something to clarify, which constitutes most of my review: ""I am not a chain hotel kinda person"". This being said, I was totally caught by surprise with this hotel. Why? It has unique charm and character and does not fit into the cookie cutter box of most Marriotts, Sheratons or for that matter other Crown Plazas.  The architecture of this hotel is brilliant. I love the way the rooms open up to the outside and how the corridors zig n zag. This give an overall open and clean feeling. Was also surprised that the outer skin of the hotel was as clean as it was...was surprised. This also lends to some pretty interesting vistas. The swimming pool is a marvel and just beautiful. The bed and pillows were perfect-  The room was large and well layed out. Internet connect",,"Ennetbaden, Switzerland",287 ,191 ,5.0,
Date of stay: November 2014,Beng d,Fantastic Location,"Arrived just past midnight and took a break from our long trip to catch the following morning's flight. The hotel is just within the vicinity of the airport and very accessible. Check-in was a breeze, staff were very friendly and already in my room within minutes. Unfortunately the bar was already closed to enjoy our free welcome drink.  The room is tastefully designed. The bed and pillows were very comfortable. Best of all the bath tub was a welcome addition to soothe aching legs.",,"Yokohama, Japan",302 ,33 ,,5.0
Date of stay: November 2014,Aberdeenvoyager,great location for an overnight stop,"stayed here for an overnight stop before going on to the rest of our holiday. Ideal situation right at the sky train terminal 3. Friendly staff, nice restaurant. Big clean rooms, with a huge bed and an amazing glass wall between the room and the bathroom. Airport noise not really a problem.",,aberdeen,242 ,96 ,4.0,
Date of stay: November 2014,Peter J,Clairvoyant staff?!,"This needs to be shared: At the amazing, truly international breakfast buffet earlier this week at the Crowne Plaza, Changi Airport, I experienced two consecutive perfects:  When I approached the guy in charge of making omelettes/fried eggs/etc, he asked me what I'd like, and I asked for an omelette with mixed vegetables. He immediately offered me a plate with a freshly made mixed-veggie omelette. I jokingly told him that he must have known I was coming and what my preferences were. Needless to say, this omelette was perfectly prepared.  Some minutes later I went for a croissant and on my way back to the table, I asked a girl at the coffee-station if I could get a refill. She promptly and politely told me: ""I have just filled up your cup, sir"". Now, this certainly doesn't happen",,Cph,138 ,30 ,4.0,
Date of stay: November 2014,A F,Great airport hotel for business,"As a recurring guest of the Crowne Plaza Changi hotel, I always feel home away from home.  During the past several stays, I have experienced exceptional service by members of the staff.  I do appreciate all the effort in making my stay as comfortable as possible and always exceeding my expectations.  Therefore, it is my preferred hotel stay every time I visit Singapore on business because it meets all my needs.  Immediate access to the property from any terminal upon arrival, easy access to transportation, as well as many dining options within walking distance if I choose to try something different, just to name a few.",,"Los Angeles, California",4 ,,5.0,
Date of stay: November 2014,IandD46,In the airport,"Stayed on night on way home from Bali. The hotel is at T3 so really convenient in terms of catching a flight. Easy to walk between the hotel and terminal. The room was nice- clean, comfortable. large bathroom with bathtub including scales. It was night when we arrived so don't know what the view from the window is. The bathroom wall is glass so can see into it from the bedroom but there is a blind for those who are modest. Our room was at the very end of the building so a bit of a walk (the corridors are on the outside of the building) but manageable. This also means it was quiet.",,"Ottawa, Canada",48 ,41 ,4.0,
Date of stay: November 2014,Chris C,Beautiful airport hotel,"This is a great hotel if you are travelling through Singapore and want to be close to airport, right at terminal 3. Nice comfortable rooms, great breakfast. Fast and efficient service.  One of the best airport hotels I have stayed in.",,"Penrith, Australia",935 ,312 ,5.0,
Date of stay: October 2014,GraceSurya,"friendly & helpful staff, cozy room","This hotel is the perfect transit hotel. The staff was helpful and didn't take long to process my check in, smoking and non-smoking rooms available.   The room itself is nothing like a transit hotel, it's very cozy with complete set of amenity, and most of all... fast wifi connection.",,Jakarta,19 ,23 ,,4.0
Date of stay: October 2014,Rick E,Perfect for an overnight travel break.,"We booked this one to break the trip from Sydney to Dubai. The convenience to airport is brilliant (but don’t forget it’s not within the transit area; you have to go through immigration.)  The check-in was efficient. The room was very thoughtfully designed – there was even enough rack space for two people to put their suitcases, a rare thing in hotel double rooms. Decor not particularly my style, but for an overnight flight break, who cares? At first you wonder about the see-through bathroom wall, but then you notice the pull-down blind for couples who don’t want to share all their activities. The room desk has a wide range of power plug support. Huge bed, and comfortable. Wake-up was pretty punctual. Minor negatives included the tea-making facilities - no milk, not even UHT,",,"Sydney, Australia",63 ,39 ,,5.0
Date of stay: November 2014,DebsDesi,Overnight stay,We were only here overnight however it was extremely convenient as we were flying out the next day. Check-in was easy and the room was comfortable. We loved going to the local food hall for breakfast in the basement of the terminal this hotel is located in. Awesome food and great prices.,,"Brisbane, Australia",88 ,24 ,4.0,
Date of stay: November 2014,Carabosse_2010,Convenient and consistently excellent,"I've stayed here several times over the past four years on Singapore stopovers flying from Europe to Australia (and back) and it is always great. The staff are lovely - polite, helpful and efficient. The rooms are great: clean, decent size, nice bathroom. The pool is wonderful - and a relaxing swim is just what you need after a long flight. Room service is also good, with a tasty selection of Asian and Western dishes.  I've stayed here by myself with a baby/toddler and also with my husband in tow. Our last stay they gave us a 2x queen bed room as our child is now 3.5 so needed his own bed, which was really good. This time we also explored a bit of Singapore and found it very easy to get around via Taxi to/from this hotel. You could also take the free city tour from the Airport,",,"London, United Kingdom",21 ,15 ,5.0,
Date of stay: November 2014,GoodBrewsGuy,First Stay in Singapore,"I recently traveled to Singapore on a business trip. Since I had to book through my company's travel site, the Crowne Plaza was the first option given to me so I took it. Several of my colleagues stayed in downtown Singapore while this hotel is located at the Changi Airport.  I was not disappointed. The room was wonderful and surpassed those who were downtown. Also because of my extended stay, breakfast was included. This was a nice perk!  The staff were excellent and helpful. I enjoyed my two weeks here and out stay again when I return to Singapore.",,"Jonesborough, Tennessee",247 ,47 ,5.0,
Date of stay: November 2014,QuickWhitTravel,So thankful,"So thankful for this place. Our flight landed at 12:45am, so we needed some sleep in a real bed. Thank goodness we could stay here that first night! Everything was very classy and truly comfortable. I recommend a visit!",,"Washington DC, District of Columbia",4071 ,4075 ,4.0,
Date of stay: November 2014,Karsten W,Third floor - slippery when wet,"I stayed at the Changi Crowne Plaza for one night after a late arrival in Singapore. The hotel is conveniently connected to terminal 3 and easy to get to from other terminals by Skytrain. Check in was friendly and remarkably quick. I was given a room on the 3rd floor. One of the interesting design features of the Crowne Plaza is the fact that the third floor hallways are open to the outside. A warm wind is blowing through, and gives you the feeling that you are not walking to your room but to your private beach bungalow. However when I got there, a brief thunderstorm had blown trough. The marble floor was flooded and extremely slippery. I had to carefully watch my step.  The room was spaceous and nicely designed. Despite facing a busy road it was very quiet. I slept really well.",,"Düsseldorf, Germany",130 ,161 ,4.0,
Date of stay: November 2014,Sobo A,What truly makes it a great stay is the design,"This is a truly gorgeous hotel - setting trends in hotel design, not following them. The service was excellent, and the room amenities were fantastic for a 4-star property. Some buildings have such great creative architecture that they're fun to be in, and make you want to linger and explore.  This is one of them.",,"Sobotka, Poland",8 ,14 ,4.0,
Date of stay: November 2014,Samuel M,Another great stay,Checked in for a one night staycation with my family.   Check in was smooth and effortless. The check in staff(jaclyn if i'm not wrong) was very friendly and took the effort to recognize that it was my 3rd stay back at the hotel. She also offered me the option of having today's papers and i felt that she had really gone the extra mile to make me feel welcome.   I was glad that the room i requested for could be given and it was a great delight for my 17 month year old son who spent the entire afternoon gazing at the planes taking off from the airport runway. The room is spacious and the view is great. But the big plus for me is the big bathroom and the deep bathtub. Nothing beats having a great soak in the bath tub which my son enjoyed tremendously. One thing to note; if you are,,"Singapore, Singapore",92 ,93 ,5.0,
Date of stay: April 2014,1Gorby,A fantasticly convienent hotel,"We stayed here on a transit stop over in April, it came recommended and we soon saw why, it is within the airport terminal so is easy to get around, this hotel is not cheap but has everything you could possibly want and the convienence when your on a stop over makes it a perfect choice. This hotel just can not be faulted and Singapore is such a wonderful, clean place we are going back for longer in a couple of months can't wait to see more!",,"Burleigh Heads, Australia",61 ,40 ,5.0,
Date of stay: November 2014,Marilyn M,Convenient,We stayed overnight whilst in transit. An easy walk from customs. Friendly and helpful staff on arrival. Our room was very nice and comfortable. We stayed on the 9th floor. The only downside was the reversing alarms on the construction site outside during the middle of the night.  A nice place to stay though with easy access to the airport.,,"Adelaide, Australia",32 ,35 ,4.0,
Date of stay: October 2014,R P,Never again,"I have to say this was one of the worst experiences I have ever had at a hotel. The check in was done by a receptionist who really was the most unhelpful & rudest member of staff I have ever come across, no smile, no warmth..nothing!! ( I have been a receptionist so am aware that ""first impressions"" are very important). I arrived at the hotel late at night with my family from Bali and were staying for one night as we has a connecting flight the next morning. Two rooms  had been booked for 5 people and when my husband enquired if there was an extra bed in one of the rooms he was told that the king size bed could accommodate him and our 10 yr old twins easily. Well, he was not happy with the response he got from the receptionist but she insisted that the 3 of them would all fit comfortably and to try it out. As it was late & with tired children off we went to ""try it out"". The rooms were ok for an overnight stay ,a bit small but very convenient for its proximity to the airport. The bed in the room was indeed a king size and if my 6ft 2 husband and twins wanted to sleep like tightly packed sardines all night it would have been fine. My husband then spent the next hour back in reception trying to get another bed in the room which another receptionist (thank god) sorted out. To top it all off when i woke up the next morning and went to the bathroom I discovered a huge pool of water and a leak coming from the ceiling. Two phone calls later I was told they were sending someone to have a look which when you have already waited half an hour and need to get ready to catch your flight is really not acceptable. I have to say my first impression of Singapore all thanks to Agnes on the front desk is not a very positive one. I can definitely say, without a doubt ,the worst front of house member of staff I have ever come across in 30 years of travelling.",Trip type: Travelled with family,"Esher, United Kingdom",8 ,16 ,1.0,
Date of stay: November 2014,Ronaldo B,Convinient for transit travel,"Stayed there one night when transiting back from malaysia to the USA.
Quite convinient location to terminal 3, the walk from my room to the gate was felt to be shorter than if I had parked on the parking lot. Staying there saved me about 4hours of good sleep.
The room is quite fancy and they have an nice looking (because I didnt have time to jump on it) pool.
Something that could be better is that the breakfast starts running at 6:30 so, since my flight departed at 7am I missed it. For an in-airport hotel I would expect them to have some kind of arrangement for the breakfast of early morning travellers.
Will stay there again in case I have to repeat this trip.",Trip type: Travelled on business,"Houston, Texas",57 ,24 ,4.0,
Date of stay: October 2014,hydtrade,Very convenient transit hotel,"This was the most convenient hotel for someone with a late night arrival and same morning departure from Singapore hotel. Does not make sense to get a hotel far away from the airport. Just walk into it from the terminal. Quick check in, and very comfortable rooms and a very good breakfast were the salient features. I will gladly use this hotel again during my transits at Singapore airport.",Trip type: Travelled on business,"Austin, Texas",51 ,41 ,4.0,
Date of stay: October 2014,kumquattraveller,One night transit stay,"We had high expectations of the hotel based on pictures and also a friend who had stayed there recently. Our purpose was to stay overnight in order to catch a late morning flight the next morning. We travelled with our son who was almost two at that time. It was great to have the hotel connected to the airport. We had checked our luggage all the way through from Melbourne to Taipei so we only brought our hand carry with us to the hotel. The location was convenient, we were able to wake up later since the walk to security/gates was not very far.

The room has a nice interior, it was clean and fresh. The baby cot that the hotel supplied free of charge was a travel cot. It was good enough.

Breakfast was abundant, lots of choices and quite delicious.

Staff that we encountered at check-in and at breakfast were friendly and courteous.

The pool area was nice although we did not actually swim in it.

The only reason why I would not give this hotel 5 stars is the price. I do think it's overpriced and probably would not stay there again. If it was priced closer to SGD$200 then I think it would be reasonable and I would definitely stay there again.",Trip type: Travelled with family,"Melbourne, Australia",32 ,63 ,4.0,
Date of stay: October 2014,Deborah D,This hotel just fitted the bill,We stayed here on our way through Singapore to Bangkok. It was easily accessible from all terminals and it was easy to get back into the terminals to take advantage of the shops and restaurants. The staff were very friendly and helpful and the rooms were as you would expect from a 5 star hotel.,Trip type: Travelled as a couple,"Manchester, United Kingdom",10 ,,4.0,
Date of stay: October 2014,Jewels1698,Convenient for transiting,"Located off of Terminal 3, this hotel is easy to reach via the terminal trains.  Check-in desk is located one floor down from entrance from the airport.  We stayed after coming back from Phuket in the evening with a flight to the US the next morning.  After checking in, we headed back into Singapore central via a taxi (which the front desk must call for you, they are not lined up waiting here) for dinner.  It was very convenient.  The room itself was relatively clean (the bed was very clean), however, I noticed the area under the sink in the bathroom was quite dusty and in need of a mop.  The bathroom has a glass wall, with a large floral design - not a problem for us traveling as a couple - and there is a pull down shade for privacy,  but if traveling with friends, it would be a ""run the tap"" type bathroom ;)Although the hotel is located just adjacent to a runway, there was no noise disturbance in the room.  From the exterior hallways, you could hear planes, but it wasn't very loud.  We did not use the gym, pool, or eat at the hotel, but the dinning area seemed very hip: dark and shiny.  I would stay again if I had a short connection  (but long enough to need a hotel), otherwise, I'd pick something in the city - Changi is a short ride from anywhere in the city.",Trip type: Travelled as a couple,"Miami Beach, Florida",142 ,168 ,3.0,
Date of stay: September 2014,littlemisstraveller8,Wonderful hotel,"I was flying from Melbourne to Paris when I injured myself and was hospitalised in Singapore. Upon my release I spent a couple of nights at the Crowne Plaza to recover further before flying home. This hotel was wonderfully comfortable and convenient to the airport. My room was spotless, room service was fast and tasty and the pool was amazing to relax in on a hot thundery evening. Staff at reception were very helpful & recommended an upgrade deal that included a wonderful breakfast. Would stay again (under better circumstances) and suitable to breakup a long haul flight between Australia & Europe.",,Cairns,8 ,9 ,5.0,
Date of stay: October 2014,callhousekeeping,The Best Airport Hotel.  Ever.,"And possibly one of the best hotels full stop.

Once you stay here you understand why this hotel has been awarded one of the top ten airport hotels in the world. Not only is it an actual airport hotel that is connected directly to terminal 3 (unlike some other airport hotels where you still need to take a shuttle), it literally took me 6 minutes from checking out of the hotel to when I went through customs to catch my flight. No, it oozes style, space, comfort and luxury that is seldom found in any other airport hotel.

The rooms are bright (but completely block out when needed so you can get rest after a long flight) with luxuriously huge bathrooms, a sensational shower and super bath. The bed is comfy, and pillows just right. The pool looks stunning and the fitness centre absolutely perfect, I only wish I had time to have used both of them.

The breakfast is one of the better ones I've experienced at a Singapore hotel (although being asked if I want a coffee refill 4 times by 4 different staff members in the space of 3 minutes is a tad over-servicing).

This is by far my favourite Singapore hotel, and would seriously consider staying here even when not just transiting through. Perfect for work and for play, this hotel has everything to offer and will change your mind about airport hotels forever.",Trip type: Travelled on business,"Sydney, Australia",79 ,120 ,5.0,
Date of stay: November 2014,Bart V,One of the best airport hotels,"I travel pretty extensively for business but Crowne Plaza Changi is by far best airport hotel I stayed.

It is located in terminal 3 but can very easily be reached by Skytrain from terminal 1 and 2. I arrived from USA in terminal 1 just after midnight and within 10 minutes of picking up my bags I was stepping in my room, ready to recover from my jetlag (Skytrain is running from 5am till 230 am).
Rooms are modern with a great rain shower, the only amenity I missed were slippers to go to the swimming pool, you would expect these for this type of hotel. And the swimming pool you really do not want to miss, although not deep enough for a very good lap swim, the pool is long enough to enjoy your laps if you want to.
Rooms are very quiet, even if you are close to the runaway as I was (enjoy the view!).

The hotel has a great breakfast buffet with both European/American and Asian food.
During my return trip I stayed another night and had to check out 5am, but a to go breakfast was prepared for me which I easily could hand-carry on the plane. The details do make the difference!

Nothing bad about the hotel and although not cheap it is just worth every penny if you are looking for a hotel during your stop-over at Singapore between long-hauls.",Trip type: Travelled on business,"Atlanta, Georgia",86 ,114 ,5.0,
Date of stay: August 2014,Penny917,Best Hotel on our trip !,"Now this Hotel is class with a capital ' C "" the décor in our room was awesome !! Despite being right next to the runway at Changi Airport there was no noise from the planes. The service was outstanding.. We arrived at about 6am in Singapore after a 13 hour flight from London so waited a few hours before checking in. At 9am we went to check in fully expecting to be told that it was too early ! But, not so they told us our room was ready for us.",Trip type: Travelled as a couple,"Brisbane, Australia",31 ,20 ,5.0,
Date of stay: October 2014,Edwerido,Life saver,"Our plane arrived late in Singapore and we had an early departure the next morning. This hotel was a godsend! Clean, beautifully fitted out and connected to the airport. All you could ask for and more. Staff very helpful and we had a great view of the planes taking off but without the noise.",,"Nelson-Tasman Region, New Zealand",25 ,9 ,5.0,
Date of stay: October 2014,Marg H,Crowne plaza Singapore airport,Very conveniently located at the airport. Easily accessed from the skybus. Excellent way to break up the long haul. The design of the hotel is quite outstanding. Beautiful pool for an early morning swim. Excellent breakfast with everything on offer.,,"Ballarat, Australia",15 ,9 ,5.0,
Date of stay: October 2014,JuliaV18,Phenomenal airport hotel,It has to be one of the very best.   You roll in late at night and they make you feel welcome in your jet lagged haze.  The rooms are quiet and clean with great design.  You feel you want to stay on rather than moving along the next morning.  Breakfast in the coffee shop is delicious and option to purchase buffet breakfast at a discount on arrival is highly recommended.  Had checked my luggage all the way through and just came in with hand luggage.  Excellent Bathroom amenities meant I could have lightened my load even more.,,"Melbourne, Australia",18 ,39 ,5.0,
Date of stay: July 2014,rdg444,As Usual,"Same again for us. A lengthy stopover between flights & as our last stay was so good we opted to try again. The receptionist was lovely, so helpful. Unfortunately I misplaced the paper I wrote her name on otherwise I'd have sent an email to the manager to praise her. Luggage to the room again. I'm sure we were in the same room as last time too We ordered room service & the food arrived in 28 minutes, we were told 30 minutes, it was superb & plentiful. The only downside this time was a weeding ceremony at the poolside, I was looking forward to a swim & taking my little boy in for a splash about. As we make the trip from UK to Oz regularly this is definitely our preferred hotel in Singapore.",,"Carmarthen, United Kingdom",15 ,10 ,5.0,
Date of stay: October 2014,Barry D,Impressive airport hotel,"Had a stopover in Singapore after an evening flight from Sydney and had early morning onward flight.  The late night staff were very friendly and helpful after my long flight.  The room was outstanding in decor and design and was a real surprise.  Location is excellent, being in Changi Airport and only a few minutes walk from the terminal.  The rooms are well soundproofed and if you are located in one of the side rooms you only hear the very last of the reverse thrust from the jets.  As it was an overnighter I can't comment on food and other amenities but I will certainly stay here again on the same basis. ",,"Sydney, Australia",43 ,17 ,4.0,
Date of stay: October 2014,C0NSUMER_ADV0CATE_1,Breeze,"The hotel was upscale and the room was large. The hotel provided many amenities including robes and slippers. There were a few things that were not perfect. The bed was very hard, aircraft takeoffs were somewhat loud, and lighting was minimal. The ability to walk down a hall into the airport counterbalanced the aircraft noise. We would recommend this hotel to anyone with an early outbound flight.",,"Elkridge, Maryland",4 ,2 ,4.0,
Date of stay: September 2014,suami_intan,Very good airport hotel,"We booked and stayed at this hotel for three nights. Overall, I have to say this hotel is excellent. The price for the room is quite reasonable. The bed is very comfortable and the bathroom is quite big. The room also is very well maintain. The last time I stayed here was in 2011. We noticed no significant decay in the property, which means it is very well maintained in my opinion. The breakfast quantity and quality is quite good. If you book the room with breakfast package, by any means do eat there. But There are many restaurants in the area, so that is certainly excellent option as well. The hotel is also very close to MRT statio. So you can even stay in this hotel if you do business in downtown if you fancy. Overall this is a good hotel.",,"Jakarta, Indonesia",425 ,83 ,,4.0
Date of stay: October 2014,Craig H,Good location for a stopover ,"Right by the Terminal 3 skytrain, this hotel has a great location for a stopover in Singapore.    Although located on the airport we found no issue with aircraft noise.   Staff were helpful and the room was modern, not the typical American chain hotel drab. ",,"Nottinghamshire, United Kingdom",417 ,220 ,4.0,
Date of stay: October 2014,Extreme-SJN,Great Place for a Layover!,"2nd time I have stayed here, and the first time with my family. We had connecting rooms which helped us with out little ones.   Rooms are extremely modern, comfortable with a luxurious feel. Swimming pool is stunning. Breakfast was very nice, and a decent selection for a quick breaky on the run. Last time *5 years ago) I ate ate their awesome Chinese Restaurant, and spent a few hours at their cool little bar.  Where else can you sit in your room and watch A380's take off and land to the sound of excited kiddies?  Highly recommended, especially if you are departing from Terminal 3 early the next morning.",,"Melbourne, Australia",53 ,56 ,5.0,
