,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_1,count_topic_0,count_topic_3,topic_1,topic_0,topic_3,count_topic_2,topic_2,count_topic_4,topic_4
171,Paul P,2019-08-01,PreCovid,3,4.0,"[[time, sever, 2], [floor, tri, 0], [use, encourag, 3]]",,1.0,1.0,,0.0,0.0,1.0,0.0,,
172,evdokimos,2019-08-01,PreCovid,3,5.0,"[[hotel, nice, 1], [friendli, clean, 1], [time, next, 2]]",2.0,,,0.48333333333333334,,,1.0,0.0,,
173,Ranida,2019-08-01,PreCovid,3,4.0,"[[day, first, 2], [hotel, singapor, 1], [bugi, 'least day', 1]]",2.0,,,-0.15,,,1.0,0.25,,
174,Maqsud Devdiwala,2019-06-01,PreCovid,3,4.0,"[[night, annual, 4], [time, full, 2]]",,,,,,,1.0,0.35,1.0,0.0
175,PepsTT,2019-07-01,PreCovid,3,3.0,"[[place, convini, 1], [room, much, 0], [place, great, 1]]",2.0,1.0,,0.4,0.2,,,,,
176,Denzil Tay,2018-12-01,PreCovid,3,4.0,"[[room, good, 0], [room, clean, 0]]",,2.0,,,0.5333333333333333,,,,,
177,Ighi S,2019-08-01,PreCovid,3,5.0,"[[time, first, 2], [stay, singapor, 1], [night, late, 4], [good, smooth, 1]]",2.0,,,0.275,,,1.0,0.25,1.0,-0.3
178,RusselSG,2019-08-01,PreCovid,3,5.0,"[[hotel, nice, 1], [comfort, nice, 1], [staff, overal, 1], [room, good, 0], [room, clean, 0]]",3.0,2.0,,0.39999999999999997,0.5333333333333333,,,,,
179,CAJEN008,2018-09-01,PreCovid,3,1.0,"[[night, short, 4]]",,,,,,,,,1.0,0.0
180,Asya Tours,2019-07-01,PreCovid,3,5.0,[],,,,,,,,,,
181,almazhodzhaev,2019-01-01,PreCovid,3,5.0,"[[hotel, front, 1]]",1.0,,,0.0,,,,,,
182,supratik2017,2019-07-01,PreCovid,3,4.0,"[[hotel, good, 1], [breakfast, everi, 4], [breakfast, 'almost everi', 4], [breakfast, servic, 4]]",1.0,,,0.7,,,,,3.0,0.0
183,Raffee,2019-07-01,PreCovid,3,4.0,"[[staff, great, 1], [staff, great, 1]]",2.0,,,0.8,,,,,,
184,j0g1966,2019-07-01,PreCovid,3,5.0,"[[hotel, great, 1], [room, great, 0], [breakfast, toiletri, 4], [breakfast, good, 4], [bugi, close, 1]]",2.0,1.0,,0.4,0.8,,,,2.0,0.35
185,NKR,2019-07-01,PreCovid,3,3.0,"[[hotel, singapor, 1], [shower, small, 0]]",1.0,1.0,,0.0,-0.25,,,,,
186,Terts,2019-07-01,PreCovid,3,5.0,"[[check, major, 2], [check, countri, 2], [time, long, 2], [room, insid, 0], [room, small, 0], [room, asian, 0]]",,3.0,,,-0.08333333333333333,,3.0,0.004166666666666666,,
187,Fahim H Shantanu,2019-08-01,PreCovid,3,1.0,"[[check, servic, 2], [check, front, 2]]",,,,,,,2.0,0.0,,
188,Konstantinos,2019-07-01,PreCovid,3,5.0,"[[hotel, good, 1], [hotel, nice, 1]]",2.0,,,0.6499999999999999,,,,,,
189,nishithsarda,2019-07-01,PreCovid,3,5.0,"[[room, quick, 0], [room, good, 0]]",,2.0,,,0.5166666666666666,,,,,
190,basab1985,2019-07-01,PreCovid,3,4.0,[],,,,,,,,,,
191,baskaab,2019-07-01,PreCovid,3,3.0,[],,,,,,,,,,
192,Hai N,2019-07-01,PreCovid,3,4.0,"[[room, clean, 0], [room, small, 0], [book, good, 2]]",,2.0,,,0.05833333333333335,,1.0,0.7,,
193,waikeatchew,2019-07-01,PreCovid,3,3.0,"[[check, late, 2], [staff, extra, 1], [staff, differ, 1], [time, brief, 2]]",2.0,,,0.0,,,2.0,-0.15,,
194,agrabhay,2019-05-01,PreCovid,3,4.0,"[[hotel, nice, 1]]",1.0,,,0.6,,,,,,
195,thitiporn_nicole,2019-07-01,PreCovid,3,5.0,"[[need, 'also fast', 3], [need, servic, 3]]",,,2.0,,,0.1,,,,
196,SamW,2018-11-01,PreCovid,3,5.0,"[[book, soft, 2]]",,,,,,,1.0,0.1,,
197,bernardineyeo,2019-06-01,PreCovid,3,5.0,"[[room, great, 0], [breakfast, great, 4]]",,1.0,,,0.8,,,,1.0,0.8
198,Catherine Oung,2019-06-01,PreCovid,3,2.0,[],,,,,,,,,,
199,Pakistani-traveller,2019-06-01,PreCovid,3,4.0,"[[taxi, close, 3], [use, free, 3], [help, incred, 1]]",1.0,,2.0,0.0,,0.2,,,,
200,chimionte,2019-06-01,PreCovid,3,3.0,"[[room, basic, 0]]",,1.0,,,0.0,,,,,
201,rachel sadik,2019-06-01,PreCovid,3,3.0,"[[room, difficult, 0]]",,1.0,,,-0.5,,,,,
202,Aussietravler,2019-06-01,PreCovid,3,1.0,"[[book, last, 2], [book, total, 2], [book, total, 2]]",,,,,,,3.0,0.0,,
203,JP 1965,2019-06-01,PreCovid,3,5.0,"[[stay, usual, 1], [stay, great, 1]]",2.0,,,0.275,,,,,,
204,Fel,2019-06-01,PreCovid,3,4.0,"[[door, next, 0]]",,1.0,,,0.0,,,,,
205,hlc1982,2019-06-01,PreCovid,3,5.0,"[[hotel, good, 1]]",1.0,,,0.7,,,,,,
206,Himanshu Rana,2019-05-01,PreCovid,3,5.0,"[[room, best, 0], [place, local, 1], [room, clean, 0]]",1.0,2.0,,0.0,0.6833333333333333,,,,,
207,Hans Chen,2018-07-01,PreCovid,3,4.0,"[[time, last, 2], [stay, singapor, 1], [room, closest, 0], [breakfast, free, 4], [room, choic, 0]]",1.0,2.0,,0.0,0.0,,1.0,0.0,1.0,0.4
208,roken2000,2019-06-01,PreCovid,3,4.0,"[[area, new, 4]]",,,,,,,,,1.0,0.13636363636363635
209,SJW,2019-06-01,PreCovid,3,4.0,"[[time, sever, 2]]",,,,,,,1.0,0.0,,
210,Barkha Khira,2019-05-01,PreCovid,3,4.0,"[[breakfast, great, 4], [bugi, close, 1]]",1.0,,,0.0,,,,,1.0,0.8
211,JonG88,2019-06-01,PreCovid,3,4.0,"[[hotel, singapor, 1], [hotel, overal, 1]]",2.0,,,0.0,,,,,,
212,dba,2019-05-01,PreCovid,3,5.0,"[[hotel, good, 1]]",1.0,,,0.7,,,,,,
213,Mrudang R,2019-06-01,PreCovid,3,3.0,"[[hotel, pro, 1], [room, big, 0], [servic, regular, 1], [servic, clean, 1]]",3.0,1.0,,0.12222222222222223,0.0,,,,,
214,nabanita_july,2019-06-01,PreCovid,3,5.0,"[[room, great, 0], [room, smooth, 0], [time, next, 2], [day, full, 2]]",,2.0,,,0.6000000000000001,,2.0,0.175,,
215,Odyssey60724820655,2019-06-01,PreCovid,3,5.0,"[[place, good, 1]]",1.0,,,0.7,,,,,,
216,AConradB,2019-05-01,PreCovid,3,5.0,"[[breakfast, particularli, 4]]",,,,,,,,,1.0,0.0
217,Pawanpreet S,2018-07-01,PreCovid,3,5.0,[],,,,,,,,,,
218,Bev1NewZealand,2019-04-01,PreCovid,3,5.0,"[[room, clean, 0]]",,1.0,,,0.3666666666666667,,,,,
219,John D,2019-06-01,PreCovid,3,4.0,"[[room, clean, 0], [room, compact, 0]]",,2.0,,,0.18333333333333335,,,,,
220,Joelle C,2018-08-01,PreCovid,3,4.0,"[[stay, perfect, 1], [room, clean, 0], [staff, perfect, 1], [staff, brilliant, 1]]",3.0,1.0,,0.9666666666666667,0.3666666666666667,,,,,
221,jeff_chan23,2019-05-01,PreCovid,3,4.0,"[[room, enough, 0]]",,1.0,,,0.0,,,,,
222,rossegamban,2019-05-01,PreCovid,3,5.0,"[[hotel, sleek, 1]]",1.0,,,0.0,,,,,,
223,VeroLSpain,2019-04-01,PreCovid,3,4.0,"[[hotel, nice, 1]]",1.0,,,0.6,,,,,,
224,JElliot32,2019-05-01,PreCovid,3,5.0,"[[hotel, best, 1]]",1.0,,,1.0,,,,,,
225,john  L,2019-05-01,PreCovid,3,5.0,"[[staff, great, 1]]",1.0,,,0.8,,,,,,
226,j_clark,2019-05-01,PreCovid,3,5.0,"[[friendli, servic, 1], [staff, great, 1], [friendli, good, 1], [friendli, great, 1], [water, free, 0], [day, first, 2], [room, good, 0], [room, clean, 0]]",4.0,3.0,,0.575,0.48888888888888893,,1.0,0.25,,
227,warren r,2019-05-01,PreCovid,3,4.0,"[[bed, clean, 0], [shower, good, 0], [size, good, 0], [day, bigger, 2], [staff, well, 1]]",1.0,3.0,,0.0,0.5888888888888889,,1.0,0.0,,
228,grandad88,2019-04-01,PreCovid,3,4.0,"[[check, singapor, 2], [room, luggag, 0], [room, safe, 0], [staff, luggag, 1]]",1.0,2.0,,0.0,0.25,,1.0,0.0,,
229,Margarita M,2018-09-01,PreCovid,3,5.0,[],,,,,,,,,,
230,missyboogs,2019-05-01,PreCovid,3,5.0,"[[hotel, singapor, 1], [food, better, 1], [food, choic, 1]]",3.0,,,0.16666666666666666,,,,,,
231,Journey26019703319,2019-05-01,PreCovid,3,2.0,"[[room, great, 0], [room, experi, 0], [day, first, 2], [room, clean, 0], [room, clean, 0], [room, proof, 0]]",,5.0,,,0.3066666666666667,,1.0,0.25,,
232,Manh Cuong,2019-05-01,PreCovid,3,4.0,"[[day, long, 2], [room, good, 0], [food, clean, 1]]",1.0,1.0,,0.3666666666666667,0.7,,1.0,-0.05,,
233,Lia,2019-05-01,PreCovid,3,5.0,[],,,,,,,,,,
234,sysy007,2019-03-01,PreCovid,3,5.0,[],,,,,,,,,,
235,Domarchie,2019-05-01,PreCovid,3,4.0,"[[hotel, close, 1], [room, good, 0], [room, standard, 0], [room, rememb, 0]]",1.0,3.0,,0.0,0.2333333333333333,,,,,
236,Wira H,2019-04-01,PreCovid,3,4.0,"[[staff, nice, 1], [staff, choic, 1], [stay, great, 1]]",3.0,,,0.4666666666666666,,,,,,
237,AndreasWisatawan,2019-05-01,PreCovid,3,5.0,[],,,,,,,,,,
238,Leonardo G,2018-11-01,PreCovid,3,4.0,"[[hotel, perfect, 1], [stay, short, 1], [hotel, decent, 1]]",3.0,,,0.3888888888888889,,,,,,
239,GREG N,2019-02-01,PreCovid,3,2.0,"[[room, smallest, 0], [door, next, 0], [area, western, 4]]",,2.0,,,0.0,,,,1.0,0.0
240,tezthanomad,2019-03-01,PreCovid,3,4.0,"[[hotel, mid, 1], [room, much, 0]]",1.0,1.0,,0.0,0.2,,,,,
241,Julia B,2019-05-01,PreCovid,3,4.0,"[[room, small, 0]]",,1.0,,,-0.25,,,,,
242,Sightsee66863210890,2019-04-01,PreCovid,3,5.0,"[[hotel, central, 1]]",1.0,,,0.0,,,,,,
243,ukfowler,2019-04-01,PreCovid,3,4.0,"[[room, huge, 0], [room, neg, 0], [water, hot, 0], [room, new, 0]]",,4.0,,,0.19659090909090912,,,,,
244,Misha Z,2019-04-01,PreCovid,3,5.0,[],,,,,,,,,,
245,Nilza K,2019-04-01,PreCovid,3,5.0,"[[singapor, nice, 1]]",1.0,,,0.6,,,,,,
246,Vineet O,2019-04-01,PreCovid,3,4.0,"[[room, choic, 0], [hotel, next, 1]]",1.0,1.0,,0.0,0.0,,,,,
247,Nanda K,2019-04-01,PreCovid,3,4.0,"[[room, small, 0], [room, free, 0], [day, free, 2]]",,2.0,,,0.07500000000000001,,1.0,0.4,,
248,louiepreacher,2019-04-01,PreCovid,3,5.0,"[[room, true, 0]]",,1.0,,,0.35,,,,,
249,Fred Conte,2019-04-01,PreCovid,3,5.0,"[[room, free, 0], [flight, great, 3]]",,1.0,1.0,,0.4,0.8,,,,
250,Aryo Sesotya Gumilang,2019-04-01,PreCovid,3,5.0,"[[hotel, nice, 1], [food, center, 1]]",2.0,,,0.25,,,,,,
251,Samadi W,2018-05-01,PreCovid,3,4.0,"[[stay, singapor, 1], [breakfast, less, 4]]",1.0,,,0.0,,,,,1.0,-0.16666666666666666
252,Adrian Y,2019-04-01,PreCovid,3,3.0,"[[stay, good, 1], [room, less, 0], [room, good, 0]]",1.0,2.0,,0.7,0.26666666666666666,,,,,
253,Kevin K,2019-04-01,PreCovid,3,5.0,"[[room, clean, 0], [room, quiet, 0], [room, old, 0]]",,3.0,,,0.15555555555555556,,,,,
254,Alice D,2018-11-01,PreCovid,3,5.0,"[[size, decent, 0], [bed, singapor, 0]]",,2.0,,,0.08333333333333333,,,,,
255,vidipmalhotra,2019-04-01,PreCovid,3,4.0,[],,,,,,,,,,
256,Edwin X,2019-04-01,PreCovid,3,4.0,[],,,,,,,,,,
257,MarlinaIndonesia,2019-04-01,PreCovid,3,5.0,"[[time, first, 2]]",,,,,,,1.0,0.25,,
258,Tourist37988150880,2019-03-01,PreCovid,3,5.0,"[[place, great, 1], [room, singapor, 0], [food, varieti, 1]]",2.0,1.0,,0.4,0.0,,,,,
259,Suhaim,2019-03-01,PreCovid,3,5.0,"[[stay, great, 1]]",1.0,,,0.8,,,,,,
260,rafkam,2019-04-01,PreCovid,3,4.0,"[[hotel, solid, 1], [room, great, 0]]",1.0,1.0,,0.0,0.8,,,,,
261,LACKSAMEE L,2019-03-01,PreCovid,3,4.0,"[[place, perfect, 1]]",1.0,,,1.0,,,,,,
262,Jeffrey F,2019-03-01,PreCovid,3,5.0,"[[time, great, 2]]",,,,,,,1.0,0.8,,
263,thitiporn_nicole,2019-03-01,PreCovid,3,5.0,"[[realli, soft, 3]]",,,1.0,,,0.1,,,,
264,MuzzaMagneticIsland,2019-03-01,PreCovid,3,4.0,"[[hotel, good, 1], [room, good, 0]]",1.0,1.0,,0.7,0.7,,,,,
265,Michael D,2019-03-01,PreCovid,3,5.0,"[[place, centr, 1], [place, 'far centr', 1], [room, clean, 0], [room, modern, 0]]",2.0,2.0,,0.05,0.2833333333333333,,,,,
266,mash4d,2019-03-01,PreCovid,3,4.0,"[[room, clean, 0], [room, modern, 0], [breakfast, particular, 4], [door, next, 0]]",,3.0,,,0.18888888888888888,,,,1.0,0.16666666666666666
267,Harry Chua,2019-03-01,PreCovid,3,5.0,"[[food, local, 1]]",1.0,,,0.0,,,,,,
268,Roxanne,2019-03-01,PreCovid,3,5.0,"[[place, nice, 1], [breakfast, great, 4], [breakfast, nice, 4], [friendli, full, 1]]",2.0,,,0.475,,,,,2.0,0.7
269,penelopeh771,2018-06-01,PreCovid,3,4.0,"[[hotel, nice, 1], [hotel, clean, 1], [breakfast, good, 4]]",2.0,,,0.48333333333333334,,,,,1.0,0.7
270,Catherine H,2019-03-01,PreCovid,3,5.0,"[[check, good, 2], [check, servic, 2], [check, front, 2]]",,,,,,,3.0,0.2333333333333333,,
271,AliKeane,2019-03-01,PreCovid,3,4.0,"[[bathroom, rotten, 0], [bathroom, 'improv rotten', 0], [room, overal, 0]]",,3.0,,,0.0,,,,,
272,Road45846708614,2019-03-01,PreCovid,3,4.0,"[[breakfast, overal, 4]]",,,,,,,,,1.0,0.0
273,JanBdeW,2019-03-01,PreCovid,3,4.0,"[[stay, singapor, 1], [day, second, 2]]",1.0,,,0.0,,,1.0,0.0,,
274,ks c,2019-03-01,PreCovid,3,3.0,"[[room, servic, 0], [room, small, 0], [place, good, 1], [place, 'also good', 1]]",2.0,2.0,,0.7,-0.125,,,,,
275,MJM,2018-04-01,PreCovid,3,5.0,"[[food, good, 1], [walk, biggest, 4]]",1.0,,,0.7,,,,,1.0,0.0
276,Harry P,2019-03-01,PreCovid,3,3.0,"[[room, safe, 0]]",,1.0,,,0.5,,,,,
277,indiantraveller1104,2018-10-01,PreCovid,3,3.0,"[[room, basic, 0], [breakfast, compact, 4], [breakfast, nice, 4]]",,1.0,,,0.0,,,,2.0,0.3
278,Ipinkcool,2019-02-01,PreCovid,3,3.0,"[[room, clean, 0], [room, small, 0], [check, servic, 2], [check, fast, 2], [room, quick, 0], [comfort, toiletri, 1]]",1.0,3.0,,0.0,0.15,,2.0,0.1,,
279,S.a.s.a.,2019-03-01,PreCovid,3,4.0,[],,,,,,,,,,
280,Adrian P,2019-02-01,PreCovid,3,4.0,[],,,,,,,,,,
281,Clive888,2019-02-01,PreCovid,3,5.0,"[[room, pleasant, 0], [room, decent, 0]]",,2.0,,,0.44999999999999996,,,,,
282,NelsonNZ,2019-02-01,PreCovid,3,4.0,"[[walk, short, 4], [breakfast, free, 4]]",,,,,,,,,2.0,0.2
283,Zabraaaaa,2019-02-01,PreCovid,3,2.0,[],,,,,,,,,,
284,Patricia O,2019-02-01,PreCovid,3,5.0,"[[room, usual, 0], [staff, smooth, 1]]",1.0,1.0,,0.4,-0.25,,,,,
285,Amol V,2019-02-01,PreCovid,3,4.0,"[[breakfast, good, 4], [breakfast, servic, 4], [breakfast, decent, 4], [room, neg, 0]]",,1.0,,,0.0,,,,3.0,0.28888888888888886
286,howardmcomber2,2019-02-01,PreCovid,3,5.0,"[[hotel, experi, 1], [hotel, singapor, 1], [breakfast, incred, 4], [friendli, full, 1], [walk, short, 4], [staff, major, 1], [bugi, new, 1]]",5.0,,,0.10977272727272727,,,,,2.0,0.0
287,ktchye (Kee Thuan Chye),2019-02-01,PreCovid,3,4.0,"[[hotel, top, 1], [hotel, front, 1]]",2.0,,,0.25,,,,,,
288,LoveTravel761894,2019-02-01,PreCovid,3,4.0,"[[place, experi, 1]]",1.0,,,0.0,,,,,,
289,Roel B,2019-02-01,PreCovid,3,4.0,"[[hotel, great, 1], [hotel, fine, 1], [room, great, 0], [bathroom, small, 0]]",2.0,2.0,,0.6083333333333334,0.275,,,,,
290,Banupratap,2019-02-01,PreCovid,3,4.0,"[[bugi, close, 1], [staff, major, 1]]",2.0,,,0.03125,,,,,,
291,Toniya Thomas,2019-02-01,PreCovid,3,5.0,"[[room, experi, 0], [room, 'best experi', 0], [staff, good, 1]]",1.0,2.0,,0.7,0.5,,,,,
292,Todd,2019-02-01,PreCovid,3,5.0,"[[room, singapor, 0], [staff, good, 1]]",1.0,1.0,,0.7,0.0,,,,,
293,Kenopy,2019-01-01,PreCovid,3,1.0,"[[hotel, regular, 1]]",1.0,,,0.0,,,,,,
294,Devdatta T,2019-01-01,PreCovid,3,4.0,"[[hotel, great, 1], [hotel, great, 1], [door, next, 0], [room, unsatisfi, 0], [space, enough, 0]]",2.0,3.0,,0.8,0.0,,,,,
295,Dessy H,2019-01-01,PreCovid,3,5.0,[],,,,,,,,,,
296,friskycelery,2019-01-01,PreCovid,3,4.0,"[[hotel, good, 1], [staff, whole, 1]]",2.0,,,0.44999999999999996,,,,,,
297,Dorothy H,2019-01-01,PreCovid,3,3.0,"[[bed, overnight, 0], [room, good, 0], [pool, servic, 4], [breakfast, good, 4]]",,2.0,,,0.35,,,,2.0,0.35
298,Özlem Oz,2019-01-01,PreCovid,3,5.0,"[[hotel, singapor, 1], [time, first, 2]]",1.0,,,0.0,,,1.0,0.25,,
299,Yulia V,2019-01-01,PreCovid,3,5.0,"[[room, free, 0], [room, much, 0]]",,2.0,,,0.30000000000000004,,,,,
300,mchengau,2018-12-01,PreCovid,3,5.0,"[[book, pax, 2], [room, high, 0]]",,1.0,,,0.16,,1.0,0.0,,
301,Khalifa A,2019-01-01,PreCovid,3,5.0,"[[hotel, nice, 1], [hotel, singapor, 1], [hotel, nice, 1], [breakfast, clean, 4], [food, varieti, 1]]",4.0,,,0.3,,,,,1.0,0.3666666666666667
302,Dipikazview,2019-01-01,PreCovid,3,5.0,"[[servic, great, 1]]",1.0,,,0.8,,,,,,
303,Neeraj R,2018-12-01,PreCovid,3,4.0,"[[hotel, great, 1], [room, best, 0], [hotel, overal, 1], [hotel, good, 1]]",3.0,1.0,,0.5,1.0,,,,,
304,Elaine Stone,2019-01-01,PreCovid,3,3.0,"[[clean, basic, 1], [room, standard, 0], [area, upscal, 4], [area, better, 4]]",1.0,1.0,,0.18333333333333335,0.0,,,,2.0,0.25
305,Gary_Childers,2019-01-01,PreCovid,3,4.0,"[[room, eateri, 0]]",,1.0,,,0.0,,,,,
306,Fazrul H,2018-11-01,PreCovid,3,4.0,"[[staff, good, 1], [staff, experi, 1], [water, big, 0], [water, excel, 0]]",2.0,2.0,,0.35,0.0,,,,,
307,Taufik Nugroho,2018-12-01,PreCovid,3,4.0,"[[room, industri, 0], [place, big, 1]]",1.0,1.0,,0.0,0.0,,,,,
308,ramlisan,2018-06-01,PreCovid,3,5.0,"[[time, great, 2], [singapor, common, 1]]",1.0,,,-0.3,,,1.0,0.8,,
309,ETI-Bali,2019-01-01,PreCovid,3,5.0,"[[time, next, 2]]",,,,,,,1.0,0.0,,
310,Niezel H,2018-12-01,PreCovid,3,5.0,"[[room, great, 0], [room, hous, 0], [time, everi, 2]]",,2.0,,,0.4,,1.0,0.0,,
311,Giovanni L,2019-01-01,PreCovid,3,3.0,"[[room, good, 0], [room, old, 0], [space, much, 0]]",,3.0,,,0.3333333333333333,,,,,
312,Connector06920297199,2018-12-01,PreCovid,3,3.0,"[[staff, good, 1], [room, next, 0], [bed, singl, 0], [hotel, singl, 1], [hotel, 'real singl', 1], [bed, old, 0]]",3.0,3.0,,0.3,0.03333333333333333,,,,,
313,Chantel v,2018-02-01,PreCovid,3,4.0,"[[size, good, 0], [time, elev, 2]]",,1.0,,,0.7,,1.0,0.0,,
314,Vijay s,2018-12-01,PreCovid,3,4.0,"[[bugi, close, 1], [day, honest, 2], [bathroom, small, 0], [place, better, 1], [place, 'better better', 1], [place, sambhar, 1], [place, great, 1], [friendli, servic, 1], [staff, good, 1], [check, smooth, 2]]",7.0,1.0,,0.35714285714285715,-0.25,,2.0,0.5,,
315,johngh67,2018-12-01,PreCovid,3,2.0,"[[room, basic, 0], [day, first, 2], [day, equal, 2], [day, second, 2], [ask, final, 2]]",,1.0,,,0.0,,4.0,0.0625,,
316,MacLachlan,2018-11-01,PreCovid,3,4.0,"[[night, short, 4], [room, quiet, 0], [bed, singapor, 0], [water, advantag, 0]]",,3.0,,,0.0,,,,1.0,0.0
317,janetwD4656GQ,2018-11-01,PreCovid,3,5.0,"[[hotel, great, 1], [room, great, 0], [room, 'also great', 0], [walk, short, 4]]",1.0,2.0,,0.8,0.8,,,,1.0,0.0
318,lost soul,2018-11-01,PreCovid,3,4.0,"[[area, good, 4], [hotel, big, 1], [hotel, extra, 1], [day, first, 2], [place, recommend, 1], [hotel, indian, 1]]",4.0,,,0.0,,,1.0,0.25,1.0,0.7
319,K K L,2018-12-01,PreCovid,3,5.0,[],,,,,,,,,,
320,Voyage38425531965,2018-12-01,PreCovid,3,3.0,"[[place, wrong, 1], [room, good, 0], [room, quiet, 0], [place, small, 1], [bathroom, hard, 0], [bathroom, basic, 0]]",2.0,4.0,,-0.375,0.10208333333333332,,,,,
321,FookOn,2018-12-01,PreCovid,3,5.0,[],,,,,,,,,,
322,silvyn n,2018-11-01,PreCovid,3,4.0,"[[hotel, great, 1]]",1.0,,,0.8,,,,,,
323,Hans Ö,2018-11-01,PreCovid,3,2.0,"[[room, anoth, 0]]",,1.0,,,0.0,,,,,
324,Nutan Vazkar.,2018-11-01,PreCovid,3,3.0,"[[breakfast, averag, 4], [night, late, 4]]",,,,,,,,,2.0,-0.15
325,STT,2018-12-01,PreCovid,3,2.0,"[[staff, front, 1], [staff, offic, 1], [servic, basic, 1], [place, industri, 1], [breakfast, prepaid, 4], [hotel, proper, 1], [hotel, french, 1]]",6.0,,,0.0,,,,,1.0,0.0
326,gyanaranjan p,2018-12-01,PreCovid,3,2.0,"[[staff, good, 1], [book, good, 2], [room, standard, 0], [day, next, 2]]",1.0,1.0,,0.7,0.0,,2.0,0.35,,
327,Aussyrunner,2018-12-01,PreCovid,3,5.0,"[[time, next, 2], [food, great, 1], [room, good, 0], [stay, overal, 1], [stay, great, 1]]",3.0,1.0,,0.5333333333333333,0.7,,1.0,0.0,,
328,Ng933,2018-12-01,PreCovid,3,3.0,"[[staff, poor, 1], [staff, front, 1], [staff, offic, 1], [staff, front, 1]]",4.0,,,-0.1,,,,,,
329,vietan_tran,2018-12-01,PreCovid,3,4.0,"[[hotel, good, 1]]",1.0,,,0.7,,,,,,
330,Reshma J,2018-12-01,PreCovid,3,4.0,"[[place, decent, 1], [singapor, recent, 1]]",2.0,,,0.08333333333333333,,,,,,
331,LTan,2018-11-01,PreCovid,3,5.0,[],,,,,,,,,,
332,peterbB3164GE,2018-12-01,PreCovid,3,5.0,[],,,,,,,,,,
333,Francis A,2018-12-01,PreCovid,3,3.0,"[[place, everi, 1], [place, morn, 1], [stay, entir, 1]]",3.0,,,0.0,,,,,,
334,burrotj,2018-10-01,PreCovid,3,5.0,"[[time, sever, 2]]",,,,,,,1.0,0.0,,
335,Chuck Oldes,2018-12-01,PreCovid,3,4.0,"[[place, great, 1], [area, common, 4]]",1.0,,,0.8,,,,,1.0,-0.3
336,Baseerah K,2018-12-01,PreCovid,3,5.0,[],,,,,,,,,,
337,robnok,2018-11-01,PreCovid,3,5.0,"[[staff, short, 1], [staff, stopov, 1], [staff, singapor, 1]]",3.0,,,0.0,,,,,,
338,Navigator11905854669,2018-11-01,PreCovid,3,5.0,"[[staff, everi, 1], [staff, best, 1], [staff, good, 1]]",3.0,,,0.5666666666666667,,,,,,
339,nabil b,2018-11-01,PreCovid,3,4.0,"[[staff, next, 1], [staff, 'right next', 1], [room, great, 0], [bed, quick, 0], [bed, arrang, 0], [bed, old, 0], [comfort, soft, 1], [time, croissant, 2], [shower, small, 0], [shower, good, 0], [shower, hot, 0]]",3.0,7.0,,0.08095238095238096,0.2761904761904762,,1.0,0.0,,
340,Olivia Jane E,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
341,Stay280392,2018-11-01,PreCovid,3,4.0,"[[breakfast, good, 4], [food, good, 1]]",1.0,,,0.7,,,,,1.0,0.7
342,Gauthem,2018-03-01,PreCovid,3,4.0,"[[room, basic, 0], [room, quiet, 0]]",,2.0,,,0.0,,,,,
343,Rommel,2018-11-01,PreCovid,3,4.0,[],,,,,,,,,,
344,traveggie,2018-11-01,PreCovid,3,4.0,"[[love, great, 3], [room, typic, 0], [bed, good, 0], [day, full, 2]]",,2.0,1.0,,0.35,0.65,1.0,0.35,,
345,mylawebb,2018-10-01,PreCovid,3,4.0,"[[time, first, 2], [hotel, good, 1], [night, hungri, 4]]",1.0,,,0.7,,,1.0,0.25,1.0,0.0
346,adenoerwenda,2018-10-01,PreCovid,3,5.0,"[[room, 'almost midnight', 0], [room, plastic, 0], [room, choic, 0], [friendli, close, 1]]",1.0,3.0,,0.0,0.0,,,,,
347,Sulaiman H,2018-11-01,PreCovid,3,4.0,[],,,,,,,,,,
348,Collone,2018-10-01,PreCovid,3,5.0,"[[place, great, 1], [place, 'alway great', 1], [place, usual, 1], [staff, singapor, 1], [stay, cheaper, 1], [stay, better, 1], [stay, qualiti, 1], [stay, singapor, 1]]",8.0,,,0.23125,,,,,,
349,Michael R,2018-11-01,PreCovid,3,4.0,[],,,,,,,,,,
350,Global33434577791,2018-11-01,PreCovid,3,4.0,[],,,,,,,,,,
351,Meander42524830572,2018-10-01,PreCovid,3,4.0,"[[hotel, good, 1], [room, cheap, 0], [stay, small, 1], [stay, clean, 1], [place, nice, 1]]",4.0,1.0,,0.35416666666666663,0.4,,,,,
352,rhysm0803,2018-10-01,PreCovid,3,5.0,"[[room, free, 0]]",,1.0,,,0.4,,,,,
353,ehmahh,2017-11-01,PreCovid,3,5.0,"[[food, cold, 1], [comfort, quiet, 1]]",2.0,,,-0.3,,,,,,
354,Jimster C,2018-10-01,PreCovid,3,4.0,[],,,,,,,,,,
355,Syafinaz Z,2018-10-01,PreCovid,3,5.0,"[[stay, great, 1], [stay, great, 1], [room, morn, 0], [room, clean, 0], [room, 'well clean', 0], [room, compact, 0]]",2.0,4.0,,0.8,0.18333333333333335,,,,,
356,Kate A,2018-10-01,PreCovid,3,5.0,[],,,,,,,,,,
